OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,2010,55,147,305,277,274,275,260,187,141,89,0,0 to 118,42,1090,910,10,2009,1,0,138,945,2,1166,28,1107,898,1,4,2004,965,141,1,0,565,535,6,1106,22,70,176,182,159,151,134,85,74,54,0,0 to 106,41,869,78,49,110,111,873,122,110,0,59,0,0,27,1107,536,565,1106,1,0,5548,0,6670,5548,1107,27,1187,1170,{CB6285A2-DA2E-4583-AAD5-1221776836AE},6,85,91,0.0659340659340659,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,8751,276,831,1195,1162,1105,1214,1274,934,518,233,9,0 to 118,43,5034,3662,55,8727,24,0,1323,3726,133,5418,80,4757,3961,0,33,8694,2703,2039,10,6,2616,2100,26,4742,117,429,744,639,644,660,669,511,245,98,2,0 to 100,42,3124,1065,394,159,677,3819,246,560,2,403,2,1,87,4758,2110,2622,4742,16,0,22260,8,27038,22268,4758,87,2666,2604,{CE511C5D-2638-44A3-B2F8-B13847543637},73,458,531,0.137476459510358,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3628,88,267,418,634,606,531,503,355,162,58,6,0 to 118,41,1577,2033,18,3618,10,0,106,1843,3,2216,41,2218,1403,0,7,3611,2034,179,5,0,801,1409,3,2213,19,80,246,445,443,359,304,197,92,32,1,0 to 95,41,1325,659,107,122,142,1884,187,175,0,85,0,0,28,2218,1411,804,2213,5,0,6909,5,9158,6914,2218,28,2213,2117,{541BD5A3-4453-499A-9896-F0EDC5353D0B},12,59,71,0.169014084507042,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,25096,568,2343,3587,3947,3698,3149,3372,2139,1371,864,58,0 to 119,40,13833,11103,160,24806,289,1,1516,9822,137,10323,764,14812,10189,1,94,24713,13307,1341,148,16,7765,6781,102,14648,183,819,2221,2744,2357,1985,2148,1256,701,379,19,0 to 103,40,8188,1137,2043,3280,1180,9996,3472,825,10,541,14,2,254,14812,6867,7842,14647,164,1,53893,124,68904,54017,14812,254,20887,20470,{EB5D2450-A892-40FD-9BA4-9821A7438525},172,603,775,0.221935483870968,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2373,65,244,296,294,332,314,307,260,174,86,1,0 to 99,43,1228,1128,17,2371,2,0,130,580,4,1157,42,1425,943,0,5,2366,1235,188,2,0,685,734,4,1423,22,84,164,204,201,200,193,171,118,68,0,0 to 99,46,945,157,199,122,34,1172,217,114,1,52,1,0,32,1425,735,686,1423,2,0,5304,0,6738,5304,1425,32,1921,1862,{3B55AA95-5170-4CAF-82A3-E99AD7459349},15,144,159,0.0943396226415094,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,167329,3392,8497,20837,24927,22912,24301,24303,18355,11878,6316,1611,0 to 119,46,89422,77221,686,165186,2141,2,21544,98905,465,68752,2614,94871,71867,142,449,164602,92366,1040,1451,15,48472,44498,436,93406,1564,4956,15139,17244,14664,14355,12318,7264,4440,2870,58,0 to 106,40,45157,12829,15807,19613,24806,45551,23049,7258,110,5231,71,29,2009,94872,45239,49153,93404,1466,2,546798,669,643053,547467,94872,2009,39163,38904,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},849,12705,13554,0.0626383355467021,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,30819,808,1816,3697,4318,4223,4579,4573,3595,2112,1065,33,0 to 119,46,17347,13299,173,30585,234,0,3596,13498,188,15452,705,17087,13391,4,337,30245,16794,187,104,2,9320,7628,33,16981,317,815,2249,2777,2624,2627,2439,1770,974,492,3,0 to 104,43,8254,3403,2224,3100,3908,9287,3786,1457,14,1135,9,1,441,17087,7682,9372,16981,106,0,86020,127,103295,86147,17087,441,16894,16878,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},201,1480,1681,0.119571683521713,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,44616,938,3291,5927,5785,6130,6727,6297,5110,3139,1242,30,0 to 119,45,24429,19885,302,44309,307,0,3169,23300,223,19538,1089,26054,18177,4,381,43924,24782,1031,238,2,13699,11912,202,25813,397,1404,3738,3838,3830,4044,3531,2787,1773,702,9,0 to 105,44,18257,1509,3069,2978,4998,16647,4168,2372,30,1719,24,4,446,26053,12013,13822,25813,240,0,146107,69,172327,146176,26053,446,21774,21232,{83116673-3FAD-423E-B67E-DFE7515F5E81},260,2884,3144,0.0826972010178117,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,7774,241,610,939,1172,1291,1256,1086,738,303,135,3,0 to 119,42,4483,3267,24,7745,28,1,941,3643,46,3557,83,4647,3111,1,15,7730,4331,301,12,3,2406,2208,18,4632,123,351,629,712,810,793,634,362,172,60,1,0 to 99,41,1335,2217,783,297,773,3422,437,604,1,320,0,0,62,4647,2212,2417,4631,15,1,19333,15,24043,19348,4647,62,2544,2349,{77657EA6-12D6-4645-9915-E7357C9F40D6},48,426,474,0.10126582278481,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,37991,1006,1861,10972,6034,4811,4398,4197,2882,1191,592,47,0 to 119,33,20577,17232,182,37067,923,1,5467,19503,201,16434,666,22976,14964,7,44,37018,22027,227,711,11,12193,9959,102,22254,472,1083,8480,3789,2813,2324,2019,1163,540,283,10,0 to 106,28,9964,6926,2639,2725,1955,15979,4320,1081,38,446,28,24,192,22976,10265,12599,22253,722,1,128166,209,151542,128375,22976,192,10799,10396,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},234,3320,3554,0.0658413055711874,25,2.4286163266357628,0.1707040441862682
