OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2382,71,211,368,315,332,332,295,207,158,93,0,0 to 118,41,1309,1060,13,2378,4,0,196,1065,2,1448,32,1412,964,1,5,2372,1209,199,2,2,739,660,9,1408,30,111,221,216,208,203,166,106,93,58,0,0 to 106,40,1090,84,53,181,119,1092,197,118,0,65,0,0,36,1412,662,741,1408,4,0,6245,0,7675,6245,1412,36,1369,1352,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,9,16,25,0.36,40
2,2,54,107,PUTNAM,Putnam,FL,9893,324,952,1345,1328,1269,1349,1428,1037,595,256,10,0 to 118,42,5607,4248,38,9866,27,0,1699,3715,133,6961,90,5843,4006,0,44,9822,3490,2334,12,7,3164,2644,16,5824,143,514,874,807,801,793,817,618,336,138,2,0 to 100,42,3888,1305,469,162,775,4780,269,695,2,498,2,1,127,5843,2655,3172,5824,19,0,24771,0,30627,24771,5843,127,2931,2875,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,3,77,80,0.0375,42
3,3,62,123,TAYLOR,Taylor,FL,4238,135,394,508,704,680,607,567,395,180,62,6,0 to 118,40,1898,2322,18,4227,11,0,136,1995,3,2748,45,2642,1587,0,9,4218,2385,251,6,0,1037,1594,5,2636,33,118,313,495,513,426,362,231,112,38,1,0 to 98,41,1594,797,119,126,148,2285,203,185,0,90,0,0,42,2642,1596,1041,2636,6,0,7802,0,10471,7802,2642,42,2538,2442,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,9,11,0.181818181818182,41
4,4,46,091,OKALOOSA,Okaloosa,FL,30877,721,3478,4474,4723,4549,3847,4046,2509,1533,926,71,0 to 119,39,16823,13831,223,30560,316,1,1828,10782,137,13903,956,18900,11866,2,109,30452,17302,1402,179,17,9912,8651,141,18704,231,1199,2792,3422,3015,2562,2726,1606,867,448,32,0 to 103,40,10933,1475,2453,3843,1499,12805,4400,1005,15,667,17,4,327,18900,8755,10001,18703,196,1,62148,0,81127,62148,18900,327,27142,26729,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,29,131,160,0.18125,40
5,5,7,013,CALHOUN,Calhoun,FL,2743,79,350,370,319,371,348,344,286,181,93,2,0 to 99,41,1427,1296,20,2740,3,0,173,590,4,1327,46,1608,1129,0,6,2734,1392,213,3,0,783,816,6,1605,27,111,202,220,224,222,218,188,121,74,1,0 to 99,45,1085,182,209,129,38,1339,228,126,2,56,2,0,40,1608,818,784,1605,3,0,5872,0,7491,5872,1608,40,2224,2167,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,0,0,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,198453,4376,12285,25417,29788,27320,28800,28208,20578,13113,6956,1612,0 to 119,44,105610,91969,874,195731,2720,2,28287,106166,465,91433,3179,120868,76794,136,655,194947,117426,1407,2014,21,61725,56522,586,118833,2165,7130,18687,21739,18543,18281,15905,9305,5560,3492,61,0 to 107,40,59360,16988,20426,22059,31477,60007,27349,8352,135,6020,91,45,2480,120868,57565,62669,118831,2035,2,636276,0,757912,636276,120868,2480,50738,50479,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,142,1899,2041,0.0695737383635473,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,37447,1068,2667,4803,5180,5097,5439,5384,4181,2434,1159,35,0 to 119,44,20884,16346,217,37170,277,0,4416,14528,188,20549,809,22193,14824,6,424,36742,21839,205,147,2,12069,9906,69,22044,406,1204,3001,3543,3381,3380,3143,2299,1248,584,4,0 to 104,43,10962,4494,2854,3734,5016,12374,4654,1933,21,1471,14,1,547,22193,9980,12144,22044,149,0,99452,0,121721,99452,22193,547,22417,22401,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,40,354,394,0.101522842639594,43
8,8,51,101,PASCO,Pasco,FL,53903,1168,4452,7328,6956,7395,8089,7413,6005,3650,1415,32,0 to 119,44,29489,24215,199,53536,367,0,3421,26301,223,25666,1406,33428,20014,3,458,53075,31766,1361,294,5,17689,15331,107,33127,528,2005,4782,4851,4873,5190,4497,3583,2244,865,8,0 to 105,44,23931,1933,3833,3430,6408,21681,5038,3058,51,2196,38,6,649,33426,15452,17847,33127,299,0,172897,0,206427,172897,33426,649,25087,24548,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,48,521,569,0.0843585237258348,44
9,9,20,039,GADSDEN,Gadsden,FL,8665,289,760,1056,1266,1411,1378,1211,803,337,151,3,0 to 119,41,4984,3655,26,8635,29,1,1143,3744,46,4500,99,5435,3216,1,13,8622,5005,414,13,3,2845,2553,21,5419,147,452,730,800,924,909,762,427,205,78,1,0 to 99,41,1541,2677,912,289,880,4101,438,720,1,406,0,0,86,5435,2557,2857,5418,16,1,21365,0,26843,21365,5435,86,2900,2707,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,2,14,16,0.125,41
10,10,37,073,LEON,Leon,FL,45065,1399,2584,13192,7161,5663,5100,4793,3156,1328,640,49,0 to 119,32,24575,20289,201,44015,1049,1,7091,21008,201,21997,807,29169,15843,7,46,43964,28040,282,831,16,15647,12549,126,28322,652,1587,10447,4849,3598,2996,2594,1423,675,338,10,0 to 106,28,13410,8829,3371,2712,2637,21324,4361,1400,47,598,36,30,283,29169,12912,16121,28321,847,1,143430,0,172777,143430,29169,283,12876,12475,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,14,210,224,0.0625,28
11,11,33,065,JEFFERSON,Jefferson,FL,2430,98,228,249,292,313,338,420,292,157,41,2,0 to 101,46,1193,1232,5,2406,24,0,89,1073,41,1624,42,1404,1021,2,3,2402,1207,175,18,4,618,761,3,1382,26,93,140,199,183,225,265,156,90,27,0,0 to 99,47,666,600,83,33,51,1250,81,118,3,68,0,0,24,1404,773,627,1382,22,0,5593,0,7016,5593,1404,24,1297,1260,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,0,15,15,0,47
12,12,40,079,MADISON,Madison,FL,3781,197,533,530,449,459,505,444,370,199,86,9,0 to 101,38,2142,1624,15,3738,43,0,221,1287,53,2738,126,1996,1769,0,16,3722,1407,563,24,2,1116,848,6,1970,66,167,271,279,255,325,267,203,105,57,1,0 to 101,43,837,972,91,70,100,1687,183,266,3,87,2,2,43,1996,856,1130,1970,26,0,7156,0,9162,7156,1996,43,2957,2861,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,2,9,11,0.181818181818182,43
13,13,39,077,LIBERTY,Liberty,FL,3342,72,233,387,775,681,525,406,166,71,17,9,0 to 105,37,830,2501,11,3341,1,0,103,1932,1,744,14,1043,2296,0,3,3338,881,161,1,0,410,624,8,1042,24,77,170,170,159,168,159,66,42,8,0,0 to 89,39,773,172,53,44,41,846,155,56,0,22,0,0,15,1043,624,411,1042,1,0,4022,0,5066,4022,1043,15,1363,1339,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,3,4,7,0.428571428571429,39
14,14,24,047,HAMILTON,Hamilton,FL,3516,111,266,376,709,611,529,413,295,137,63,6,0 to 118,39,1221,2272,23,3494,22,0,94,2025,9,1752,49,1569,1945,0,2,3493,1231,320,9,9,666,875,10,1551,58,139,203,258,236,238,209,135,68,23,2,0 to 93,41,761,642,92,56,159,1205,187,200,2,77,0,0,21,1569,884,675,1551,18,0,6257,0,7832,6257,1569,21,1093,1091,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,0,10,10,0,41
