OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2461,77,215,376,328,339,346,310,217,161,92,0,0 to 118,41,1353,1097,11,2457,4,0,218,1064,2,1525,33,1464,991,1,5,2451,1255,205,2,2,771,682,7,1460,31,112,226,228,214,211,175,114,95,58,0,0 to 106,40,1143,85,54,178,122,1141,197,118,0,66,0,0,37,1464,684,773,1460,4,0,6404,0,7886,6404,1464,37,1421,1404,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,0,16,16,0,40
2,2,54,107,PUTNAM,Putnam,FL,10020,330,964,1366,1343,1278,1364,1453,1052,605,256,9,0 to 118,42,5677,4305,38,9992,28,0,1744,3727,133,7125,90,5971,4007,0,42,9950,3596,2355,13,7,3233,2701,17,5951,148,524,895,822,813,806,843,634,345,139,2,0 to 100,42,3980,1333,475,163,792,4893,266,717,2,516,2,1,133,5971,2712,3242,5951,20,0,25511,0,31494,25511,5971,133,2941,2887,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,3,88,91,0.032967032967033,42
3,3,62,123,TAYLOR,Taylor,FL,4311,145,406,515,706,692,617,576,400,184,64,6,0 to 118,40,1937,2359,15,4301,10,0,151,2002,3,2832,47,2691,1612,0,8,4293,2418,267,6,0,1065,1617,3,2685,35,119,319,498,525,433,371,234,116,40,1,0 to 98,41,1635,808,119,123,149,2331,205,189,0,94,0,0,45,2691,1619,1069,2685,6,0,8019,0,10737,8019,2691,45,2564,2470,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,7,9,0.222222222222222,41
4,4,46,091,OKALOOSA,Okaloosa,FL,32013,780,3721,4660,4895,4694,3949,4176,2572,1560,935,71,0 to 119,38,17420,14367,226,31683,329,1,1865,11033,137,14514,998,19601,12298,2,112,31572,17984,1408,193,16,10259,8991,142,19392,251,1251,2914,3554,3131,2639,2823,1659,890,457,32,0 to 103,40,12500,1697,2121,3074,1649,13951,3792,1039,14,687,17,5,344,19601,9101,10356,19391,209,1,65035,0,84715,65035,19601,344,28284,27871,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,4,147,151,0.0264900662251656,40
5,5,7,013,CALHOUN,Calhoun,FL,2810,82,363,385,323,379,356,349,292,186,93,2,0 to 99,41,1466,1324,20,2807,3,0,187,589,4,1364,46,1647,1156,0,7,2800,1425,219,3,0,804,834,6,1644,27,113,207,224,230,230,223,194,124,74,1,0 to 99,45,1120,184,211,129,38,1378,228,131,2,57,2,0,42,1647,836,805,1644,3,0,5987,0,7645,5987,1647,42,2249,2192,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,2,2,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,207694,4701,13414,26990,31247,28650,30121,29445,21081,13367,7066,1612,0 to 119,44,110312,96401,981,204753,2939,2,30045,108395,465,98070,3326,128321,78538,133,702,203927,124568,1510,2223,20,65422,59961,695,126078,2318,7738,19898,23078,19697,19431,17004,9732,5779,3587,59,0 to 107,40,63555,17931,21891,22701,33206,64101,28771,8706,146,6289,107,49,2598,128321,61123,66454,126076,2243,2,668239,0,797331,668239,128321,2598,54511,54252,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,167,2494,2661,0.0627583615182262,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,39434,1151,2966,5146,5470,5331,5716,5624,4304,2505,1185,36,0 to 119,44,21927,17272,235,39132,302,0,4722,14615,188,22222,849,23470,15519,7,438,38689,23097,205,166,2,12742,10474,86,23302,421,1291,3215,3771,3563,3595,3324,2384,1301,601,4,0 to 104,43,11688,4771,3007,3836,5315,13224,4763,2150,22,1586,14,1,569,23470,10558,12826,23302,168,0,104499,0,128042,104499,23470,569,24281,24265,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,22,344,366,0.0601092896174863,43
8,8,51,101,PASCO,Pasco,FL,56458,1242,4782,7725,7335,7774,8485,7713,6161,3762,1446,33,0 to 119,44,30900,25445,113,56074,384,0,3450,27185,223,27374,1483,35375,20631,3,449,55622,33631,1429,308,5,18741,16270,49,35060,561,2181,5069,5163,5177,5505,4766,3714,2341,888,8,0 to 105,43,25744,2075,4083,3158,6834,23312,4914,3249,57,2322,43,7,681,35373,16395,18907,35060,313,0,181579,0,217061,181579,35373,681,26123,25585,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,39,466,505,0.0772277227722772,44
9,9,20,039,GADSDEN,Gadsden,FL,8796,295,786,1079,1287,1425,1394,1225,811,339,152,3,0 to 119,41,5066,3708,22,8766,29,1,1166,3750,46,4692,99,5523,3259,1,13,8753,5084,423,13,3,2894,2596,17,5507,150,461,747,815,937,922,775,430,206,79,1,0 to 99,41,1582,2717,928,280,902,4175,430,730,1,419,0,0,92,5523,2600,2906,5506,16,1,21862,0,27428,21862,5523,92,2977,2783,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,0,20,20,0,41
10,10,37,073,LEON,Leon,FL,46182,1517,2705,13596,7317,5766,5194,4880,3184,1335,640,48,0 to 119,31,25160,20809,213,45107,1074,1,7296,21133,201,22916,837,29992,16137,7,46,45056,28836,285,854,17,16083,12903,135,29121,685,1647,10769,4975,3680,3081,2675,1448,682,340,10,0 to 106,28,13964,9025,3456,2676,2747,22046,4328,1469,47,637,35,31,298,29992,13278,16568,29120,871,1,147015,0,177175,147015,29992,298,13432,13031,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,5,408,413,0.0121065375302663,28
11,11,33,065,JEFFERSON,Jefferson,FL,2457,99,237,252,292,316,340,423,294,160,42,2,0 to 101,46,1206,1247,4,2433,24,0,92,1076,41,1663,42,1416,1036,2,3,2429,1218,176,18,4,626,766,2,1394,26,93,141,199,186,226,267,159,91,28,0,0 to 99,48,678,601,84,31,51,1264,79,122,3,72,0,0,24,1416,778,635,1394,22,0,5711,0,7146,5711,1416,24,1311,1274,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,0,5,5,0,47
12,12,40,079,MADISON,Madison,FL,3855,202,566,540,456,463,511,445,376,200,87,9,0 to 101,38,2179,1664,12,3813,42,0,225,1283,53,2820,131,2029,1811,0,15,3798,1436,567,24,2,1139,860,4,2003,68,169,276,285,260,330,269,209,105,57,1,0 to 101,43,853,988,92,70,101,1717,185,277,3,88,2,2,43,2029,868,1154,2003,26,0,7335,0,9374,7335,2029,43,3011,2915,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,0,38,38,0,43
13,13,39,077,LIBERTY,Liberty,FL,3364,74,243,390,775,685,527,406,167,71,17,9,0 to 105,37,837,2515,12,3363,1,0,105,1930,1,753,14,1051,2310,0,3,3360,888,162,1,0,414,629,7,1050,24,79,170,170,162,171,159,66,42,8,0,0 to 89,39,781,173,53,43,41,856,153,58,0,22,0,0,16,1051,629,415,1050,1,0,4067,0,5119,4067,1051,16,1375,1351,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,0,6,6,0,39
14,14,24,047,HAMILTON,Hamilton,FL,3537,112,268,379,711,613,531,417,299,138,63,6,0 to 118,39,1231,2284,22,3514,23,0,96,2031,9,1774,48,1582,1953,0,2,3513,1243,320,10,9,669,884,10,1563,58,140,206,258,237,239,211,139,69,23,2,0 to 93,41,768,647,92,56,161,1217,185,202,2,78,0,0,23,1582,894,678,1563,19,0,6372,0,7959,6372,1582,23,1095,1093,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,2,2,4,0.5,41
15,15,3,005,BAY,Bay,FL,23834,324,1376,3174,3711,3660,3767,3722,2360,1190,489,61,0 to 119,44,12536,11039,259,23060,774,0,2403,10762,28,15008,499,19411,4350,2,71,22991,18337,332,732,10,9773,8680,216,18669,203,965,2747,3219,3086,3075,2974,1863,931,343,5,0 to 101,43,11877,1701,1885,3206,1191,13757,3721,1377,54,784,27,17,369,19411,9069,10116,18669,742,0,66658,0,86139,66658,19411,369,4906,4898,1930770661.49939,558412.990825665,a66f3b06-8ee0-4dec-843e-f41d712aad2f,2,105,107,0.0186915887850467,43
16,16,12,023,COLUMBIA,Columbia,FL,11832,329,871,1482,1644,1752,1678,1787,1297,663,317,12,0 to 119,43,5763,6002,67,11782,50,0,1345,3653,63,7472,103,7773,4047,1,11,11770,7119,617,33,4,3445,4260,31,7736,136,406,1002,1234,1252,1229,1138,794,419,159,4,0 to 102,43,5047,1909,340,440,429,6610,697,340,2,450,4,0,162,7773,4283,3459,7736,37,0,23745,0,31576,23745,7773,162,4743,4742,2068684690.43686,276060.430857214,6958d394-62b5-4f73-a62a-0fa2389d4fb3,2,49,51,0.0392156862745098,43
