OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
45,45,28,055,HIGHLANDS,Highlands,FL,6445,157,271,530,794,675,788,963,974,828,455,10,0 to 119,55,3714,2696,35,6371,74,0,371,4212,47,2193,76,2416,4017,0,12,6359,2209,195,12,0,1308,1095,1,2404,37,113,288,378,306,349,361,255,215,114,0,0 to 99,48,1448,344,390,222,689,1402,313,478,6,257,4,0,101,2416,1103,1312,2404,12,0,20359,62,22847,20421,2416,101,2589,2475,{0861B99E-575F-41B4-992B-839B0B3F4F63},10,322,332,0.0301204819277108,NA,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,46391,693,1346,5259,6505,6313,6742,7095,6412,4052,1896,78,0 to 119,49,25818,20334,239,45193,1197,1,2434,35427,613,14701,396,21753,24599,2,37,45155,20360,1058,326,9,11270,10012,136,21418,384,801,3568,3815,3381,3377,2814,1837,1081,678,17,0 to 103,41,9884,2046,1202,8286,4774,7997,8647,2659,28,1510,21,10,492,21753,10190,11424,21417,335,1,130697,908,153472,131605,21753,492,7364,5766,{D113537A-BA7A-4D3B-936C-EA742824206C},142,2083,2225,0.0638202247191011,NA,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,27857,683,1283,3392,3633,3780,3946,3960,3626,2589,952,13,0 to 105,48,14750,13033,74,27432,425,0,2340,17911,356,10379,396,13492,14310,3,52,27377,12886,457,133,16,6773,6523,47,13343,342,680,2256,2151,2182,2128,1720,1030,652,348,3,0 to 104,40,6909,808,1519,4107,5153,4090,4100,1526,25,961,16,7,243,13492,6606,6839,13343,149,0,72020,279,85903,72299,13492,243,8106,7111,{B407DCD0-FA26-4BA4-BFDB-B31C63C940BA},59,915,974,0.0605749486652977,NA,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,316030,4800,9626,34495,53796,51135,56685,48776,30164,16768,8968,817,0 to 225,45,163981,150099,1950,313854,2175,1,18217,246328,2785,49430,1559,177340,138005,89,596,313179,174253,1869,1197,20,89699,85492,931,176122,2878,6858,23803,32379,29313,31624,24625,13709,7720,4139,291,0 to 108,42,73267,15475,23672,63708,85107,25148,65867,15706,99,7993,43,21,3520,177339,86142,90198,176121,1217,1,798700,965,978990,799665,177339,3520,30774,30040,{AEA3AE00-E34E-48C0-8B01-466A26B4B1E0},534,12456,12990,0.041108545034642,NA,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,6569,149,220,615,981,970,1125,1185,825,373,124,2,0 to 101,48,3352,3181,36,6460,109,0,1700,2619,83,2626,204,2022,4494,0,53,6409,1942,41,34,5,952,1027,4,1983,50,80,254,388,353,365,250,170,82,30,0,0 to 100,41,1496,167,88,232,751,964,268,315,7,131,4,0,24,2022,1048,970,1983,39,0,17183,67,19285,17250,2022,24,3528,3254,{629DEEAE-BCFA-4AD2-8DE1-1D764EDD7AC6},21,248,269,0.0780669144981413,NA,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,13241,364,710,1660,1889,1975,2074,2007,1479,750,320,13,0 to 119,45,6768,6433,40,13125,116,0,893,7358,99,4758,304,5667,7529,0,45,13081,5511,97,59,0,2534,3066,8,5608,84,250,999,937,913,932,791,421,226,112,2,0 to 105,40,3761,586,342,919,249,4300,1059,289,1,344,2,2,85,5667,3084,2575,5608,59,0,33425,57,39187,33482,5667,85,5051,4508,{EDF59BBC-47AF-4B2F-BD97-6DAB59DD7B4C},27,341,368,0.0733695652173913,NA,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,4109,85,153,600,550,605,634,654,439,234,150,5,0 to 101,46,2145,1920,44,3792,317,0,255,2992,15,2210,330,2182,1926,0,1,3791,1927,30,222,3,966,982,9,1957,27,81,449,331,354,345,312,171,89,22,1,0 to 101,40,1408,121,85,343,315,1330,312,303,27,112,4,2,29,2182,1089,1082,1957,225,0,12330,95,14643,12425,2182,29,1147,1092,{31CA379B-FB64-4C77-9456-056BCF505A65},11,113,124,0.0887096774193548,NA,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,5943,95,195,630,1053,1021,1007,848,531,350,211,2,0 to 105,44,2459,3417,67,5894,49,0,115,3287,19,2806,48,3018,2895,0,30,5864,2883,100,32,3,1061,1915,7,2983,34,95,352,580,556,516,395,235,159,96,0,0 to 100,43,1371,580,146,886,113,1501,1369,224,3,167,1,0,83,3018,1935,1076,2983,35,0,14421,14,17465,14435,3018,83,2026,1832,{BAF89079-8026-4E6B-B424-2DD9BC8AF99D},18,279,297,0.0606060606060606,NA,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,2161,49,96,202,335,332,355,372,212,143,65,0,0 to 119,46,1056,1087,18,2147,14,0,63,1137,9,1293,19,1151,996,0,14,2133,1034,106,9,2,435,705,0,1140,15,49,116,230,206,198,171,90,59,17,0,0 to 99,42,703,271,46,120,33,747,360,81,3,71,2,0,24,1151,709,442,1140,11,0,6004,4,7181,6008,1151,24,979,923,{ED919630-6DB9-4E1B-B6B4-EAFA4D161468},17,40,57,0.298245614035088,NA,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,6008,104,251,727,719,744,896,1002,842,504,216,3,0 to 103,50,3305,2635,68,5744,264,0,405,3434,28,1685,272,2319,3641,0,48,5697,2068,87,161,3,1123,1031,1,2155,27,100,389,327,321,389,330,221,141,74,0,0 to 103,44,1720,221,98,116,91,1910,154,286,8,156,2,1,50,2319,1097,1221,2155,164,0,20632,100,23068,20732,2319,50,2721,2715,{4D22D524-13F7-4497-919B-BC6894006209},8,189,197,0.0406091370558376,NA,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,823,12,58,94,167,179,118,87,53,47,7,1,0 to 90,39,314,508,1,823,0,0,84,383,3,564,6,587,236,0,0,823,580,7,0,0,179,408,0,587,8,24,63,140,144,91,67,24,23,3,0,0 to 89,38,417,113,34,23,224,335,28,68,0,50,0,0,6,587,408,179,587,0,0,1025,0,1613,1025,587,6,555,495,{DB14356A-7E77-445A-A524-193DAC2519E8},3,6,9,0.333333333333333,NA,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,8321,86,133,575,756,843,1178,1563,1509,1009,663,6,0 to 119,58,4760,3509,52,8295,26,0,1241,5287,62,3087,88,3332,4981,1,7,8287,3031,291,9,1,1779,1532,11,3322,26,84,348,343,349,475,591,514,355,247,0,0 to 101,55,2564,218,301,239,270,2691,361,447,1,415,1,0,152,3332,1534,1786,3322,10,0,33117,17,36504,33134,3332,152,474,455,{2C59A1CC-D054-4DF6-BEF0-43EEC4A23784},14,577,591,0.0236886632825719,NA,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,22252,257,617,2217,2516,2433,2981,3657,3700,2536,1300,38,0 to 119,55,12288,9791,173,21953,299,0,1815,16518,190,6387,185,8908,13318,1,25,21928,8714,112,75,7,4674,4077,75,8826,89,334,1375,1369,1230,1311,1186,921,643,445,5,0 to 104,45,4860,673,977,2316,1202,4715,2909,730,20,722,16,3,307,8908,4120,4713,8826,82,0,93327,218,102522,93545,8908,307,3671,3566,{63CF7F11-0E2E-4C45-8079-812F07405F88},72,1612,1684,0.0427553444180523,NA,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3969,107,287,445,594,605,645,633,369,199,81,4,0 to 102,43,1660,2203,106,3956,13,0,259,2301,48,1609,34,1612,2349,1,7,3948,1476,133,3,0,662,943,4,1609,44,134,232,306,298,240,193,100,48,17,0,0 to 97,37,983,174,127,325,738,495,376,248,1,127,1,1,27,1612,944,664,1609,3,0,9927,10,11555,9937,1612,27,1776,1642,{0D73423D-03C5-4BA5-9BFD-C106F87EB222},3,88,91,0.032967032967033,NA,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,6136,110,212,496,643,747,860,1103,1045,653,263,4,0 to 119,54,3536,2555,45,6093,43,0,541,3991,37,1782,90,1927,4199,0,10,6083,1762,151,14,0,1050,859,4,1913,30,108,237,247,242,279,304,263,170,46,1,0 to 96,49,1133,281,344,155,256,1464,193,239,5,158,3,1,35,1927,865,1058,1913,14,0,20031,29,22005,20060,1927,35,2426,2391,{0E4D3C2D-FB56-4A06-8B04-3AD9BFF072BC},19,235,254,0.0748031496062992,NA,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,4270,162,298,635,736,685,605,532,309,180,121,7,0 to 104,39,2092,2171,7,4266,4,0,510,1796,32,1986,49,2143,2125,1,1,4264,2086,55,2,0,988,1152,1,2141,66,150,346,410,379,317,235,135,69,36,0,0 to 100,37,1689,249,97,106,1428,625,88,356,0,202,0,0,43,2143,1153,989,2141,2,0,8520,2,10682,8522,2143,43,3091,2665,{71664F0E-3199-410F-AD8C-5269FFA55669},6,133,139,0.0431654676258993,NA,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,9853,180,425,1022,1066,1040,1251,1481,1507,1059,818,4,0 to 119,54,5797,4020,36,9769,84,0,626,5913,77,4179,156,3495,6308,0,50,9721,3450,18,25,2,1889,1565,14,3468,63,177,543,511,453,480,452,361,257,198,0,0 to 105,44,1922,408,362,776,707,1836,925,563,8,320,4,0,122,3495,1582,1899,3468,27,0,36038,62,39617,36100,3495,122,3860,3389,{193731CA-A50A-4707-8EB3-D6585D669C9C},19,413,432,0.0439814814814815,NA,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,181889,4690,8386,19262,28962,28648,30148,28910,18097,9445,5114,227,0 to 119,45,97984,82845,1060,179972,1917,0,14130,110600,2336,75274,2192,80443,101291,29,126,179822,74108,5638,655,42,41508,38104,134,79746,1713,4461,11865,15337,13771,13035,10675,5411,2681,1460,34,0 to 107,39,33913,20844,11517,13472,30365,36397,12984,10687,104,6021,79,29,1500,80443,38548,41759,79746,697,0,526211,1235,608773,527446,80443,1500,43748,43380,{4AC0D3A0-87B8-4126-9CF4-96DC2D84D1C4},352,8529,8881,0.0396351762188943,NA,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,29045,607,914,3444,4523,3791,3886,4728,3761,2148,1155,88,0 to 119,48,16348,12566,131,25282,3763,0,1863,22262,183,6130,436,12883,16153,1,8,25273,11541,107,1235,0,5937,5616,95,11648,175,468,2206,2434,1942,1678,1691,1176,724,377,12,0 to 105,39,4669,2542,1430,3007,409,7801,3438,1355,22,862,17,20,268,12883,6161,6627,11648,1235,0,83842,2619,99401,86461,12883,268,1441,1362,{3780C858-9510-4A33-A345-0ACD39C89BB6},36,1233,1269,0.0283687943262411,NA,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,3356,101,217,492,459,460,439,493,295,235,157,8,0 to 119,43,1766,1574,16,3343,13,0,541,1442,2,1523,31,1660,1691,1,4,3338,1519,136,4,1,772,882,1,1655,41,122,261,249,275,237,244,108,86,37,0,0 to 100,40,1157,213,194,91,625,925,105,241,1,186,2,0,37,1660,884,775,1655,5,0,10094,8,11775,10102,1660,37,1866,1785,{DD469486-5BA8-475C-9DDC-A21CC360CAEC},2,134,136,0.0147058823529412,NA,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,1508,36,129,168,222,208,199,248,182,98,18,0,0 to 95,44,675,831,2,1501,7,0,54,554,0,837,30,687,814,0,7,1494,670,13,4,0,197,486,0,683,8,33,79,159,125,107,108,43,23,2,0,0 to 85,39,429,229,15,10,49,568,66,21,0,9,0,0,4,687,487,200,683,4,0,4577,3,5279,4580,687,4,615,614,{9F12DFF3-9143-493B-867B-127F2B6BFF20},1,41,42,0.0238095238095238,NA,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,24078,383,603,5508,4166,3102,2982,3170,2327,1105,664,68,0 to 119,38,13645,10297,136,23741,337,0,2802,17517,61,7084,246,9307,14729,4,38,23699,8983,232,80,12,5043,4156,16,9215,139,344,3924,1504,920,858,733,524,237,120,4,0 to 103,26,4566,2108,1024,1517,1174,6266,1775,994,22,476,26,3,70,9307,4211,5079,9215,92,0,96560,249,106148,96809,9307,70,1290,1267,{9EDDB8FB-00DD-45F1-A09D-8E689049E28A},109,1881,1990,0.0547738693467337,NA,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,17570,281,992,2507,1912,2507,2802,2718,2187,1118,528,18,0 to 119,47,9468,7952,150,17438,132,0,1388,10697,208,5510,513,5900,11642,11,17,17411,5415,373,107,5,3015,2748,25,5788,66,238,1327,769,887,910,804,490,264,145,0,0 to 101,41,4200,439,424,725,459,4399,930,465,5,308,5,0,78,5900,2799,3069,5788,112,0,56841,448,63235,57289,5900,78,7435,7396,{8C0A9F2C-C490-4BBC-9E26-85B6F4AEFEB1},42,911,953,0.0440713536201469,NA,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,3085,22,93,464,492,432,448,395,235,239,250,15,0 to 119,45,1778,1257,50,327,2758,0,17,2952,0,68,80,1948,1134,0,3,326,202,1,1733,12,93,100,10,203,20,90,406,372,288,292,246,126,69,26,13,0 to 82,34,44,36,48,75,57,69,77,1,12,0,8,6,0,1948,918,987,203,1745,0,15759,1011,18769,16770,1948,0,721,719,{D1373507-E2BB-431D-A2F9-63F6067C627A},8,274,282,0.0283687943262411,NA,0,0
70,69,998,998,A State,State,FL,1637984,30657,60774,190812,251120,238258,254219,253618,188969,108986,54273,6298,0 to 225,46,882372,743894,11718,1616582,21394,8,134092,1133759,0,473265,16932,748440,884884,374,4286,1611978,712560,26490,9111,276,380343,355186,3521,739050,12723,32312,120869,136572,119312,117505,97234,58085,33579,19200,1046,0 to 119,40,342785,113715,101518,181032,215360,316197,207493,77715,828,46862,534,200,15830,748437,359861,384883,739042,9387,8,4912544,12704,5680917,4925248,748437,15830,304306,291420,{E2D719EF-85BC-44E7-84ED-AF74AD1EC87D},3423,75034,78457,4.36944565513662,NA,0,0
