OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,568,9,22,60,119,139,83,63,37,29,6,1,0 to 90,39,204,363,1,568,0,0,58,338,3,378,0,389,179,0,0,568,387,2,0,0,102,287,0,389,6,9,42,95,114,64,43,10,4,2,0,0 to 89,38,277,59,18,35,158,191,40,39,0,25,0,0,3,389,287,102,389,0,0,682,0,1073,682,389,3,208,149,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,6753,74,77,408,626,673,948,1283,1239,832,585,8,0 to 119,59,3873,2802,78,6731,22,0,455,5491,62,1230,32,1784,4963,1,5,6725,1573,205,5,1,920,832,26,1778,18,33,188,217,182,245,321,259,175,145,1,0 to 101,55,1232,97,83,366,129,1218,431,194,1,215,1,0,84,1784,833,924,1778,6,0,19971,16,21784,19987,1784,84,239,220,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,17857,213,348,1445,2028,1906,2325,3043,3188,2233,1077,51,0 to 119,57,9856,7759,242,17588,269,0,746,15932,190,2326,113,5274,12559,1,23,17567,5150,74,44,6,2709,2398,117,5224,63,169,830,940,763,748,669,494,360,228,10,0 to 104,42,2082,292,385,2465,443,1793,2988,357,18,334,12,2,115,5274,2427,2730,5224,50,0,59943,215,65472,60158,5274,115,985,879,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3409,95,197,348,519,525,578,576,325,169,73,4,0 to 102,45,1407,1883,119,3398,11,0,156,2231,48,1210,19,1227,2175,1,6,3391,1096,130,1,0,511,712,3,1226,40,111,169,246,232,184,141,72,21,11,0,0 to 97,36,761,119,66,280,638,288,300,177,0,93,0,0,14,1227,712,512,1226,1,0,7702,10,8948,7712,1227,14,1276,1141,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4686,66,81,310,490,559,666,881,868,526,232,7,0 to 119,56,2715,1918,53,4646,40,0,265,3828,37,661,61,838,3843,0,5,4641,717,111,10,0,450,374,4,828,14,32,115,123,100,126,135,119,55,18,1,0 to 94,48,482,126,146,74,118,614,96,123,4,70,2,1,10,838,380,454,828,10,0,12277,30,13162,12307,838,10,1004,969,48,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3511,129,194,506,638,566,503,444,249,162,113,7,0 to 104,40,1730,1768,13,3509,2,0,377,1777,32,1494,20,1589,1920,0,2,3507,1542,47,0,0,703,883,3,1589,53,99,257,329,285,243,161,85,49,28,0,0 to 101,37,1257,174,51,107,1073,422,94,250,0,139,0,0,34,1589,883,703,1589,0,0,6122,2,7726,6124,1589,34,2081,1654,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,7720,108,202,719,838,818,978,1179,1248,910,705,15,0 to 119,56,4608,3055,57,7649,71,0,322,5834,77,1864,90,2073,5597,1,49,7601,2043,17,11,2,1097,929,34,2060,35,108,346,339,292,286,228,172,141,126,0,0 to 99,41,842,186,223,809,356,724,980,242,6,134,3,0,38,2073,937,1102,2060,13,0,21865,56,24004,21921,2073,38,2043,1559,41,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,142498,3219,4997,13601,22860,22653,24083,23788,15235,7864,3978,220,0 to 119,46,76638,64326,1534,140761,1737,0,6615,111460,2336,29970,1199,51657,90682,26,133,140605,48732,2437,453,35,26468,24454,247,51169,1080,2553,7546,10217,9063,8459,6806,3373,1683,852,25,0 to 102,39,17792,13277,4476,15624,16646,19280,15243,6028,86,3130,66,25,607,51657,24763,26635,51169,488,0,322120,1235,375517,323355,51657,607,20876,20507,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,23665,527,687,2645,3529,2896,3148,4011,3244,1854,1040,84,0 to 119,50,13866,9620,179,20316,3349,0,965,20737,183,2710,168,7250,16396,1,18,20297,6370,87,793,0,3494,2830,133,6457,88,258,1396,1420,1027,897,920,601,412,230,1,0 to 105,38,2523,1696,353,1885,209,4062,2186,675,5,383,6,6,85,7250,3162,3955,6457,793,0,51815,2515,61613,54330,7250,85,1133,1053,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2401,58,122,362,332,310,298,350,219,194,145,11,0 to 119,45,1330,1052,19,2389,12,0,234,1522,2,720,16,853,1546,0,2,2387,790,59,4,0,409,437,3,849,29,75,158,144,149,107,115,35,29,12,0,0 to 94,36,561,89,107,92,398,335,116,103,0,74,2,0,2,853,438,412,849,4,0,5052,8,5925,5060,853,2,901,820,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,631,5,14,46,55,53,81,142,138,79,18,0,0 to 95,59,367,262,2,626,5,0,16,499,0,94,16,95,535,0,1,625,89,4,2,0,53,40,0,93,1,4,10,16,8,13,24,11,6,2,0,0 to 85,52,54,25,2,12,5,76,12,7,0,3,0,0,1,95,40,55,93,2,0,2270,3,2372,2273,95,1,127,126,52,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18004,256,315,2442,3452,2570,2502,2796,2032,971,600,68,0 to 119,44,10298,7565,141,17707,297,0,737,16417,61,1569,105,3297,14697,6,4,17697,3118,130,37,12,1744,1499,5,3248,48,113,943,769,398,376,320,207,83,37,3,0 to 103,31,1081,887,420,860,440,1835,973,262,11,134,11,1,20,3297,1527,1764,3248,49,0,60375,246,63938,60621,3297,20,218,196,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13120,181,395,1460,1477,1907,2183,2224,1850,979,445,19,0 to 119,50,7090,5859,171,13070,50,0,646,10501,208,2271,258,3057,10015,10,38,13023,2725,301,27,4,1500,1500,26,3026,35,103,715,436,430,489,449,224,120,54,2,0 to 100,40,1966,215,164,681,213,1996,817,246,5,151,5,0,22,3057,1514,1516,3026,31,0,32847,17,35955,32864,3057,22,2369,2329,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1770,9,17,148,240,245,255,218,151,218,262,7,0 to 120,53,1117,623,30,269,1501,0,4,1695,0,25,16,517,1253,0,0,269,124,0,389,4,53,60,11,124,9,15,90,114,92,88,57,21,13,13,5,0 to 82,34,27,23,8,66,42,16,66,0,4,0,2,1,0,517,252,242,124,393,0,3408,1103,5063,4511,517,0,2021,2019,34,0,0
70,69,998,998,A State,State,FL,1287315,21726,35288,128401,196746,185593,200777,207475,160223,93073,45537,12476,-6 to 225,48,698157,576626,12532,1269915,17392,8,62886,1070920,0,208872,9358,441977,841950,371,3017,1266570,422374,14493,4915,195,223313,210093,3461,436867,7346,16618,68465,87213,72680,70231,56292,32638,18810,10882,802,0 to 120,40,164075,64277,43424,165091,109867,141597,185403,42531,547,24917,363,123,6117,441977,212665,225721,436859,5110,8,3026161,12161,3485141,3038322,441977,6117,129582,116626,40,0,0
