OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,570,9,22,60,120,139,83,64,37,29,6,1,0 to 90,39,205,364,1,570,0,0,58,336,3,385,0,391,179,0,0,570,389,2,0,0,103,288,0,391,6,9,42,96,114,64,44,10,4,2,0,0 to 89,38,284,68,18,21,165,198,28,40,0,26,0,0,3,391,288,103,391,0,0,693,0,1086,693,391,3,213,154,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,6974,78,83,429,648,703,984,1322,1273,851,594,9,0 to 119,59,3967,2931,76,6952,22,0,546,5530,62,1419,37,1984,4980,1,9,6942,1766,212,5,1,1001,953,24,1978,21,38,209,236,210,279,357,288,192,152,2,0 to 101,54,1404,118,97,359,154,1383,441,206,1,221,1,0,89,1984,954,1005,1978,6,0,21350,16,23369,21366,1984,89,253,234,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,18273,219,366,1510,2090,1964,2387,3106,3225,2251,1102,53,0 to 119,56,10089,7936,248,18001,272,0,773,16254,190,2455,114,5672,12574,1,26,17977,5541,78,47,6,2934,2560,125,5619,69,186,894,1001,820,805,722,529,379,255,12,0 to 104,43,2232,326,431,2630,485,1935,3199,369,18,347,12,2,121,5672,2591,2956,5619,53,0,63003,223,68944,63226,5672,121,1005,900,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3482,97,211,361,529,537,589,581,328,172,73,4,0 to 102,45,1436,1927,119,3469,13,0,167,2255,48,1252,21,1285,2190,2,5,3462,1149,133,3,0,529,748,5,1282,41,119,179,254,241,194,148,75,23,11,0,0 to 97,36,789,128,75,290,643,318,321,185,1,95,1,0,15,1285,749,531,1282,3,0,7933,13,9239,7946,1285,15,1312,1177,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4787,70,88,327,502,572,683,892,881,532,232,8,0 to 119,56,2776,1955,56,4747,40,0,295,3824,37,742,63,919,3863,0,5,4742,795,114,10,0,500,401,8,909,14,36,130,135,110,144,145,126,59,18,2,0 to 94,47,533,137,162,77,129,678,102,132,4,76,2,1,10,919,407,504,909,10,0,12819,30,13788,12849,919,10,1111,1076,47,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3596,132,197,524,655,579,515,452,259,162,114,7,0 to 104,40,1766,1817,13,3594,2,0,396,1757,32,1565,21,1649,1946,0,1,3593,1600,49,0,0,727,918,4,1649,55,101,270,343,295,248,166,93,49,29,0,0 to 101,36,1310,184,57,98,1123,441,85,261,0,143,0,0,36,1649,918,727,1649,0,0,6298,2,7964,6300,1649,36,2241,1814,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,7952,113,221,747,868,851,1013,1213,1267,927,717,15,0 to 119,56,4728,3164,60,7881,71,0,348,5910,77,2040,93,2270,5629,1,52,7830,2239,18,11,2,1204,1016,37,2257,38,119,371,367,321,317,255,185,161,136,0,0 to 99,41,939,219,247,852,399,817,1041,272,6,163,3,0,48,2270,1024,1209,2257,13,0,22986,57,25323,23043,2270,48,2154,1669,41,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,148188,3395,5445,14495,23786,23589,25005,24489,15665,8034,4060,225,0 to 119,46,79638,67046,1504,146437,1751,0,7464,113520,2336,32966,1236,56797,91195,26,170,146244,53813,2480,468,36,29127,26921,245,56293,1201,2901,8328,11120,9932,9281,7479,3754,1841,931,29,0 to 102,39,19687,14528,5409,16669,18737,21424,16132,6427,86,3332,66,25,742,56797,27238,29301,56293,504,0,343050,1316,401778,344366,56797,742,22901,22532,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,24264,538,715,2746,3646,2980,3233,4085,3290,1876,1054,101,0 to 119,49,14191,9899,174,20875,3389,0,1102,20986,183,3020,194,7908,16336,1,19,20855,6987,87,834,0,3846,3101,127,7074,97,289,1502,1541,1126,996,1009,654,440,248,6,0 to 105,38,2762,1826,489,1997,240,4540,2294,766,4,440,6,6,97,7908,3451,4330,7074,834,0,54402,2634,64979,57036,7908,97,1166,1086,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2464,58,130,377,335,322,307,356,224,198,146,11,0 to 119,45,1361,1085,18,2451,13,0,260,1513,2,781,15,920,1543,0,1,2450,856,59,5,0,445,468,2,915,29,82,175,148,160,114,122,40,35,15,0,0 to 94,36,600,94,126,95,429,365,121,121,0,85,2,0,6,920,469,449,915,5,0,5237,8,6178,5245,920,6,958,877,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,660,7,15,49,60,58,84,147,142,80,18,0,0 to 95,59,377,281,2,655,5,0,22,499,0,121,18,116,542,0,2,653,108,6,2,0,62,52,0,114,1,5,12,20,13,16,27,13,7,2,0,0 to 85,48,66,36,2,10,5,99,10,10,0,4,0,0,2,116,52,64,114,2,0,2432,3,2555,2435,116,2,138,137,51,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18277,262,334,2512,3509,2601,2538,2824,2043,980,606,68,0 to 119,44,10466,7672,139,17979,298,0,875,16436,61,1805,110,3590,14676,6,5,17968,3406,134,38,12,1920,1614,6,3540,54,132,1013,830,434,413,354,220,94,43,3,0 to 103,31,1200,1008,446,886,470,2068,1002,277,11,148,11,1,21,3590,1642,1941,3540,50,0,62897,257,66768,63154,3590,21,227,205,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13386,185,412,1518,1510,1943,2228,2255,1870,989,458,18,0 to 119,50,7246,5973,167,13331,55,0,730,10511,208,2459,272,3264,10074,10,38,13284,2925,303,32,4,1620,1587,21,3228,35,108,763,464,463,524,474,238,129,65,1,0 to 101,40,2109,238,185,696,236,2153,839,267,5,168,5,0,28,3264,1603,1639,3228,36,0,34478,18,37794,34496,3264,28,2585,2545,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1896,11,20,170,270,270,269,243,159,220,256,8,0 to 120,52,1182,682,32,369,1527,0,4,1734,0,29,16,601,1292,0,3,367,179,0,418,4,79,88,12,179,11,17,107,133,110,97,73,26,15,6,6,0 to 82,36,41,31,19,88,65,25,89,0,5,0,2,1,0,601,290,287,179,422,0,3822,1100,5562,4922,601,0,3874,3872,35,0,0
70,69,998,998,A State,State,FL,1328045,22663,37413,134118,203586,192346,207542,213090,163514,94772,46452,12549,-50 to 225,48,719682,595654,12709,1310360,17677,8,70319,1085829,0,231614,9837,480027,844238,371,3409,1306623,459510,15111,5207,200,243160,227812,3649,474621,8028,18365,73682,93760,79123,76615,61592,35707,20459,11806,891,0 to 120,40,181559,70298,50921,171843,122819,157641,194161,46086,562,26972,372,122,7022,480028,230486,245696,474613,5407,8,3186727,12688,3684875,3199415,480028,7022,141213,128256,40,0,0
