OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2461,77,215,376,328,339,346,310,217,161,92,0,0 to 118,41,1353,1097,11,2457,4,0,218,1064,2,1525,33,1464,991,1,5,2451,1255,205,2,2,771,682,7,1460,31,112,226,228,214,211,175,114,95,58,0,0 to 106,40,1143,85,54,178,122,1141,197,118,0,66,0,0,37,1464,684,773,1460,4,0,6399,0,7881,6399,1464,37,1421,1404,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,0,12,12,0,40
2,2,54,107,PUTNAM,Putnam,FL,10015,330,964,1366,1342,1278,1364,1451,1051,604,256,9,0 to 118,42,5673,4305,37,9988,27,0,1744,3725,133,7118,90,5966,4007,0,42,9946,3592,2355,12,7,3230,2701,16,5947,148,524,895,821,813,806,841,633,344,139,2,0 to 100,42,3977,1333,475,162,792,4888,267,717,2,516,2,1,133,5966,2712,3238,5947,19,0,25495,0,31473,25495,5966,133,2939,2885,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,3,84,87,0.0344827586206897,42
3,3,62,123,TAYLOR,Taylor,FL,4310,145,406,514,706,692,617,576,400,184,64,6,0 to 118,40,1937,2358,15,4300,10,0,151,2001,3,2832,47,2689,1613,0,8,4292,2416,267,6,0,1064,1616,3,2683,35,119,318,498,524,433,371,234,116,40,1,0 to 98,41,1634,807,119,123,149,2330,204,189,0,94,0,0,44,2689,1618,1068,2683,6,0,8017,0,10733,8017,2689,44,2564,2470,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,1,16,17,0.0588235294117647,41
4,4,46,091,OKALOOSA,Okaloosa,FL,32003,779,3720,4657,4893,4693,3949,4176,2570,1560,935,71,0 to 119,38,17415,14362,226,31673,329,1,1864,11033,137,14503,996,19599,12290,2,112,31562,17982,1408,193,16,10258,8990,142,19390,251,1251,2915,3554,3130,2639,2823,1657,890,457,32,0 to 103,40,12442,1692,2123,3133,1642,13904,3844,1039,14,687,17,5,344,19599,9100,10355,19389,209,1,64983,0,84661,64983,19599,344,28275,27862,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,11,226,237,0.0464135021097046,40
5,5,7,013,CALHOUN,Calhoun,FL,2810,82,363,385,323,379,356,349,292,186,93,2,0 to 99,41,1466,1324,20,2807,3,0,187,589,4,1364,46,1647,1156,0,7,2800,1425,219,3,0,804,834,6,1644,27,113,207,224,230,230,223,194,124,74,1,0 to 99,45,1120,184,211,129,38,1378,228,131,2,57,2,0,42,1647,836,805,1644,3,0,5987,0,7645,5987,1647,42,2249,2192,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,7,7,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,207484,4691,13392,26948,31209,28625,30097,29419,21063,13364,7064,1612,0 to 119,44,110200,96303,981,204553,2929,2,29983,108395,465,97872,3324,128154,78498,133,699,203730,124410,1511,2213,20,65346,59880,695,125921,2315,7728,19865,23044,19674,19411,16977,9719,5777,3585,59,0 to 107,40,63467,17905,21885,22664,33154,64029,28738,8702,146,6280,106,49,2596,128154,61037,66373,125919,2233,2,667567,0,796493,667567,128154,2596,54398,54139,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,300,4624,4924,0.0609260763606824,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,39388,1147,2961,5140,5464,5327,5707,5617,4301,2503,1185,36,0 to 119,44,21904,17251,233,39086,302,0,4712,14628,188,22167,844,23449,15494,7,438,38643,23076,205,166,2,12730,10467,84,23281,419,1290,3211,3769,3561,3592,3320,2382,1300,601,4,0 to 104,43,11667,4767,3009,3838,5312,13205,4764,2146,22,1583,14,1,569,23449,10551,12814,23281,168,0,104380,0,127902,104380,23449,569,24222,24206,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,34,533,567,0.0599647266313933,43
8,8,51,101,PASCO,Pasco,FL,56409,1241,4771,7718,7323,7769,8482,7704,6162,3761,1445,33,0 to 119,44,30870,25423,116,56026,383,0,3447,27163,223,27348,1484,35338,20619,3,449,55574,33595,1429,307,5,18721,16251,52,35024,560,2179,5064,5151,5174,5501,4757,3715,2340,887,8,0 to 105,43,25713,2073,4075,3163,6826,23294,4904,3243,57,2319,43,7,681,35336,16376,18886,35024,312,0,181429,0,216874,181429,35336,681,26127,25589,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,88,1020,1108,0.0794223826714801,44
9,9,20,039,GADSDEN,Gadsden,FL,8797,295,786,1079,1287,1425,1395,1225,811,339,152,3,0 to 119,41,5067,3708,22,8767,29,1,1166,3752,46,4693,99,5523,3260,1,13,8754,5084,423,13,3,2894,2596,17,5507,150,461,747,815,937,922,775,430,206,79,1,0 to 99,41,1581,2717,928,281,902,4174,431,730,1,419,0,0,92,5523,2600,2906,5506,16,1,21855,0,27421,21855,5523,92,2978,2784,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,2,81,83,0.0240963855421687,41
10,10,37,073,LEON,Leon,FL,46169,1516,2704,13588,7315,5767,5193,4879,3184,1335,640,48,0 to 119,31,25153,20808,208,45095,1073,1,7284,21145,201,22888,833,29982,16134,7,46,45044,28827,285,853,17,16076,12906,130,29112,685,1647,10760,4975,3681,3080,2674,1448,682,340,10,0 to 106,28,13959,9025,3455,2673,2744,22045,4323,1469,47,637,35,31,298,29982,13281,16560,29111,870,1,146978,0,177128,146978,29982,298,13422,13021,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,18,968,986,0.0182555780933063,28
