OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2662,83,238,420,364,358,373,340,228,165,93,0,0 to 118,41,1462,1176,24,2657,5,0,268,1069,2,1683,36,1618,1039,1,4,2652,1389,224,2,3,858,735,20,1613,35,123,255,258,231,232,202,124,99,59,0,0 to 106,40,1270,99,56,188,130,1276,207,128,0,80,0,0,44,1618,738,860,1613,5,0,6808,0,8443,6808,1618,44,1552,1535,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,1,34,35,0.0285714285714286,40
2,2,54,107,PUTNAM,Putnam,FL,10811,380,1101,1454,1448,1377,1463,1541,1115,645,278,9,0 to 118,42,6115,4655,41,10779,32,0,1879,3911,133,7882,92,6584,4183,0,44,10735,4145,2415,16,8,3571,2967,22,6560,173,601,972,913,896,895,921,682,372,157,2,0 to 100,42,4385,1440,549,186,908,5353,299,811,3,579,3,1,152,6584,2981,3581,6560,24,0,27145,0,33741,27145,6584,152,3242,3187,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,11,230,241,0.045643153526971,42
3,3,62,123,TAYLOR,Taylor,FL,4415,151,424,534,723,705,629,586,404,189,64,6,0 to 118,39,1997,2403,15,4406,9,0,164,2011,3,2915,52,2743,1664,0,8,4398,2470,268,5,0,1097,1638,3,2738,37,124,325,506,534,441,379,237,119,40,1,0 to 98,41,1687,811,120,120,150,2386,202,195,0,100,0,0,47,2743,1640,1100,2738,5,0,8424,0,11194,8424,2743,47,2670,2576,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,26,28,0.0714285714285714,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33920,940,4104,4958,5249,4961,4116,4333,2653,1593,941,72,0 to 119,38,18421,15256,243,33564,355,1,1954,11395,137,15431,1075,20679,13131,1,109,33458,19031,1414,218,16,10825,9475,145,20445,304,1324,3095,3823,3308,2761,2940,1717,911,462,34,0 to 103,40,14504,1945,2140,1856,1786,16126,2533,1115,14,732,18,5,363,20679,9597,10934,20444,234,1,72336,0,93089,72336,20679,363,29658,29245,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,11,449,460,0.0239130434782609,40
5,5,7,013,CALHOUN,Calhoun,FL,2903,93,380,409,336,393,362,353,293,188,94,2,0 to 99,41,1518,1363,22,2900,3,0,195,594,4,1407,46,1697,1199,0,7,2893,1463,231,3,0,830,855,9,1694,33,117,219,234,239,233,227,195,125,74,1,0 to 99,45,1162,187,216,129,38,1429,227,133,2,57,2,0,45,1697,857,831,1694,3,0,6215,0,7923,6215,1697,45,2304,2247,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,64,64,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,229627,5529,16387,30766,35095,31980,33164,31816,22096,13843,7269,1682,0 to 119,43,121618,106481,1528,226279,3346,2,34469,113797,465,114077,3809,146329,82422,133,743,225411,141333,2349,2616,31,74425,68073,1184,143682,2802,9480,22922,26648,22617,22107,19129,10604,6166,3768,86,0 to 107,39,73722,20632,25362,23966,37827,74630,31225,9506,171,6912,127,54,2815,146329,69406,75663,143680,2647,2,742053,0,889181,742053,146329,2815,62791,62534,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,183,5823,6006,0.0304695304695305,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44469,1511,3730,5998,6193,6052,6298,6150,4563,2668,1257,49,0 to 119,42,24583,19634,252,44135,334,0,5294,15008,188,26380,937,26794,17159,6,510,43621,26371,225,196,2,14525,11977,94,26596,494,1569,3760,4367,4124,4081,3729,2588,1420,652,10,0 to 104,42,13495,5464,3487,4150,6115,15245,5236,2681,26,1879,16,2,641,26794,12076,14624,26596,198,0,118994,0,145868,118994,26794,641,28685,28669,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,42,788,830,0.0506024096385542,43
8,8,51,101,PASCO,Pasco,FL,64934,1542,6038,9108,8505,9164,9720,8632,6638,3989,1547,51,0 to 119,42,35396,29349,189,64508,426,0,3467,30298,223,32974,1707,41999,22417,5,513,63991,40004,1640,349,5,22258,19274,112,41644,711,2831,6154,6182,6337,6552,5573,4118,2544,982,14,0 to 105,42,30800,2511,4914,3419,8108,27933,5603,3993,74,2796,52,9,768,41998,19425,22440,41644,354,0,203292,0,245415,203292,41998,768,29238,28702,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,76,1489,1565,0.0485623003194888,44
9,9,20,039,GADSDEN,Gadsden,FL,9097,323,844,1130,1339,1462,1435,1250,819,339,152,4,0 to 119,41,5231,3837,29,9066,30,1,1215,3769,46,4963,109,5720,3365,1,11,9055,5262,441,14,3,2997,2682,24,5703,165,486,782,856,971,946,793,437,203,79,2,0 to 98,40,1636,2835,960,272,929,4342,432,750,1,422,0,0,99,5720,2686,3010,5702,17,1,22950,0,28712,22950,5720,99,3224,3028,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,7,148,155,0.0451612903225806,41
10,10,37,073,LEON,Leon,FL,49180,1836,3144,14600,7770,6041,5438,5019,3248,1364,649,71,0 to 119,30,26775,22147,258,48043,1136,1,7970,21603,201,25163,913,32300,16813,9,58,47978,31064,303,913,20,17314,13885,168,31367,856,1872,11634,5380,3905,3277,2798,1505,708,349,16,0 to 106,27,14966,10076,3717,2608,2960,24115,4292,1622,52,704,40,32,321,32300,14292,17831,31366,933,1,154157,0,186614,154157,32300,321,14834,14435,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,37,901,938,0.0394456289978678,28
