OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1283,33,63,159,182,163,182,176,138,107,80,0,0 to 118,47,732,546,5,1283,0,0,82,780,2,567,17,501,780,1,1,1281,459,42,0,0,264,236,1,501,10,25,72,90,59,68,62,36,36,43,0,0 to 106,43,416,30,25,30,75,393,33,71,0,37,0,0,12,501,236,264,501,0,0,4078,0,4588,4078,501,12,640,623,{CB6285A2-DA2E-4583-AAD5-1221776836AE},0,20,20,0,43,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5373,136,381,649,773,708,774,818,561,360,186,27,0 to 118,45,3151,2165,57,5363,10,0,789,3299,133,1982,31,2060,3301,0,12,5351,1247,811,1,1,1089,953,16,2058,48,205,333,305,308,280,256,167,93,45,20,0 to 100,39,1184,557,235,82,422,1503,133,367,1,225,0,0,38,2060,954,1090,2058,2,0,14733,8,16813,14741,2060,38,856,789,{CE511C5D-2638-44A3-B2F8-B13847543637},5,60,65,0.0769230769230769,39,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2400,48,82,256,479,460,373,330,228,101,39,4,0 to 118,41,957,1422,21,2391,9,0,66,1549,3,1080,29,1291,1102,0,7,2384,1229,59,3,0,328,960,0,1288,5,24,136,318,311,228,149,77,30,13,0,1 to 92,39,655,538,75,20,129,1094,65,97,0,41,0,0,12,1291,960,331,1288,3,0,5130,6,6456,5136,1291,12,1110,1012,{541BD5A3-4453-499A-9896-F0EDC5353D0B},5,33,38,0.131578947368421,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11802,242,421,1401,1931,1741,1571,1651,1202,908,687,47,0 to 119,45,6841,4883,78,11630,171,1,652,7476,137,2497,191,4750,7017,1,34,11596,4500,211,34,5,2557,2111,43,4711,55,162,806,938,744,636,600,396,237,168,8,0 to 103,40,2574,437,898,802,607,3189,915,461,4,285,3,0,102,4750,2129,2578,4710,39,1,31300,132,36231,31432,4750,102,4382,3956,{EB5D2450-A892-40FD-9BA4-9821A7438525},5,196,201,0.0248756218905473,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1277,21,84,139,182,210,174,177,141,100,49,0,0 to 99,45,650,613,14,1276,1,0,48,557,4,529,13,607,669,0,1,1275,581,25,1,0,260,345,1,606,5,25,68,112,107,85,76,58,43,28,0,0 to 99,43,402,92,41,71,26,491,89,60,1,32,1,0,10,607,346,260,606,1,0,4274,0,4891,4274,607,10,885,824,{3B55AA95-5170-4CAF-82A3-E99AD7459349},0,10,10,0,43,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,108577,1811,3276,11428,15245,14471,15777,16916,13628,9210,5167,1648,0 to 119,49,58838,49333,406,107533,1042,2,9895,81297,465,32734,942,45425,62656,158,338,107042,44350,669,399,7,23408,21435,176,45019,735,1761,7183,8281,7262,6953,5814,3331,2226,1796,83,0 to 106,41,17500,7323,8225,11971,12294,19032,13693,4888,61,3520,42,21,1277,45425,21656,23588,45017,406,2,310083,642,356776,310725,45425,1277,12609,12345,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},94,2874,2968,0.0316711590296496,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,18665,383,672,1831,2560,2605,2877,2921,2389,1497,866,64,0 to 119,49,10675,7754,236,18509,156,0,1766,11800,188,5967,235,7822,10575,4,264,18241,7644,151,26,1,4253,3478,64,7795,140,343,1031,1299,1273,1217,1036,723,426,295,39,0 to 104,43,3016,1798,1122,1859,1784,3710,2301,770,3,639,2,1,265,7822,3493,4265,7795,27,0,51228,130,59231,51358,7822,265,6136,6120,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},18,496,514,0.0350194552529183,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,23250,454,890,2527,3181,3309,3679,3664,2971,1765,786,24,0 to 119,48,13060,10115,75,23125,125,0,2065,15077,223,8334,379,8893,14218,3,136,22986,8656,177,58,2,4614,4213,6,8833,131,341,1355,1522,1403,1409,1175,815,475,255,12,0 to 105,42,6373,652,1372,436,2159,6076,598,1134,10,792,5,1,205,8893,4240,4647,8833,60,0,79213,70,88233,79283,8893,205,7641,7090,{83116673-3FAD-423E-B67E-DFE7515F5E81},32,864,896,0.0357142857142857,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5414,129,288,578,880,944,927,785,550,208,105,20,0 to 119,43,3152,2240,22,5392,21,1,542,3248,46,1834,40,2712,2694,0,8,5385,2651,53,8,0,1296,1392,16,2704,63,160,368,450,507,483,354,195,81,33,18,0 to 98,40,770,1098,471,365,494,1680,530,395,0,206,0,0,44,2712,1393,1303,2703,8,1,13528,16,16294,13544,2712,44,1224,1029,{77657EA6-12D6-4645-9915-E7357C9F40D6},7,96,103,0.0679611650485437,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,22876,428,699,6319,3509,2874,2808,2845,2064,822,447,61,0 to 119,36,12322,10422,132,22378,497,1,2042,16354,201,5206,219,9990,12858,6,22,22352,9625,71,289,5,5425,4233,38,9696,164,327,4755,1464,991,848,747,370,171,127,26,0 to 105,23,3514,2511,1333,2338,782,5031,3883,580,21,219,11,9,57,9990,4360,5591,9695,294,1,74955,213,85299,75168,9990,57,4314,3901,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},49,803,852,0.0575117370892019,23,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1186,26,41,105,151,172,179,228,177,84,22,1,0 to 101,50,532,652,2,1173,13,0,33,812,41,492,23,546,638,1,1,1172,474,62,10,0,162,374,0,536,6,13,55,96,86,99,104,57,20,10,0,0 to 95,46,208,286,34,8,26,474,36,55,2,34,0,0,8,546,380,166,536,10,0,3191,2,3754,3193,546,8,377,340,{862C7BAB-C64B-458C-A6FA-56543968D206},0,33,33,0,46,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2146,106,171,255,269,289,316,288,248,130,67,7,0 to 99,44,1257,885,4,2111,35,0,109,1103,53,1179,73,1005,1139,1,1,2109,677,312,14,2,547,442,0,989,39,76,124,136,153,171,137,94,39,36,0,0 to 99,42,307,599,55,28,54,842,93,165,1,52,1,1,18,1005,446,559,989,16,0,4975,19,6010,4994,1005,18,1210,1110,{89851E42-542B-499A-AC7E-D8F5369F3D0B},1,14,15,0.0666666666666667,42,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2509,14,49,240,703,586,435,310,114,41,9,8,0 to 105,38,369,2135,5,2509,0,0,26,1929,1,307,10,491,2018,0,0,2509,469,22,0,0,130,361,0,491,6,14,79,99,88,92,77,22,12,2,0,0 to 86,39,317,125,27,22,28,349,114,36,0,13,0,0,7,491,361,130,491,0,0,2977,0,3468,2977,491,7,533,508,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},0,14,14,0,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2499,42,70,230,608,497,402,307,206,84,50,3,0 to 118,41,669,1814,16,2490,9,0,75,1916,9,816,14,830,1668,0,1,2489,695,129,4,2,281,543,0,824,28,52,104,164,147,139,115,53,19,9,0,0 to 90,40,361,399,54,10,109,586,129,94,1,30,0,0,8,830,546,284,824,6,0,4618,3,5453,4621,830,8,94,92,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},3,7,10,0.3,40,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,9025,111,189,1111,1464,1386,1514,1444,953,520,256,77,0 to 119,46,4682,4267,76,8912,113,0,1324,4636,28,5312,205,5878,3126,1,20,8892,5645,141,90,2,2876,2869,41,5786,66,133,893,1104,974,972,834,515,269,92,26,0 to 99,42,3311,593,794,1088,445,3855,1486,710,19,334,8,5,94,5878,2926,2911,5786,92,0,27611,30,33586,27641,5878,94,899,892,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},34,287,321,0.105919003115265,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,6741,148,244,573,992,1074,1024,1165,852,417,242,10,0 to 119,48,2986,3696,59,6715,26,0,895,2987,63,3673,37,3649,3086,0,6,6709,3280,356,10,3,1195,2439,2,3636,66,137,364,647,694,621,550,348,158,63,1,0 to 102,43,2217,1091,152,176,228,3192,216,100,1,203,2,0,50,3649,2447,1200,3636,13,0,13287,13,17005,13300,3649,50,369,368,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},4,85,89,0.0449438202247191,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,2459,54,86,301,451,445,399,353,216,114,38,2,0 to 99,42,1049,1382,28,2400,59,0,246,1549,16,884,22,1412,1012,0,35,2365,1204,207,0,1,442,969,0,1411,6,35,169,297,306,240,193,108,48,10,0,0 to 97,40,711,195,48,457,16,849,546,99,0,64,0,0,11,1412,969,443,1411,1,0,6203,58,7699,6261,1412,11,1280,1279,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},3,55,58,0.0517241379310345,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1624,32,70,172,232,237,272,235,225,103,45,1,0 to 119,48,841,773,10,1602,22,0,54,866,5,620,82,727,895,0,2,1600,609,105,10,3,317,397,0,714,15,30,95,133,123,121,87,71,33,19,0,0 to 101,41,522,86,51,55,31,581,102,49,0,28,0,0,5,727,401,326,714,13,0,4501,9,5247,4510,727,5,786,780,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},0,17,17,0,41,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,11282,219,422,1213,1305,1383,1513,1808,1658,1199,543,19,0 to 100,52,5709,5194,379,11171,111,0,992,7450,82,3756,122,4759,6472,1,50,11121,4705,23,31,0,2326,2375,27,4728,108,257,798,762,723,720,556,344,294,195,2,0 to 100,40,2181,260,1141,1146,1858,1920,950,657,4,383,3,1,132,4759,2392,2340,4728,31,0,29440,77,34323,29517,4759,132,3073,3062,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},19,232,251,0.0756972111553785,40,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,91480,2145,3509,11507,15491,13782,14003,13341,9509,5098,2449,646,0 to 119,44,50729,40077,674,90942,538,0,5376,73693,458,15372,630,40898,50200,21,361,90560,40020,677,196,5,21612,18737,348,40697,880,1900,7234,8237,6476,6137,4627,2561,1465,840,541,0 to 104,37,14410,5272,5863,15152,10395,12803,17499,3323,25,1804,17,5,604,40898,18826,21720,40697,201,0,265994,347,307771,266341,40898,604,9940,9593,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},150,2410,2560,0.05859375,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,25591,511,1060,2626,3170,3178,3477,4131,3982,2407,934,115,0 to 119,51,14123,11125,343,25238,353,0,3418,18544,177,8109,135,11241,14326,4,20,25214,11040,83,118,0,5819,5178,126,11123,262,740,1851,1933,1781,1630,1372,862,516,282,12,0 to 101,39,5746,1137,1899,2341,3297,4892,2934,727,9,787,8,2,277,11241,5236,5874,11123,118,0,92652,266,104238,92918,11241,277,1086,986,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},31,608,639,0.0485133020344288,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,13399,206,500,1519,1714,1998,2244,2123,1699,978,391,27,0 to 101,48,7411,5778,210,13366,33,0,1337,8579,130,3269,178,4831,8550,1,17,13348,4665,151,15,0,2521,2254,41,4816,52,170,755,729,795,851,654,426,272,125,2,0 to 100,43,2587,717,437,1075,439,3200,1177,773,2,333,3,0,91,4831,2263,2527,4816,15,0,41625,18,46498,41643,4831,91,3766,3731,{D8B9952E-371D-460F-96AE-4666BDB4AD84},18,262,280,0.0642857142857143,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2511,90,256,431,445,335,364,276,192,90,32,0,0 to 95,35,1280,1205,26,2502,9,0,97,855,2,1680,26,1299,1208,1,3,2498,936,356,6,1,620,667,5,1292,34,111,243,254,195,211,130,78,35,8,0,0 to 93,35,925,105,180,82,792,409,91,163,3,122,4,1,10,1299,672,622,1292,7,0,6423,2,7733,6425,1299,10,2112,2011,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},2,14,16,0.125,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,27898,387,899,2556,3789,3819,4055,4387,4178,2681,1095,52,0 to 168,51,16823,10995,80,27859,39,0,5901,12540,177,11692,288,9453,18426,1,18,27840,9163,273,16,1,5596,3793,47,9436,122,343,1158,1691,1699,1503,1252,832,530,285,38,0 to 106,42,5853,1859,882,842,1327,6730,1379,1436,5,912,0,0,260,9453,3798,5607,9436,17,0,61494,22,71080,61516,9453,260,3547,3384,{76CC1B01-DF08-469D-A322-71F8D05597D9},24,400,424,0.0566037735849057,42,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,30576,366,729,2703,3833,3631,4452,5726,4979,2708,1329,120,0 to 119,54,16950,13112,514,30426,150,0,2177,23237,230,8389,398,10537,19949,0,90,30336,9548,921,62,6,5498,4935,36,10469,141,357,1619,1846,1467,1546,1493,1054,597,378,39,0 to 103,43,4960,1371,2126,2012,1756,6105,2608,1364,16,771,8,0,220,10537,4971,5530,10469,68,0,82323,84,93065,82407,10537,220,4181,3559,{3B926974-437E-4986-9BFF-D87D276166F4},21,598,619,0.0339256865912762,43,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1696,34,90,164,228,328,235,254,208,108,46,1,0 to 118,45,808,882,6,1695,1,0,97,716,6,944,11,826,869,0,1,1694,753,72,1,0,298,527,0,825,7,37,83,135,176,131,120,86,42,9,0,0 to 91,43,596,187,22,20,52,733,40,75,0,51,0,0,6,826,527,299,825,1,0,4390,0,5227,4390,826,6,806,751,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},3,14,17,0.176470588235294,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,22336,404,643,1976,2627,2646,3069,3535,3627,2468,894,447,0 to 103,53,11866,9611,859,22164,172,0,1304,17882,222,3615,161,7313,14831,5,187,21974,7144,117,51,1,3769,3365,127,7261,133,294,1093,1205,1102,1110,975,717,441,212,31,0 to 103,43,2738,926,1520,2077,1206,3535,2520,828,14,531,7,2,169,7313,3395,3788,7261,52,0,75795,123,83338,75918,7313,169,3050,2759,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},20,635,655,0.0305343511450382,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2853,70,140,354,364,326,403,475,379,248,90,4,0 to 118,49,1608,1234,11,2847,6,0,251,1565,16,1324,36,1006,1847,0,0,2847,925,76,2,3,507,493,1,1001,24,66,181,147,131,151,127,107,56,13,3,0 to 99,41,569,155,183,94,219,661,121,108,0,75,0,0,9,1006,496,509,1001,5,0,7266,1,8281,7267,1006,9,1335,1285,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},2,52,54,0.037037037037037,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,5977,44,129,255,396,455,562,797,1857,1216,199,67,0 to 119,67,3010,2829,138,5897,80,0,390,4096,164,1906,152,2164,3785,0,28,5869,1974,181,8,1,1013,1129,13,2155,10,73,154,214,282,296,289,446,299,74,27,0 to 99,56,1128,393,113,521,106,1374,675,389,2,244,0,0,65,2164,1132,1019,2155,9,0,21053,71,23317,21124,2164,65,1100,1088,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},1,64,65,0.0153846153846154,56,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,25088,450,817,3060,3745,3595,3915,3838,3085,1525,850,208,0 to 119,47,14062,10841,185,25020,68,0,1606,19274,246,4426,195,8860,16091,2,135,24886,8750,73,37,0,4708,4076,39,8823,156,323,1724,1725,1318,1293,989,626,359,344,3,0 to 108,38,5989,1155,1356,323,2335,5562,926,953,6,634,2,0,200,8860,4092,4727,8823,37,0,73480,32,82441,73512,8860,200,5005,4763,{5A9B725E-B5BC-4433-A9C5-F30390148C62},22,551,573,0.0383944153577661,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,96143,1852,2802,11871,17332,15764,15427,14174,9465,4574,1876,1006,0 to 120,43,51577,43743,823,94857,1285,1,5302,76034,585,14860,621,39056,56667,5,415,94438,38447,171,433,5,19636,18494,488,38618,648,1294,7337,8940,6834,5758,4240,2191,1166,552,96,0 to 106,36,11332,5844,7581,13861,9286,11485,17847,2411,55,1286,42,6,431,39056,18721,19835,38617,438,1,298616,849,338827,299465,39056,431,5648,5420,{E33D02E5-646C-40C2-B9D7-442237FBB181},82,2130,2212,0.0370705244122966,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,7392,108,276,706,779,737,948,1254,1318,905,341,20,0 to 222,56,4190,3049,153,7376,16,0,485,4201,119,2753,57,2646,4681,2,63,7312,1726,912,4,4,1458,1171,9,2638,29,95,341,302,287,392,442,345,254,144,15,0 to 100,51,2084,161,206,187,133,2212,293,249,0,272,1,0,86,2646,1177,1460,2638,8,0,22558,7,25223,22565,2646,86,3505,3058,{3C97198A-A027-4923-A8F8-CE1FAFD29127},21,147,168,0.125,51,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,7360,120,206,757,956,910,1061,1182,932,701,507,28,0 to 106,52,4358,2991,11,7329,31,0,713,4315,66,3474,66,3031,4325,0,4,7325,2576,438,16,1,1692,1322,0,3014,35,100,383,431,408,460,419,327,251,191,26,0 to 101,48,2303,290,410,11,549,2450,15,537,2,388,2,1,113,3031,1327,1703,3014,17,0,23907,14,26969,23921,3031,113,3566,3515,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},8,204,212,0.0377358490566038,48,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,56717,625,1155,5004,7995,6993,8272,10134,8481,5086,2898,74,0 to 120,53,32164,24489,64,56307,410,0,5772,41180,411,20413,649,21561,35146,1,9,56297,20936,477,140,8,11578,9830,5,21413,294,749,3051,4065,2966,3115,3119,1996,1263,939,4,0 to 105,43,13413,4023,2078,1899,2540,14611,4262,3045,32,2219,23,4,728,21561,9907,11649,21413,148,0,192031,274,214006,192305,21561,728,1505,1413,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},65,1586,1651,0.0393700787401575,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4533,113,231,549,647,669,629,672,480,307,225,11,0 to 118,45,2205,2275,53,4516,17,0,142,1834,110,2445,47,2615,1914,0,4,4512,2396,202,14,3,981,1609,8,2598,51,143,382,414,449,403,350,211,127,84,1,0 to 102,42,1553,541,392,112,521,1880,197,298,2,126,0,0,65,2615,1615,992,2598,17,0,8287,0,10952,8287,2615,65,844,840,{50957D1D-0570-4E74-922C-4AB5F585C01C},8,113,121,0.0661157024793388,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,76887,1358,2597,9056,13781,11485,11648,12064,8364,4214,2144,176,0 to 119,45,41781,33883,1223,76031,856,0,4216,61956,454,10203,344,29449,47188,15,235,75785,27144,1983,301,21,15471,13364,292,29127,440,1272,4760,6400,4667,4368,3616,2178,1093,617,38,0 to 103,38,8161,9569,3496,7901,2437,16369,10321,2013,39,1064,20,13,353,29449,13529,15619,29127,322,0,235026,551,265271,235577,29449,353,7890,7776,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},64,1468,1532,0.0417754569190601,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1549,13,17,155,425,366,200,156,98,66,52,1,0 to 119,39,378,1166,5,1549,0,0,18,916,0,1188,2,1230,316,0,3,1546,1184,46,0,0,174,1056,0,1230,7,11,106,391,322,170,120,62,25,16,0,1 to 98,37,825,349,39,17,149,997,84,43,0,21,0,0,12,1230,1056,174,1230,0,0,1438,0,2680,1438,1230,12,308,308,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},0,6,6,0,37,1.8705463026895663,0.13254267235577655
