OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1231,33,61,151,167,157,172,170,135,106,79,0,0 to 118,48,707,518,6,1231,0,0,75,769,2,515,15,457,773,0,1,1230,419,38,0,0,245,211,1,457,10,25,67,76,52,60,57,33,35,42,0,0 to 106,44,377,30,21,29,67,355,35,62,0,31,0,0,10,457,211,245,457,0,0,3675,0,4140,3675,457,10,598,581,{CB6285A2-DA2E-4583-AAD5-1221776836AE},6,81,87,0.0689655172413793,45,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,4904,116,276,581,716,660,716,770,522,345,181,21,0 to 118,46,2906,1955,43,4894,10,0,729,3373,133,1648,29,1763,3136,0,5,4889,1071,690,1,1,920,830,11,1761,43,171,300,265,279,229,217,129,80,40,10,0 to 100,38,941,508,212,100,375,1242,144,332,1,196,0,0,36,1763,831,921,1761,2,0,12921,8,14704,12929,1763,36,380,312,{CE511C5D-2638-44A3-B2F8-B13847543637},7,208,215,0.0325581395348837,38,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2263,47,68,232,456,437,354,309,220,97,39,4,0 to 118,42,891,1350,22,2254,9,0,64,1514,3,941,29,1195,1062,0,6,2248,1135,57,3,0,290,902,0,1192,4,19,120,304,293,214,130,72,26,13,0,1 to 92,39,595,509,70,18,123,1011,58,88,0,35,0,0,5,1195,902,293,1192,3,0,4552,6,5782,4558,1195,5,980,882,{541BD5A3-4453-499A-9896-F0EDC5353D0B},10,54,64,0.15625,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11073,248,355,1256,1796,1623,1498,1544,1144,881,682,46,0 to 119,46,6445,4528,100,10912,160,1,611,7301,137,1992,149,4124,6902,1,46,10866,3887,209,23,5,2229,1824,43,4096,46,147,685,805,639,568,511,340,212,165,6,0 to 103,40,2275,390,739,692,556,2686,854,403,4,241,2,0,76,4124,1835,2246,4095,28,1,28096,132,32399,28228,4124,76,3541,3115,{EB5D2450-A892-40FD-9BA4-9821A7438525},31,257,288,0.107638888888889,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1173,17,55,114,175,192,166,173,136,96,49,0,0 to 99,47,592,566,15,1172,1,0,39,547,4,496,13,559,613,0,1,1171,542,16,1,0,236,321,1,558,4,16,57,108,100,79,73,54,40,28,0,1 to 99,44,361,89,39,69,24,452,82,58,1,32,1,0,8,559,322,236,558,1,0,3957,0,4526,3957,559,8,750,689,{3B55AA95-5170-4CAF-82A3-E99AD7459349},5,58,63,0.0793650793650794,44,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,103977,1726,3068,10213,14636,13892,15181,16389,13232,8960,4986,1694,0 to 119,50,56234,47340,403,102977,998,2,8822,79766,465,28933,801,41730,61802,161,284,102537,40733,637,353,7,21357,19829,184,41370,689,1614,6105,7750,6811,6486,5411,3087,2052,1628,97,0 to 106,41,15451,6692,7507,11720,11346,16541,13483,4566,53,3291,36,17,1117,41730,20024,21513,41368,360,2,276857,645,319859,277502,41730,1117,10825,10560,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},205,4403,4608,0.0444878472222222,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,17433,332,561,1635,2386,2402,2697,2777,2270,1429,836,108,0 to 119,49,10011,7158,264,17277,156,0,1545,11811,188,5005,191,6939,10198,6,290,16981,6773,140,25,1,3775,3063,75,6913,127,294,909,1157,1123,1091,926,612,369,258,73,0 to 104,43,2452,1578,1051,1832,1549,3026,2338,645,2,462,2,1,235,6939,3078,3786,6913,26,0,43341,131,50469,43472,6939,235,4685,4670,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},49,886,935,0.0524064171122995,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,21955,432,665,2288,3015,3145,3506,3519,2869,1713,762,41,0 to 119,49,12368,9508,79,21839,116,0,1873,14876,223,7421,329,7989,13819,3,144,21692,7789,149,50,1,4134,3790,14,7938,121,267,1212,1380,1274,1277,1062,726,425,231,14,0 to 105,42,5631,595,1284,428,1969,5409,560,1045,10,722,4,1,173,7989,3814,4161,7938,51,0,69242,70,77357,69312,7989,173,5414,4863,{83116673-3FAD-423E-B67E-DFE7515F5E81},42,1727,1769,0.0237422272470322,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,4938,111,247,523,819,861,842,713,507,194,102,19,0 to 119,43,2948,1962,28,4916,21,1,414,3194,46,1540,31,2290,2642,1,5,4911,2231,51,8,0,1122,1139,21,2282,52,139,317,389,433,399,290,155,68,31,17,0 to 105,40,678,888,384,332,427,1354,501,331,0,175,0,0,31,2290,1140,1129,2281,8,1,12420,16,14769,12436,2290,31,979,785,{77657EA6-12D6-4645-9915-E7357C9F40D6},21,197,218,0.0963302752293578,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,18866,342,614,3459,3194,2679,2631,2706,1990,784,417,50,0 to 119,41,9883,8863,120,18516,349,1,1489,14557,201,4123,187,6194,12649,4,19,18495,5987,60,143,4,3221,2806,20,6047,112,264,2011,1169,791,685,618,300,131,95,18,0 to 105,29,1863,1971,762,1451,434,3323,2290,473,16,179,10,7,33,6194,2878,3296,6046,147,1,65660,209,72186,65869,6194,33,2638,2224,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},43,947,990,0.0434343434343434,29,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1106,24,31,88,143,162,172,214,169,81,21,1,0 to 101,51,488,616,2,1096,10,0,28,802,41,415,19,495,609,1,1,1094,435,52,8,0,131,356,0,487,6,10,48,91,78,92,96,50,16,8,0,0 to 95,46,191,262,27,7,24,430,33,46,2,29,0,0,6,495,362,133,487,8,0,2850,2,3362,2852,495,6,309,271,{862C7BAB-C64B-458C-A6FA-56543968D206},0,24,24,0,46,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,1960,97,129,228,251,269,296,263,237,123,61,6,0 to 99,45,1175,779,6,1928,32,0,100,1088,53,991,65,860,1098,1,1,1926,582,264,13,1,477,367,2,846,36,69,113,122,135,146,113,74,25,27,0,0 to 98,41,248,535,39,24,51,723,72,140,1,39,1,1,14,860,371,487,846,14,0,4594,18,5483,4612,860,14,941,842,{89851E42-542B-499A-AC7E-D8F5369F3D0B},8,33,41,0.195121951219512,41,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2429,11,22,228,695,576,430,301,111,38,9,8,0 to 105,39,325,2098,6,2429,0,0,15,1936,1,267,9,432,1997,0,0,2429,428,4,0,0,102,330,0,432,4,8,68,88,80,87,67,19,9,2,0,0 to 86,40,281,117,19,15,21,309,102,25,0,9,0,0,7,432,330,102,432,0,0,2842,0,3274,2842,432,7,385,360,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},1,23,24,0.0416666666666667,40,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2361,37,66,226,596,462,369,278,194,81,49,3,0 to 118,40,643,1701,17,2353,8,0,72,1914,9,681,14,695,1665,0,1,2352,574,116,4,1,257,433,0,690,26,49,99,148,115,107,86,41,16,8,0,0 to 90,37,310,321,51,8,101,432,157,85,1,27,0,0,6,695,436,259,690,5,0,4547,3,5247,4550,695,6,51,49,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},2,17,19,0.105263157894737,37,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,8397,100,140,1002,1373,1294,1425,1359,892,493,248,71,0 to 119,47,4346,3965,86,8294,103,0,1223,4662,28,4687,185,5341,3039,1,16,8277,5120,138,81,2,2582,2630,46,5258,63,106,805,1017,899,905,756,459,234,78,19,0 to 99,42,2970,540,674,1074,393,3433,1432,647,16,296,6,5,78,5341,2679,2616,5258,83,0,25159,30,30594,25189,5341,78,575,568,{A66F3B06-8EE0-4DEC-843E-F41D712AAD2F},24,312,336,0.0714285714285714,42,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,6393,137,208,519,950,1015,972,1120,818,405,239,10,0 to 119,48,2807,3526,60,6367,26,0,820,2973,63,3358,28,3331,3058,0,4,6363,3021,297,10,3,1027,2289,2,3318,59,117,314,608,637,572,506,313,146,58,1,0 to 102,43,1915,971,135,297,207,2756,355,88,1,187,2,0,33,3331,2297,1032,3318,13,0,11907,13,15306,11920,3331,33,77,76,{6958D394-62B5-4F73-A62A-0FA2389D4FB3},16,147,163,0.098159509202454,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,2143,46,56,241,412,409,355,316,171,98,37,2,0 to 99,42,878,1234,31,2085,58,0,179,1490,16,637,20,1148,958,0,37,2048,1024,124,0,0,308,840,0,1148,5,18,124,265,267,199,161,66,33,10,0,1 to 97,40,508,148,45,447,15,607,526,74,0,46,0,0,5,1148,840,308,1148,0,0,5531,57,6761,5588,1148,5,803,802,{393E3BC9-079E-4AD6-9162-D77EE72FEB59},5,138,143,0.034965034965035,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1471,28,54,153,215,224,252,218,204,92,30,1,0 to 119,47,746,710,15,1451,20,0,50,836,5,535,73,619,849,0,3,1448,520,88,8,3,251,353,4,608,13,23,84,119,115,107,69,56,25,8,0,0 to 96,40,444,82,43,39,29,492,87,44,0,23,0,0,5,619,357,258,608,11,0,4027,9,4663,4036,619,5,668,662,{BD5E2BC2-C55E-45E6-8687-0C7528780CD1},3,22,25,0.12,40,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,10814,209,376,1056,1235,1331,1416,1726,1595,1156,519,195,0 to 100,52,5451,4975,388,10704,110,0,933,7306,82,3618,118,4420,6343,1,50,10654,4367,23,30,0,2145,2220,25,4390,106,234,682,695,678,644,487,295,251,173,175,0 to 100,40,1936,246,1102,1106,1831,1618,941,637,4,373,3,1,114,4420,2236,2159,4390,30,0,25760,77,30312,25837,4420,114,2401,2390,{14DC1D1D-CE53-4995-9CF2-039FE1559F59},56,688,744,0.0752688172043011,40,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,86799,2040,3188,10105,14843,13177,13401,12889,9244,4951,2350,611,0 to 119,44,48242,37964,593,86298,501,0,4654,71775,458,12648,541,36784,49761,22,232,86044,36010,613,156,5,19416,16901,306,36623,802,1704,6058,7637,5937,5597,4217,2304,1302,728,498,0 to 104,37,12599,4802,5230,13992,9315,11028,16280,3037,22,1663,15,5,545,36784,16973,19501,36623,161,0,237479,350,275143,237829,36784,545,6859,6512,{12BE5E4E-9D96-4B8E-8617-77C84F3BC487},213,2548,2761,0.077145961608113,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,24629,488,977,2419,3030,3050,3334,4025,3917,2369,906,114,0 to 119,52,13607,10633,389,24285,344,0,2830,18695,177,6671,103,10391,14221,3,14,24268,10197,85,109,0,5358,4756,168,10282,245,678,1656,1799,1663,1511,1278,807,488,255,11,0 to 101,39,4890,1016,1595,2781,2826,3961,3495,658,8,733,7,2,258,10391,4809,5410,10282,109,0,84536,266,95268,84802,10391,258,825,725,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},43,1266,1309,0.0328495034377387,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,12245,187,428,1303,1511,1794,2048,1971,1609,926,383,85,0 to 101,49,6874,5177,194,12213,32,0,1126,8475,130,2658,157,3910,8314,1,20,12192,3763,133,14,0,2111,1756,29,3896,39,141,605,551,619,680,523,350,223,118,61,0 to 100,44,2097,644,349,806,386,2612,898,635,2,291,3,0,76,3910,1764,2117,3896,14,0,35835,18,39789,35853,3910,76,2782,2748,{D8B9952E-371D-460F-96AE-4666BDB4AD84},62,805,867,0.0715109573241061,44,1.7757499535538475,0.15589240376785884
