OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,561,9,17,59,120,137,83,63,37,29,6,1,0 to 90,39,200,360,1,561,0,0,55,338,3,372,0,383,178,0,0,561,381,2,0,0,98,285,0,383,6,5,41,96,112,64,43,10,4,2,0,0 to 89,38,276,59,13,35,157,185,41,38,0,25,0,0,3,383,285,98,383,0,0,677,0,1061,677,383,3,206,147,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,6678,74,75,404,612,660,935,1261,1232,832,585,8,0 to 119,59,3842,2759,77,6656,22,0,443,5457,62,1198,31,1717,4955,1,5,6650,1506,205,5,1,895,791,25,1711,18,31,184,205,170,235,299,254,175,145,1,0 to 101,55,1174,89,80,368,118,1165,428,190,1,213,1,0,84,1717,792,899,1711,6,0,19592,16,21336,19608,1717,84,234,215,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,17752,209,344,1433,2003,1894,2313,3027,3186,2221,1068,54,0 to 119,57,9802,7710,240,17482,270,0,736,15862,190,2274,113,5168,12554,1,29,17456,5044,74,44,6,2655,2348,115,5118,60,165,817,915,751,732,652,492,351,220,13,0 to 104,42,2036,290,372,2420,428,1758,2932,353,18,326,12,2,115,5168,2377,2676,5118,50,0,59514,215,64937,59729,5168,115,973,867,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3385,94,197,340,514,521,575,575,325,167,73,4,0 to 102,45,1391,1871,123,3374,11,0,150,2227,48,1184,19,1205,2172,1,7,3366,1074,130,1,0,494,703,7,1204,39,111,163,240,228,182,140,72,19,11,0,0 to 97,36,747,118,65,274,624,280,300,176,0,92,0,0,14,1205,703,495,1204,1,0,7653,10,8877,7663,1205,14,1235,1100,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4647,66,76,303,484,556,661,874,867,522,231,7,0 to 119,57,2694,1900,53,4608,39,0,258,3823,37,637,60,813,3829,0,5,4603,693,111,9,0,437,363,4,804,13,30,109,119,99,124,132,118,51,17,1,0 to 94,48,470,121,139,74,114,588,102,120,4,69,2,1,8,813,368,441,804,9,0,12074,30,12934,12104,813,8,963,928,48,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3489,127,191,504,632,564,501,441,247,162,113,7,0 to 104,40,1721,1754,14,3487,2,0,367,1788,32,1470,18,1573,1914,0,2,3485,1527,46,0,0,697,872,4,1573,51,96,257,327,282,242,158,83,49,28,0,0 to 101,37,1239,172,49,113,1056,417,100,246,0,137,0,0,34,1573,872,697,1573,0,0,6042,2,7631,6044,1573,34,2067,1640,37,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,7670,107,199,714,831,810,973,1167,1241,907,706,15,0 to 119,56,4588,3026,56,7599,71,0,318,5824,77,1819,90,2031,5593,1,45,7555,2001,17,11,2,1082,903,33,2018,35,105,342,332,286,281,218,167,140,125,0,0 to 99,41,823,184,216,795,345,711,962,235,6,132,3,0,35,2031,911,1087,2018,13,0,21562,56,23658,21618,2031,35,2021,1536,41,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,141500,3195,4942,13435,22699,22477,23910,23653,15163,7840,3966,220,0 to 119,46,76120,63836,1544,139763,1737,0,6411,111287,2336,29238,1189,50784,90562,26,128,139612,47871,2425,453,35,26019,24024,253,50296,1066,2516,7407,10073,8908,8298,6683,3305,1660,843,25,0 to 102,39,17360,13066,4229,15641,16333,18798,15165,5929,86,3072,66,25,607,50784,24334,26185,50296,488,0,317780,1235,370307,319015,50784,607,20420,20051,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,23582,526,685,2629,3514,2886,3138,3999,3242,1851,1038,74,0 to 119,50,13823,9569,190,20230,3352,0,902,20785,183,2588,156,7158,16404,2,18,20210,6276,87,795,0,3444,2775,144,6363,87,255,1377,1403,1012,887,905,597,408,227,0,0 to 105,38,2472,1658,323,1910,205,3952,2206,637,5,359,6,5,82,7158,3107,3907,6363,795,0,51311,2516,61018,53827,7158,82,1123,1043,37,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2380,58,123,356,326,306,296,346,219,194,145,11,0 to 119,45,1321,1040,19,2368,12,0,221,1527,2,702,16,837,1542,0,1,2367,776,57,4,0,404,427,2,833,29,77,153,139,146,105,112,35,29,12,0,0 to 94,36,540,87,102,104,385,330,118,100,0,70,2,0,2,837,428,407,833,4,0,4981,8,5837,4989,837,2,884,803,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,619,5,14,44,51,52,77,141,137,79,19,0,0 to 95,60,361,257,1,614,5,0,16,490,0,93,16,87,531,0,1,613,81,4,2,0,49,36,0,85,1,4,10,12,7,10,23,11,6,3,0,0 to 85,55,54,26,2,3,5,77,3,7,0,4,0,0,1,87,36,51,85,2,0,2208,3,2301,2211,87,1,127,126,55,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,17904,253,310,2423,3434,2554,2487,2781,2023,970,601,68,0 to 119,44,10238,7524,142,17608,296,0,698,16401,61,1494,101,3186,14708,6,4,17598,3037,101,36,12,1677,1456,5,3138,45,108,923,745,380,362,302,199,82,37,3,0 to 103,30,1057,839,409,833,427,1782,929,250,10,129,11,1,20,3186,1483,1697,3138,48,0,59619,246,63071,59865,3186,20,213,191,30,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13055,179,388,1440,1474,1899,2175,2216,1844,976,445,19,0 to 119,50,7052,5832,171,13006,49,0,619,10517,208,2211,251,2993,10013,10,39,12958,2663,300,26,4,1465,1474,24,2963,33,97,696,431,422,484,439,219,116,54,2,0 to 100,40,1896,208,159,700,207,1914,842,239,4,149,5,0,21,2993,1488,1480,2963,30,0,32552,17,35595,32569,2993,21,2301,2261,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1751,9,17,144,236,242,252,215,150,217,262,7,0 to 120,53,1104,617,30,260,1491,0,4,1684,0,25,16,501,1250,0,0,260,119,0,378,4,50,58,11,119,9,15,87,111,89,86,55,20,12,12,5,0 to 82,34,27,21,7,64,42,14,63,0,4,0,2,1,0,501,248,230,119,382,0,3346,1104,4983,4450,501,0,1863,1861,34,0,0
70,69,998,998,A State,State,FL,1277413,21525,34814,126966,194967,183996,199132,206059,159460,92697,45323,12474,-6 to 225,48,693028,571994,12391,1260073,17332,8,60877,1067733,0,202680,9198,432747,841392,372,2902,1256840,413336,14362,4856,193,218574,205805,3319,427698,7200,16240,67163,85517,71195,68660,54945,31925,18433,10670,799,0 to 120,40,159744,62840,41684,163430,106924,137571,183203,41503,542,24332,358,118,5931,432747,208344,220955,427690,5049,8,2986586,12164,3436270,2998750,432747,5931,126883,113925,40,0,0
