OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,570,9,22,60,120,139,83,64,37,29,6,1,0 to 90,39,205,364,1,570,0,0,59,335,3,385,0,391,179,0,0,570,389,2,0,0,103,288,0,391,6,9,42,96,114,64,44,10,4,2,0,0 to 89,38,284,75,18,14,166,203,22,40,0,26,0,0,3,391,288,103,391,0,0,695,0,1088,695,391,3,214,155,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,7006,78,86,436,651,706,989,1327,1277,855,594,7,0 to 119,59,3990,2940,76,6984,22,0,547,5561,62,1420,37,2024,4973,1,8,6975,1802,216,5,1,1028,966,24,2018,21,41,217,239,215,286,363,292,196,153,1,0 to 101,54,1429,121,100,368,155,1409,454,206,1,221,1,0,89,2024,967,1032,2018,6,0,21647,16,23706,21663,2024,89,253,234,54,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,18327,220,370,1519,2092,1972,2396,3116,3227,2261,1103,51,0 to 119,56,10129,7952,246,18057,270,0,774,16291,190,2469,114,5724,12576,1,26,18033,5594,79,45,6,2970,2579,124,5673,70,189,904,1003,828,814,731,531,388,256,10,0 to 104,43,2257,337,440,2639,488,1959,3226,372,18,351,12,2,121,5724,2608,2992,5673,51,0,63487,223,69481,63710,5724,121,1009,904,43,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3502,97,216,363,531,538,596,584,328,172,73,4,0 to 102,45,1448,1937,117,3489,13,0,167,2255,48,1274,21,1292,2201,2,7,3480,1156,133,3,0,533,753,3,1289,41,119,179,254,241,199,150,75,23,11,0,0 to 97,36,800,129,76,284,648,330,311,185,1,95,1,0,15,1292,754,535,1289,3,0,7961,13,9274,7974,1292,15,1338,1203,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4803,72,89,331,505,573,686,894,883,532,232,6,0 to 119,56,2787,1961,55,4763,40,0,298,3832,37,747,63,930,3868,0,5,4758,803,117,10,0,506,407,7,920,14,37,131,138,111,147,147,127,60,18,0,0 to 94,47,537,138,165,80,129,683,108,133,4,76,2,1,10,930,413,510,920,10,0,12995,30,13974,13025,930,10,1117,1082,47,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3602,132,199,526,655,580,517,452,258,162,114,7,0 to 104,39,1769,1820,13,3600,2,0,397,1751,32,1573,21,1652,1949,0,1,3599,1603,49,0,0,728,920,4,1652,55,101,271,344,296,248,166,93,49,29,0,0 to 101,36,1318,185,57,92,1131,443,78,263,0,144,0,0,37,1652,920,728,1652,0,0,6306,2,7975,6308,1652,37,2262,1835,36,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,7987,115,222,750,873,853,1019,1218,1272,932,718,15,0 to 119,56,4749,3177,61,7916,71,0,348,5941,77,2044,93,2302,5632,1,52,7865,2271,18,11,2,1223,1028,38,2289,40,120,374,372,323,322,260,188,166,137,0,0 to 101,41,952,223,249,865,401,831,1057,272,6,163,3,0,48,2302,1036,1228,2289,13,0,23226,57,25596,23283,2302,48,2157,1672,41,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,149471,3454,5564,14664,23981,23807,25171,24689,15750,8080,4087,224,0 to 119,46,80343,67640,1488,147719,1752,0,7488,114545,2336,33230,1235,57975,91306,28,162,147532,54638,2830,471,36,29768,27458,242,57468,1232,2999,8501,11308,10133,9437,7658,3833,1882,963,29,0 to 119,39,19990,14772,5588,17118,19108,21797,16563,6441,86,3346,66,25,745,57975,27780,29946,57468,507,0,348030,1314,407967,349344,57975,745,23094,22725,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,24354,540,719,2758,3664,2995,3245,4099,3299,1880,1055,100,0 to 119,49,14245,9934,175,20953,3401,0,1109,21051,183,3039,196,8007,16327,1,19,20933,7071,90,846,0,3898,3135,128,7161,99,293,1514,1559,1143,1010,1024,666,444,250,5,0 to 105,38,2789,1850,507,2015,244,4613,2304,768,5,441,6,6,97,8007,3488,4391,7161,846,0,54819,2634,65497,57453,8007,97,1167,1087,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2486,59,130,385,339,324,308,360,224,199,147,11,0 to 119,45,1368,1100,18,2474,12,0,262,1514,2,799,16,945,1540,0,1,2473,880,61,4,0,458,481,2,941,29,82,186,152,162,115,126,40,38,15,0,0 to 94,36,623,97,131,90,446,377,118,122,1,86,3,0,6,945,482,461,941,4,0,5266,8,6232,5274,945,6,968,887,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,679,6,15,51,64,62,89,150,142,82,18,0,0 to 95,58,383,294,2,674,5,0,22,509,0,130,18,130,547,0,2,672,122,6,2,0,64,64,0,128,1,5,12,24,16,19,30,13,8,2,0,0 to 85,48,70,38,2,18,5,105,18,10,0,4,0,0,2,130,64,66,128,2,0,2491,3,2628,2494,130,2,144,143,48,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18346,265,339,2528,3519,2610,2544,2836,2046,986,606,67,0 to 119,44,10510,7697,139,18047,299,0,879,16500,61,1810,110,3662,14674,6,4,18037,3472,139,39,12,1963,1640,8,3611,57,137,1030,842,444,419,365,223,100,43,2,0 to 103,31,1215,1029,459,908,473,2103,1035,279,11,148,11,1,23,3662,1668,1985,3611,51,0,63326,257,67268,63583,3662,23,229,207,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13457,185,417,1528,1517,1955,2237,2269,1878,992,461,18,0 to 119,50,7282,6009,166,13402,55,0,736,10558,208,2476,278,3323,10086,10,38,13355,2972,315,32,4,1654,1613,20,3287,35,110,771,471,474,530,487,245,131,68,1,0 to 101,40,2130,238,194,725,238,2176,873,269,5,172,5,0,29,3323,1629,1673,3287,36,0,34887,18,38263,34905,3323,29,2591,2551,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1939,11,21,182,278,280,276,249,159,220,254,9,0 to 119,51,1211,696,32,394,1545,0,4,1759,0,29,16,633,1302,1,3,391,190,0,439,4,87,91,12,190,11,17,116,138,117,102,78,26,16,5,7,0 to 82,36,44,32,23,91,70,27,93,0,5,0,2,1,0,633,299,310,190,443,0,3973,1097,5740,5070,633,0,4345,4343,36,0,0
70,69,998,998,A State,State,FL,1335530,22871,37902,135175,204770,193474,208764,214208,164095,95129,46625,12517,-6 to 225,48,723795,599083,12652,1317793,17729,8,71068,1090224,0,234242,9894,487132,844629,375,3394,1314067,465499,16169,5259,205,246981,231032,3655,481668,8166,18771,74706,94893,80212,77795,62642,36271,20814,11998,864,0 to 120,40,184550,71527,52120,173471,125028,160446,196194,46408,568,27150,374,122,7084,487132,233737,249549,481660,5464,8,3221182,12683,3726562,3233865,487132,7084,143042,130085,40,0,0
