OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
55,55,22,043,GLADES,Glades,FL,571,9,22,61,120,139,83,64,37,29,6,1,0 to 90,39,205,365,1,571,0,0,59,336,3,386,0,392,179,0,0,571,390,2,0,0,103,289,0,392,6,9,43,96,114,64,44,10,4,2,0,0 to 89,38,285,75,18,14,166,204,22,40,0,26,0,0,3,392,289,103,392,0,0,698,0,1092,698,392,3,219,160,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,7060,80,87,438,652,711,1001,1336,1289,862,597,7,0 to 119,59,4018,2966,76,7038,22,0,570,5575,62,1463,37,2076,4973,1,10,7027,1854,216,5,1,1056,990,24,2070,22,42,219,240,220,297,372,303,203,157,1,0 to 101,54,1467,124,107,372,158,1449,463,208,1,223,1,0,89,2076,991,1060,2070,6,0,22414,16,24531,22430,2076,89,257,238,54,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,18453,221,384,1541,2107,1998,2417,3126,3239,2265,1105,50,0 to 119,56,10190,8022,241,18184,269,0,788,16380,190,2544,115,5854,12573,1,25,18161,5724,79,45,6,3032,2651,120,5803,71,203,926,1020,853,834,743,543,394,258,9,0 to 104,42,2307,341,468,2687,524,2017,3262,380,18,354,12,2,128,5854,2680,3054,5803,51,0,64330,222,70454,64552,5854,128,1023,918,42,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3519,97,216,365,535,542,598,589,328,172,73,4,0 to 102,45,1452,1950,117,3506,13,0,178,2247,48,1288,23,1308,2202,2,7,3497,1172,133,3,0,537,765,3,1305,41,119,180,258,244,202,155,75,23,11,0,0 to 97,36,812,132,73,288,651,337,317,189,1,97,1,0,16,1308,766,539,1305,3,0,7990,13,9319,8003,1308,16,1355,1220,36,1.6241290510468296,0.15072312416893652
59,59,18,035,FLAGLER,Flagler,FL,4842,72,93,334,508,579,693,900,887,536,233,7,0 to 119,56,2812,1977,53,4802,40,0,318,3830,37,780,63,961,3876,0,5,4797,834,117,10,0,526,420,5,951,14,41,134,141,116,153,150,129,63,19,1,0 to 94,47,550,147,169,85,134,705,112,137,4,79,2,1,13,961,426,530,951,10,0,13283,30,14296,13313,961,13,1148,1113,47,2.0945907771160415,0.1204163459784971
60,60,26,051,HENDRY,Hendry,FL,3649,134,207,532,660,586,523,459,262,164,115,7,0 to 104,39,1795,1841,13,3647,2,0,400,1757,32,1596,22,1691,1956,0,2,3645,1642,49,0,0,751,936,4,1691,56,108,277,348,302,252,172,96,51,29,0,0 to 101,36,1346,191,60,94,1154,458,79,266,0,145,0,0,37,1691,936,751,1691,0,0,6363,2,8072,6365,1691,37,2288,1861,36,2.7519579981889994,0.27906345332229426
61,61,31,061,INDIAN RIVER,Indian River,FL,8069,117,229,755,880,864,1025,1226,1288,945,725,15,0 to 119,56,4795,3211,63,7998,71,0,356,5981,77,2130,93,2369,5648,1,51,7948,2338,18,11,2,1263,1053,40,2356,41,125,378,376,330,325,269,201,180,144,0,0 to 101,42,986,237,251,882,409,850,1097,286,6,175,3,0,50,2369,1061,1268,2356,13,0,23582,57,26022,23639,2369,50,2208,1723,42,2.2377240468982293,0.12074147873533697
62,62,6,011,BROWARD,Broward,FL,150645,3513,5660,14828,24169,23969,25364,24873,15820,8119,4106,224,0 to 119,46,80982,68185,1478,148882,1763,0,7777,114387,2336,34386,1256,58953,91485,27,180,148678,55600,2834,486,33,30302,27897,235,58434,1254,3051,8632,11476,10273,9608,7830,3902,1916,982,29,0 to 102,39,20591,15054,5693,17096,19585,22384,16465,6585,86,3428,66,25,765,58953,28233,30476,58434,519,0,353659,1312,414613,354971,58953,765,23821,23452,39,2.791976328336403,0.2836631565167555
63,63,17,033,ESCAMBIA,Escambia,FL,24589,541,731,2792,3705,3033,3276,4136,3326,1890,1058,101,0 to 119,49,14373,10048,168,21162,3427,0,1147,21153,183,3116,200,8262,16309,1,17,21144,7299,90,873,0,4026,3240,123,7389,102,305,1550,1603,1183,1046,1065,694,454,254,6,0 to 105,38,2878,1906,554,2051,259,4798,2332,799,9,466,8,7,101,8262,3607,4532,7389,873,0,55905,2633,66838,58538,8262,101,1170,1090,38,4.369183086156838,0.1664098676562923
64,64,47,093,OKEECHOBEE,Okeechobee,FL,2507,59,133,390,343,326,311,363,224,201,146,11,0 to 119,44,1379,1110,18,2495,12,0,262,1527,2,803,16,967,1539,0,1,2494,901,62,4,0,470,491,2,963,29,85,191,156,164,119,129,40,40,14,0,0 to 94,36,635,100,131,97,453,384,126,122,1,86,3,0,6,967,492,473,963,4,0,5330,8,6318,5338,967,6,979,898,36,2.5876112567454856,0.2105452122322697
65,65,19,037,FRANKLIN,Franklin,FL,739,5,15,56,88,76,98,156,145,82,18,0,0 to 95,57,385,352,2,734,5,0,23,523,0,205,18,189,548,0,2,732,181,6,2,0,64,123,0,187,0,5,17,47,30,28,36,16,8,2,0,6 to 85,43,88,62,4,33,8,145,34,10,0,4,0,0,2,189,123,66,187,2,0,2601,3,2797,2604,189,2,147,146,43,4.4393517054799485,0.13501380862042475
66,66,1,001,ALACHUA,Alachua,FL,18491,266,347,2547,3556,2631,2563,2850,2064,989,611,67,0 to 119,44,10590,7761,140,18192,299,0,931,16548,61,1902,113,3808,14673,6,4,18182,3607,150,39,12,2046,1701,10,3757,58,144,1051,879,465,439,377,241,103,49,2,0 to 103,31,1253,1077,478,949,482,2183,1092,292,11,155,11,1,25,3808,1729,2068,3757,51,0,64351,257,68439,64608,3808,25,232,210,31,2.6253323923130383,0.23399691333318842
67,67,55,109,ST. JOHNS,St. Johns,FL,13571,187,423,1546,1537,1973,2253,2290,1885,996,463,18,0 to 119,50,7341,6058,172,13515,56,0,753,10602,208,2525,281,3422,10099,10,40,13466,3070,315,33,4,1704,1656,25,3385,36,115,784,491,490,546,502,252,135,70,1,0 to 101,40,2181,251,208,745,249,2245,891,272,5,172,5,0,30,3422,1673,1723,3385,37,0,35680,18,39154,35698,3422,30,2632,2592,40,3.2463364568121142,0.15487996912821236
69,68,999,999,Unknown,Unknown,FL,1963,11,23,187,281,284,282,253,160,219,254,9,0 to 119,51,1223,708,32,415,1548,0,5,1759,0,29,17,638,1321,1,3,412,192,0,441,5,90,90,12,192,11,19,119,137,116,105,80,25,14,5,7,0 to 82,36,46,32,21,93,70,26,96,0,4,0,2,1,0,638,303,311,192,446,0,4022,1098,5794,5120,638,0,5536,5534,36,0,0
70,69,998,998,A State,State,FL,1346701,23143,38572,136651,206665,195303,210497,215741,165048,95628,46917,12536,-6 to 225,48,729500,604473,12728,1328875,17818,8,74147,1091449,0,242939,10083,497330,845716,375,3280,1325264,475525,16248,5355,202,252103,235954,3716,491773,8339,19281,76016,96693,81893,79394,64083,37139,21280,12297,915,0 to 119,40,189848,73279,53794,174852,128646,165453,197674,47865,581,27952,381,124,7402,497330,238711,254694,491765,5557,8,3274449,12679,3790202,3287128,497330,7402,147842,134887,40,0,0
