OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1267,33,62,157,176,163,180,174,135,107,80,0,0 to 118,48,725,537,5,1267,0,0,79,772,2,555,17,485,780,1,1,1265,446,39,0,0,256,228,1,485,10,25,70,84,58,66,60,33,36,43,0,0 to 106,43,404,30,23,28,73,381,31,69,0,37,0,0,12,485,228,256,485,0,0,3968,0,4462,3968,485,12,634,617,{CB6285A2-DA2E-4583-AAD5-1221776836AE},0,28,28,0,43,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5202,132,339,614,752,693,757,802,547,354,183,29,0 to 118,45,3068,2078,56,5192,10,0,749,3378,133,1814,31,1958,3234,0,10,5182,1183,773,1,1,1028,910,18,1956,47,196,317,289,299,265,243,155,87,42,18,0 to 100,39,1097,526,233,100,405,1397,154,353,1,209,0,0,38,1958,911,1029,1956,2,0,14108,8,16086,14116,1958,38,703,635,{CE511C5D-2638-44A3-B2F8-B13847543637},22,260,282,0.0780141843971631,39,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2344,47,80,246,466,451,366,321,224,100,39,4,0 to 118,42,936,1387,21,2335,9,0,65,1527,3,1025,29,1245,1092,0,7,2328,1183,59,3,0,312,930,0,1242,4,23,130,308,303,221,141,74,28,13,0,1 to 92,39,626,521,74,21,125,1056,61,94,0,39,0,0,11,1245,930,315,1242,3,0,5006,6,6286,5012,1245,11,1083,985,{541BD5A3-4453-499A-9896-F0EDC5353D0B},2,21,23,0.0869565217391304,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11635,235,400,1377,1896,1721,1552,1626,1192,903,685,48,0 to 119,45,6745,4808,82,11464,170,1,633,7452,137,2378,176,4620,6985,1,29,11435,4372,210,33,5,2489,2048,45,4582,52,155,788,905,728,622,578,385,232,167,8,0 to 103,40,2511,430,875,766,593,3085,904,452,4,278,2,0,94,4620,2066,2509,4581,38,1,30382,132,35183,30514,4620,94,4087,3661,{EB5D2450-A892-40FD-9BA4-9821A7438525},44,371,415,0.106024096385542,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1262,21,80,133,182,207,172,177,141,100,49,0,0 to 99,45,643,604,15,1261,1,0,43,556,4,525,13,598,663,0,1,1260,573,24,1,0,256,340,1,597,5,24,64,112,105,83,76,58,43,28,0,0 to 99,44,394,92,40,71,25,485,87,59,1,32,1,0,9,598,341,256,597,1,0,4214,0,4822,4214,598,9,865,804,{3B55AA95-5170-4CAF-82A3-E99AD7459349},2,47,49,0.0408163265306122,44,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,106772,1778,3194,10930,15009,14234,15553,16727,13472,9097,5105,1673,0 to 119,50,57826,48541,405,105728,1042,2,9498,80721,465,31205,889,44025,62284,159,304,105271,42956,665,397,7,22617,20819,185,43621,720,1712,6751,8090,7094,6778,5676,3240,2145,1738,81,0 to 106,41,16679,7078,7983,11881,11974,17928,13719,4803,60,3451,41,19,1196,44025,21035,22797,43619,404,2,298398,644,343688,299042,44025,1196,11941,11677,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},156,4642,4798,0.0325135473113797,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,18290,364,635,1777,2503,2543,2820,2887,2351,1477,861,72,0 to 119,49,10468,7580,242,18134,156,0,1694,11827,188,5683,215,7544,10483,4,259,17871,7367,151,25,1,4106,3346,66,7518,138,329,987,1252,1229,1180,1011,687,410,284,37,0 to 104,43,2857,1744,1092,1825,1722,3502,2294,741,2,612,2,1,256,7544,3361,4117,7518,26,0,48352,131,56081,48483,7544,256,5727,5712,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},23,938,961,0.0239334027055151,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,22695,441,796,2414,3114,3228,3618,3609,2923,1738,781,33,0 to 119,48,12764,9854,77,22572,123,0,2014,14940,223,7964,359,8527,14034,3,131,22438,8308,161,56,2,4423,4040,6,8469,125,313,1297,1468,1340,1367,1133,778,451,249,6,0 to 119,42,6095,636,1325,413,2098,5810,561,1106,10,769,5,1,195,8527,4066,4455,8469,58,0,75204,70,83858,75274,8527,195,6945,6394,{83116673-3FAD-423E-B67E-DFE7515F5E81},27,868,895,0.0301675977653631,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5277,116,274,564,862,932,901,767,539,202,103,17,0 to 119,43,3083,2173,21,5255,21,1,504,3237,46,1764,35,2597,2675,0,5,5251,2538,51,8,0,1243,1332,14,2589,57,155,352,430,497,458,340,186,76,31,15,0 to 98,40,746,1015,454,374,472,1583,534,366,0,197,0,0,44,2597,1333,1250,2588,8,1,13183,16,15835,13199,2597,44,1121,926,{77657EA6-12D6-4645-9915-E7357C9F40D6},14,160,174,0.0804597701149425,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,21808,385,664,5681,3396,2806,2747,2796,2032,811,434,56,0 to 119,37,11688,9992,128,21337,470,1,1870,15985,201,4912,208,9025,12756,5,22,21312,8691,67,262,5,4885,3843,30,8758,147,304,4152,1366,924,796,699,340,161,114,22,0 to 105,24,3050,2316,1198,2194,678,4506,3574,544,21,201,11,8,45,9025,3965,5030,8757,267,1,71755,212,81134,71967,9025,45,3665,3252,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},130,1532,1662,0.0782190132370638,24,2.4286163266357628,0.1707040441862682
