OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2591,83,232,404,351,351,363,327,224,163,93,0,0 to 118,41,1426,1150,15,2586,5,0,245,1069,2,1628,36,1568,1017,1,5,2580,1343,220,2,3,835,717,11,1563,35,119,247,249,225,225,191,120,98,59,0,0 to 106,40,1227,94,56,186,129,1231,203,127,0,79,0,0,43,1568,720,837,1563,5,0,6623,0,8208,6623,1568,43,1510,1493,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,2,42,44,0.0454545454545455,40
2,2,54,107,PUTNAM,Putnam,FL,10440,350,1027,1416,1392,1330,1422,1497,1093,633,271,9,0 to 118,42,5899,4500,41,10411,29,0,1823,3844,133,7468,91,6283,4115,0,42,10369,3881,2381,13,8,3389,2852,21,6262,158,560,942,863,855,852,878,663,361,149,2,0 to 100,42,4183,1387,515,177,853,5123,286,769,2,553,2,1,138,6283,2864,3398,6262,21,0,26346,0,32640,26346,6283,138,3079,3025,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,11,78,89,0.123595505617978,42
3,3,62,123,TAYLOR,Taylor,FL,4351,148,415,520,709,695,623,579,403,189,64,6,0 to 118,40,1963,2373,15,4342,9,0,156,2005,3,2865,49,2706,1637,0,8,4334,2433,268,5,0,1077,1621,3,2701,35,123,319,499,526,436,372,236,119,40,1,0 to 98,41,1654,806,120,121,150,2348,203,190,0,97,0,0,45,2706,1623,1080,2701,5,0,8275,0,11008,8275,2706,45,2580,2486,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,0,4,4,0,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33035,875,3933,4818,5095,4826,4040,4258,2607,1577,937,69,0 to 119,38,17949,14852,234,32690,344,1,1921,11242,137,15003,1037,20168,12755,1,111,32581,18532,1412,208,16,10556,9248,140,19944,285,1288,3009,3702,3219,2702,2886,1686,901,459,31,0 to 103,40,13913,1864,2108,2059,1733,15425,2786,1073,14,706,17,5,359,20168,9365,10661,19943,224,1,69019,0,89263,69019,20168,359,29031,28618,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,17,233,250,0.068,40
5,5,7,013,CALHOUN,Calhoun,FL,2855,90,375,393,333,382,358,350,292,187,93,2,0 to 99,41,1494,1342,19,2852,3,0,192,592,4,1387,46,1673,1175,0,7,2845,1446,224,3,0,821,843,6,1670,31,117,212,231,233,232,224,194,124,74,1,0 to 99,45,1144,184,214,128,38,1404,228,132,2,57,2,0,43,1673,845,822,1670,3,0,6101,0,7785,6101,1673,43,2281,2224,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,2,2,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,220891,5180,15101,29344,33583,30608,32012,30922,21681,13627,7173,1660,0 to 119,43,117158,102431,1302,217685,3204,2,32671,111787,465,107387,3660,139199,80820,133,739,216821,134943,1753,2481,22,70860,64860,976,136696,2610,8744,21817,25244,21406,21084,18326,10227,5984,3679,78,0 to 107,40,69812,19366,23928,23590,35895,70424,30377,9144,160,6622,120,52,2723,139199,66138,72024,136694,2503,2,708385,0,848377,708385,139199,2723,59254,58996,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,234,2888,3122,0.0749519538757207,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,42019,1300,3309,5602,5859,5677,6036,5910,4462,2601,1224,39,0 to 119,43,23320,18493,206,41700,319,0,5045,14793,188,24347,895,25240,16289,6,484,41212,24847,211,181,2,13710,11290,58,25058,463,1430,3509,4096,3834,3858,3542,2504,1369,630,6,0 to 104,42,12668,5145,3257,3988,5783,14297,4978,2427,23,1749,14,2,611,25241,11381,13802,25058,183,0,110627,0,135945,110627,25241,611,26441,26425,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,44,466,510,0.0862745098039216,43
8,8,51,101,PASCO,Pasco,FL,61102,1376,5407,8508,7990,8509,9173,8267,6443,3884,1503,42,0 to 119,43,33338,27591,173,60693,409,0,3471,29184,223,30104,1618,39146,21486,4,466,60224,37275,1533,332,5,20705,17994,109,38808,634,2513,5688,5753,5815,6118,5268,3950,2456,938,12,0 to 105,43,28564,2301,4504,3439,7487,25846,5475,3524,69,2520,49,8,719,39145,18136,20879,38808,337,0,192913,0,232172,192913,39145,719,27666,27130,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,110,924,1034,0.106382978723404,44
9,9,20,039,GADSDEN,Gadsden,FL,8920,306,820,1088,1310,1444,1409,1238,813,338,151,3,0 to 119,41,5127,3766,27,8889,30,1,1172,3772,46,4787,104,5596,3311,1,12,8877,5148,431,14,3,2924,2633,22,5579,157,476,752,831,954,930,784,430,203,78,1,0 to 98,41,1604,2754,940,281,916,4231,432,737,1,419,0,0,94,5596,2637,2937,5578,17,1,22458,0,28097,22458,5596,94,3069,2875,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,2,18,20,0.1,41
10,10,37,073,LEON,Leon,FL,47466,1642,2859,14034,7507,5913,5300,4939,3224,1353,643,52,0 to 119,31,25841,21394,231,46357,1108,1,7570,21348,201,23909,876,30974,16435,8,49,46302,29776,292,888,18,16573,13345,150,30068,753,1727,11128,5142,3796,3164,2729,1480,700,343,12,0 to 106,27,14539,9321,3576,2632,2878,22898,4292,1541,51,676,38,32,309,30974,13737,17078,30067,906,1,150749,0,181886,150749,30974,309,14000,13600,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,17,272,289,0.0588235294117647,28
