OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1289,33,63,161,183,163,184,177,138,107,80,0,0 to 118,47,737,547,5,1289,0,0,82,776,2,576,17,506,781,1,1,1287,462,44,0,0,267,238,1,506,10,25,73,92,59,70,62,36,36,43,0,0 to 106,43,420,32,26,28,77,398,31,71,0,38,0,0,12,506,238,267,506,0,0,4107,0,4622,4107,506,12,651,634,{CB6285A2-DA2E-4583-AAD5-1221776836AE},1,27,28,0.0357142857142857,43,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,5458,143,402,664,784,713,785,824,569,361,187,26,0 to 118,45,3194,2206,58,5448,10,0,786,3286,133,2026,31,2102,3340,0,16,5432,1260,840,1,1,1108,976,16,2100,51,212,340,313,311,284,260,172,94,46,19,0 to 100,39,1206,569,241,84,427,1542,131,370,1,228,0,0,38,2102,977,1109,2100,2,0,15023,8,17145,15031,2102,38,969,903,{CE511C5D-2638-44A3-B2F8-B13847543637},14,262,276,0.0507246376811594,39,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2426,50,88,259,482,462,374,336,231,101,39,4,0 to 118,41,963,1442,21,2417,9,0,67,1557,3,1108,29,1310,1109,0,7,2410,1248,59,3,0,335,972,0,1307,5,25,138,322,314,228,156,79,30,13,0,1 to 92,39,664,543,77,23,131,1109,67,99,0,42,0,0,12,1310,972,338,1307,3,0,5163,6,6508,5169,1310,12,1167,1068,{541BD5A3-4453-499A-9896-F0EDC5353D0B},3,22,25,0.12,39,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,11929,244,432,1425,1947,1759,1593,1677,1207,910,688,47,0 to 119,45,6911,4937,81,11757,171,1,655,7527,137,2574,197,4836,7049,1,43,11714,4586,211,34,5,2598,2154,45,4797,56,167,822,954,757,648,618,399,238,169,8,0 to 103,40,2600,440,906,851,618,3239,940,471,4,292,3,0,109,4836,2172,2619,4796,39,1,31738,132,36756,31870,4836,109,4566,4140,{EB5D2450-A892-40FD-9BA4-9821A7438525},35,403,438,0.0799086757990868,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1284,21,86,140,183,210,175,177,143,100,49,0,0 to 99,45,652,618,14,1283,1,0,49,558,4,531,13,610,673,0,1,1282,583,26,1,0,260,348,1,609,5,25,69,113,107,86,76,58,43,28,0,0 to 99,43,405,92,41,71,26,494,89,60,1,32,1,0,11,610,349,260,609,1,0,4316,0,4936,4316,610,11,889,828,{3B55AA95-5170-4CAF-82A3-E99AD7459349},2,113,115,0.0173913043478261,43,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,109170,1823,3319,11609,15305,14542,15861,16976,13663,9246,5181,1645,0 to 119,49,59149,49626,395,108130,1038,2,10055,81334,465,33629,971,45866,62804,156,344,107635,44792,672,395,7,23657,21645,162,45464,740,1782,7327,8332,7321,7019,5857,3354,2244,1810,80,0 to 106,41,17812,7408,8264,11980,12413,19386,13665,4954,60,3563,40,21,1330,45866,21864,23834,45462,402,2,313745,642,360880,314387,45866,1330,12930,12665,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},119,3650,3769,0.0315733616343858,41,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,18821,386,698,1864,2568,2619,2896,2957,2399,1503,868,63,0 to 119,49,10758,7822,241,18665,156,0,1800,11790,188,6088,242,7910,10646,4,261,18400,7731,151,27,1,4296,3519,67,7882,140,347,1044,1308,1284,1231,1058,729,433,298,38,0 to 104,43,3073,1817,1137,1855,1803,3789,2290,782,3,650,2,1,273,7910,3535,4308,7882,28,0,52211,129,60300,52340,7910,273,6339,6323,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},39,1058,1097,0.0355515041020966,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,23476,457,918,2582,3217,3343,3704,3686,2990,1770,789,20,0 to 119,48,13176,10223,77,23349,127,0,2082,15106,223,8501,389,9040,14296,3,137,23209,8796,182,60,2,4684,4287,7,8978,133,350,1393,1545,1426,1429,1189,831,479,257,8,0 to 105,42,6486,658,1382,452,2187,6180,611,1154,10,813,5,1,206,9040,4316,4717,8978,62,0,80454,70,89620,80524,9040,206,8283,7734,{83116673-3FAD-423E-B67E-DFE7515F5E81},53,1045,1098,0.0482695810564663,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,5464,130,295,591,886,954,931,791,553,208,105,20,0 to 119,43,3171,2272,21,5442,21,1,555,3237,46,1875,42,2750,2708,0,6,5437,2687,55,8,0,1311,1416,15,2742,64,164,373,456,517,487,360,197,81,33,18,0 to 98,40,782,1119,479,362,499,1725,518,402,0,209,0,0,46,2750,1417,1318,2741,8,1,13634,16,16438,13650,2750,46,1279,1084,{77657EA6-12D6-4645-9915-E7357C9F40D6},12,150,162,0.0740740740740741,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,23228,440,712,6513,3545,2906,2836,2870,2076,824,449,57,0 to 119,36,12518,10581,129,22718,509,1,2142,16351,201,5386,226,10278,12930,4,16,22700,9901,71,301,5,5567,4368,37,9972,169,339,4907,1497,1021,869,763,383,174,131,25,0 to 105,23,3701,2572,1373,2326,814,5264,3894,592,21,223,11,9,65,10278,4498,5742,9971,306,1,76042,213,86675,76255,10278,65,4611,4198,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},82,1680,1762,0.0465380249716232,23,2.4286163266357628,0.1707040441862682
