OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2326,65,200,358,307,324,324,291,207,157,93,0,0 to 118,41,1276,1038,12,2322,4,0,169,1070,2,1380,31,1377,943,1,5,2316,1183,190,2,2,718,647,8,1373,27,102,218,212,201,198,163,106,92,58,0,0 to 106,41,1063,82,53,175,116,1065,192,116,0,65,0,0,31,1377,649,720,1373,4,0,6111,0,7505,6111,1377,31,1346,1329,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,59,317,376,0.156914893617021,40
2,2,54,107,PUTNAM,Putnam,FL,9784,320,937,1332,1315,1256,1334,1408,1021,594,257,10,0 to 118,42,5543,4200,41,9759,25,0,1664,3701,133,6823,89,5744,3996,0,44,9715,3422,2305,10,7,3107,2602,18,5727,140,503,860,793,789,779,801,603,335,139,2,0 to 100,42,3818,1287,459,163,764,4698,265,686,2,493,2,1,119,5744,2613,3113,5727,17,0,24353,0,30109,24353,5744,119,2917,2861,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,12,170,182,0.0659340659340659,42
3,3,62,123,TAYLOR,Taylor,FL,4161,126,380,497,700,674,597,553,389,177,62,6,0 to 118,40,1861,2282,18,4150,11,0,130,1980,3,2679,45,2597,1557,0,7,4143,2349,242,6,0,1013,1574,4,2591,30,116,305,493,510,416,352,227,110,37,1,0 to 98,41,1555,793,118,125,147,2245,199,184,0,88,0,0,39,2597,1576,1017,2591,6,0,7648,0,10270,7648,2597,39,2504,2408,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,4,47,51,0.0784313725490196,41
4,4,46,091,OKALOOSA,Okaloosa,FL,29631,676,3219,4272,4544,4370,3717,3888,2455,1501,918,71,0 to 119,39,16205,13208,218,29322,308,1,1762,10513,137,13235,926,18063,11459,2,107,29216,16479,1398,169,17,9496,8245,136,17877,216,1122,2663,3274,2869,2464,2592,1554,837,440,32,0 to 103,40,10377,1415,2369,3716,1415,12234,4228,977,14,652,16,4,312,18063,8344,9580,17876,186,1,59917,0,78062,59917,18063,312,26053,25639,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,45,352,397,0.113350125944584,40
5,5,7,013,CALHOUN,Calhoun,FL,2705,76,333,363,319,368,345,341,285,180,93,2,0 to 99,41,1407,1278,20,2702,3,0,167,592,4,1307,46,1592,1107,0,6,2696,1381,208,3,0,773,809,7,1589,27,107,199,220,222,219,216,186,121,74,1,0 to 99,45,1068,180,208,133,38,1319,232,126,2,56,2,0,38,1592,811,774,1589,3,0,5769,0,7371,5769,1592,38,2212,2154,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,3,32,35,0.0857142857142857,46
6,6,50,099,PALM BEACH,Palm Beach,FL,192166,4180,11441,24407,28830,26399,27910,27444,20181,12925,6838,1611,0 to 119,45,102352,88999,815,189554,2610,2,26909,104836,465,86742,3105,115794,75616,136,620,188804,112519,1346,1908,21,59154,54172,539,113865,2042,6684,17927,20857,17746,17539,15216,8943,5393,3387,60,0 to 107,40,56443,16167,19539,21716,30177,57072,26616,8140,132,5861,89,43,2362,115794,55150,60058,113863,1929,2,615049,0,731608,615049,115794,2362,47874,47615,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,647,7744,8391,0.0771064235490406,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,36172,1033,2481,4597,5006,4938,5265,5222,4082,2368,1144,36,0 to 119,45,20192,15764,216,35912,260,0,4224,14450,188,19459,781,21234,14518,6,414,35494,20904,198,130,2,11557,9476,69,21102,396,1129,2860,3382,3246,3225,3004,2210,1204,574,4,0 to 104,43,10435,4304,2720,3643,4797,11780,4525,1753,18,1363,12,1,523,21234,9540,11625,21102,132,0,96218,0,117522,96218,21234,523,21293,21277,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,101,807,908,0.111233480176211,43
8,8,51,101,PASCO,Pasco,FL,52079,1126,4168,7091,6687,7133,7832,7192,5867,3556,1396,31,0 to 119,44,28487,23338,254,51724,355,0,3396,25879,223,24231,1352,32039,19563,3,474,51247,30453,1296,283,4,16935,14664,150,31749,500,1862,4614,4624,4675,4969,4313,3463,2160,848,8,0 to 105,44,22758,1851,3730,3410,6105,20661,4983,2930,46,2119,35,6,619,32036,14778,17088,31749,287,0,167213,0,199355,167213,32036,619,24190,23649,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,164,2247,2411,0.068021567814185,44
9,9,20,039,GADSDEN,Gadsden,FL,8552,281,738,1037,1252,1405,1362,1191,798,335,150,3,0 to 119,41,4917,3609,26,8522,29,1,1115,3726,46,4392,94,5343,3195,1,13,8509,4932,395,13,3,2789,2517,21,5327,142,440,718,787,918,892,744,422,202,77,1,0 to 99,41,1515,2616,901,295,866,4015,446,707,1,393,0,0,79,5343,2521,2801,5326,16,1,21045,0,26432,21045,5343,79,2843,2649,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,9,138,147,0.0612244897959184,41
10,10,37,073,LEON,Leon,FL,43968,1338,2471,12778,6997,5545,4987,4728,3119,1319,637,49,0 to 119,32,23953,19820,195,42935,1032,1,6845,20862,201,21090,770,28291,15624,7,46,42884,27190,268,817,16,15153,12186,119,27458,630,1519,10111,4709,3492,2896,2530,1393,666,335,10,0 to 106,28,12865,8571,3290,2732,2521,20563,4374,1345,46,574,35,29,266,28291,12543,15619,27457,833,1,140916,0,169386,140916,28291,266,12441,12040,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,97,1930,2027,0.0478539713862852,28
