OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2195,64,183,338,293,296,301,275,200,154,91,0,0 to 118,42,1201,981,13,2192,3,0,156,996,2,1334,31,1260,929,1,5,2186,1072,185,1,2,647,601,9,1257,26,94,201,198,179,171,147,99,89,56,0,0 to 106,40,996,82,51,128,115,1000,142,116,0,64,0,0,28,1260,603,648,1257,3,0,5903,0,7179,5903,1260,28,1308,1291,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,0,28,28,0,40
2,2,54,107,PUTNAM,Putnam,FL,9650,318,924,1313,1310,1234,1312,1381,1008,585,255,10,0 to 118,42,5480,4126,44,9626,24,0,1610,3714,133,6540,89,5618,3989,0,43,9583,3339,2263,9,7,3051,2530,21,5602,139,492,846,787,767,756,776,591,326,136,2,0 to 100,42,3717,1262,453,170,750,4580,272,656,2,474,2,1,106,5618,2541,3056,5602,16,0,23930,0,29560,23930,5618,106,2915,2856,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,19,210,229,0.0829694323144105,42
3,3,62,123,TAYLOR,Taylor,FL,4091,123,359,491,693,662,589,543,387,177,61,6,0 to 118,40,1823,2249,19,4080,11,0,126,1971,3,2609,45,2553,1530,0,8,4072,2315,232,6,0,987,1555,5,2547,30,113,303,488,497,409,341,225,110,36,1,0 to 98,41,1518,777,118,134,145,2193,209,182,0,87,0,0,35,2553,1557,991,2547,6,0,7440,0,10018,7440,2553,35,2491,2395,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,6,66,72,0.0833333333333333,41
4,4,46,091,OKALOOSA,Okaloosa,FL,28626,643,2952,4111,4437,4233,3601,3787,2403,1478,910,71,0 to 119,39,15701,12724,201,28318,307,1,1715,10441,137,12567,909,17486,11038,2,100,28219,15907,1396,166,17,9202,7971,130,17303,208,1055,2578,3187,2776,2379,2505,1517,817,432,32,0 to 103,40,9934,1364,2296,3709,1348,11798,4157,943,13,627,15,4,298,17486,8069,9284,17302,183,1,58090,0,75655,58090,17486,298,24455,24041,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,43,456,499,0.0861723446893787,40
5,5,7,013,CALHOUN,Calhoun,FL,2610,72,306,340,313,359,335,332,281,179,92,1,0 to 99,42,1363,1227,20,2608,2,0,160,587,4,1277,45,1556,1048,0,6,2602,1349,205,2,0,758,790,6,1554,24,100,192,217,217,215,212,185,121,73,0,0 to 99,46,1042,175,207,130,37,1289,228,121,1,54,1,0,36,1556,791,759,1554,2,0,5655,0,7221,5655,1556,36,2129,2071,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,20,21,0.0476190476190476,46
6,6,50,099,PALM BEACH,Palm Beach,FL,186358,3993,10694,23559,27944,25564,27050,26717,19771,12715,6741,1610,0 to 119,45,99272,86286,800,183840,2516,2,25673,103447,465,82562,3021,111024,74613,137,584,183125,107944,1245,1812,23,56697,51971,521,109189,1934,6270,17269,20059,17013,16791,14558,8572,5208,3291,59,0 to 107,40,53751,15414,18700,21324,28976,54350,25863,7882,124,5668,82,41,2250,111024,52899,57548,109187,1835,2,597284,0,709062,597284,111024,2250,45577,45318,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,377,6641,7018,0.0537190082644628,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,34960,982,2311,4401,4851,4787,5114,5063,3981,2307,1128,35,0 to 119,45,19540,15221,199,34707,253,0,4088,14237,188,18550,763,20311,14253,5,391,34312,19991,194,124,2,11060,9067,58,20185,381,1044,2741,3238,3107,3105,2877,2117,1142,556,3,0 to 104,43,9948,4109,2616,3512,4612,11226,4347,1682,17,1301,12,1,508,20311,9129,11124,20185,126,0,93598,0,113977,93598,20311,508,20394,20378,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,79,767,846,0.0933806146572104,43
8,8,51,101,PASCO,Pasco,FL,50247,1072,3920,6790,6469,6873,7558,7008,5705,3451,1370,31,0 to 119,44,27497,22490,260,49913,334,0,3333,25318,223,23029,1311,30642,19138,3,464,49446,29139,1236,262,4,16191,14027,157,30375,470,1752,4398,4440,4464,4749,4155,3313,2069,823,8,0 to 105,44,21706,1779,3579,3311,5885,19672,4818,2806,40,2034,30,6,576,30641,14137,16331,30375,266,0,161769,0,192515,161769,30641,576,23402,22860,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,105,1416,1521,0.0690335305719921,44
9,9,20,039,GADSDEN,Gadsden,FL,8409,269,706,1013,1239,1388,1345,1176,791,332,147,3,0 to 119,41,4841,3541,27,8380,28,1,1079,3729,46,4232,90,5229,3166,1,13,8367,4832,382,12,3,2728,2464,22,5214,138,418,697,774,907,876,729,416,199,74,1,0 to 99,41,1480,2553,872,309,841,3917,456,696,1,386,0,0,75,5229,2468,2739,5213,15,1,20654,0,25927,20654,5229,75,2762,2568,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,15,175,190,0.0789473684210526,41
10,10,37,073,LEON,Leon,FL,42826,1261,2316,12395,6839,5429,4878,4635,3094,1299,632,48,0 to 119,32,23301,19329,196,41807,1018,1,6596,20612,201,20156,756,27359,15420,7,40,41762,26281,259,805,14,14649,11772,119,26540,591,1410,9791,4572,3388,2797,2449,1370,649,332,10,0 to 106,28,12305,8335,3146,2754,2387,19777,4376,1301,45,550,34,28,250,27359,12127,15103,26539,819,1,138119,0,165662,138119,27359,250,12047,11646,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,104,1554,1658,0.0627261761158022,28
