OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,2176,63,178,333,292,296,298,274,197,154,91,0,0 to 118,42,1192,971,13,2173,3,0,156,989,2,1318,31,1245,925,1,5,2167,1062,180,1,2,639,594,9,1242,26,92,197,197,178,168,146,96,89,56,0,0 to 106,40,985,82,51,124,115,989,138,116,0,63,0,0,28,1245,596,640,1242,3,0,5847,0,7108,5847,1245,28,1291,1274,{CB6285A2-DA2E-4583-AAD5-1221776836AE},12,72,84,0.142857142857143,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,9578,314,920,1302,1301,1224,1300,1370,1006,578,253,10,0 to 118,42,5439,4096,43,9554,24,0,1590,3712,133,6430,88,5545,3990,0,43,9511,3289,2240,9,7,3009,2501,19,5529,136,490,836,773,757,746,764,588,319,134,2,0 to 100,42,3685,1241,438,165,739,4516,274,644,3,466,2,1,103,5545,2512,3014,5529,16,0,23750,0,29307,23750,5545,103,2913,2854,{CE511C5D-2638-44A3-B2F8-B13847543637},22,124,146,0.150684931506849,42,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,4050,119,348,483,689,659,585,541,384,175,61,6,0 to 118,40,1799,2232,19,4039,11,0,124,1965,3,2570,44,2527,1515,0,8,4031,2300,221,6,0,973,1543,5,2521,30,112,297,485,493,404,339,222,108,36,1,0 to 98,41,1501,769,118,133,145,2166,210,182,0,87,0,0,35,2527,1545,977,2521,6,0,7346,0,9898,7346,2527,35,2478,2382,{541BD5A3-4453-499A-9896-F0EDC5353D0B},5,43,48,0.104166666666667,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,28181,639,2851,4047,4382,4166,3552,3736,2363,1466,906,73,0 to 119,39,15463,12516,202,27876,304,1,1692,10426,137,12273,894,17190,10885,2,104,27773,15614,1396,163,17,9045,7835,130,17010,207,1020,2535,3142,2727,2347,2466,1478,806,428,34,0 to 103,40,9717,1337,2260,3696,1325,11566,4119,930,13,621,15,3,292,17190,7931,9126,17009,180,1,57394,0,74662,57394,17190,292,23993,23579,{EB5D2450-A892-40FD-9BA4-9821A7438525},140,398,538,0.260223048327138,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2578,72,297,333,311,357,334,328,277,178,90,1,0 to 99,42,1342,1216,20,2576,2,0,152,591,4,1256,45,1538,1034,0,6,2570,1333,203,2,0,747,783,6,1536,24,98,188,216,217,214,209,181,120,71,0,0 to 99,46,1031,169,206,130,37,1273,226,121,1,54,1,0,36,1538,784,748,1536,2,0,5630,0,7178,5630,1538,36,2093,2035,{3B55AA95-5170-4CAF-82A3-E99AD7459349},6,32,38,0.157894736842105,46,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,184104,3917,10386,23221,27616,25243,26741,26447,19602,12618,6703,1610,0 to 119,45,98098,85219,787,181640,2462,2,25134,103014,465,80880,2984,109219,74169,140,576,180930,106230,1205,1764,20,55782,51140,513,107435,1887,6105,17014,19755,16742,16533,14322,8427,5122,3253,59,0 to 107,40,52755,15084,18375,21221,28519,53245,25671,7743,122,5584,81,40,2238,109219,52048,56609,107433,1784,2,590056,0,700019,590056,109219,2238,44873,44614,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},624,5728,6352,0.0982367758186398,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,34480,949,2226,4318,4797,4730,5055,5008,3950,2292,1120,35,0 to 119,45,19286,14993,201,34228,252,0,4013,14213,188,18163,761,19997,14093,4,386,33839,19678,194,123,2,10887,8924,61,19872,375,1019,2690,3191,3056,3058,2834,2092,1131,548,3,0 to 104,43,9785,4020,2586,3481,4534,11023,4315,1651,17,1276,12,1,501,19997,8985,10951,19872,125,0,92603,0,112666,92603,19997,501,19949,19933,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},140,846,986,0.141987829614604,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,49660,1050,3842,6694,6402,6803,7476,6931,5647,3426,1359,30,0 to 119,45,27195,22212,253,49329,331,0,3318,25168,223,22601,1305,30215,18975,3,467,48859,28741,1209,260,4,15973,13828,149,29950,462,1721,4330,4381,4409,4687,4096,3262,2045,813,8,0 to 105,44,21371,1752,3526,3301,5816,19344,4790,2778,39,2012,28,6,576,30214,13936,16113,29950,264,0,159774,0,190092,159774,30214,576,23110,22568,{83116673-3FAD-423E-B67E-DFE7515F5E81},163,1445,1608,0.10136815920398,44,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,8335,265,695,1004,1227,1381,1334,1163,787,330,146,3,0 to 119,42,4792,3516,27,8306,28,1,1066,3722,46,4160,88,5161,3160,1,13,8293,4774,372,12,3,2680,2444,22,5146,136,411,688,760,899,868,715,412,198,73,1,0 to 99,41,1462,2524,868,292,835,3872,439,687,1,379,0,0,72,5161,2448,2691,5145,15,1,20453,0,25658,20453,5161,72,2747,2553,{77657EA6-12D6-4645-9915-E7357C9F40D6},17,96,113,0.150442477876106,41,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,42374,1232,2273,12245,6764,5365,4828,4615,3081,1292,632,47,0 to 119,32,23030,19148,196,41359,1014,1,6468,20570,201,19795,748,26990,15337,7,40,41314,25918,257,801,14,14424,11631,120,26175,584,1382,9668,4498,3332,2749,2432,1358,645,332,10,0 to 106,28,12108,8217,3098,2752,2335,19457,4383,1279,45,539,34,27,245,26990,11984,14876,26174,815,1,137036,0,164213,137036,26990,245,11890,11489,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},151,1195,1346,0.112184249628529,28,2.4286163266357628,0.1707040441862682
