OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2357,69,206,364,309,330,328,293,207,158,93,0,0 to 118,41,1294,1050,13,2353,4,0,195,1055,2,1429,32,1394,957,1,5,2347,1195,195,2,2,730,651,9,1390,29,106,219,213,206,200,164,106,93,58,0,0 to 106,40,1078,82,53,177,118,1080,192,118,0,65,0,0,33,1394,653,732,1390,4,0,6201,0,7613,6201,1394,33,1360,1343,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,4,53,57,0.0701754385964912,40
2,2,54,107,PUTNAM,Putnam,FL,9872,323,951,1342,1323,1268,1346,1423,1034,596,256,10,0 to 118,42,5595,4238,39,9845,27,0,1695,3710,133,6941,90,5820,4008,0,44,9801,3474,2327,12,7,3148,2636,17,5801,143,513,870,801,799,790,812,615,337,138,2,0 to 100,42,3875,1296,467,163,774,4759,268,695,2,499,2,1,123,5820,2647,3156,5801,19,0,24621,0,30454,24621,5820,123,2932,2876,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,9,199,208,0.0432692307692308,42
3,3,62,123,TAYLOR,Taylor,FL,4215,134,393,503,702,679,603,561,392,180,62,6,0 to 118,40,1886,2312,17,4204,11,0,134,1988,3,2728,45,2624,1582,0,9,4195,2370,248,6,0,1028,1586,4,2618,33,118,308,493,512,421,359,229,112,38,1,0 to 98,41,1578,796,119,125,147,2271,200,184,0,89,0,0,41,2624,1588,1032,2618,6,0,7781,0,10432,7781,2624,41,2527,2431,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,6,80,86,0.0697674418604651,41
4,4,46,091,OKALOOSA,Okaloosa,FL,30535,707,3413,4420,4681,4508,3806,3991,2493,1519,924,73,0 to 119,39,16634,13673,228,30222,312,1,1810,10720,137,13684,948,18662,11760,2,111,30112,17071,1399,175,17,9781,8546,143,18470,225,1173,2761,3388,2981,2534,2678,1587,855,446,34,0 to 103,40,10770,1458,2418,3824,1468,12639,4363,999,14,667,16,4,327,18662,8648,9868,18469,192,1,61526,0,80268,61526,18662,327,26885,26472,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,152,876,1028,0.147859922178988,40
5,5,7,013,CALHOUN,Calhoun,FL,2740,78,349,370,319,370,348,344,286,181,93,2,0 to 99,41,1426,1294,20,2737,3,0,172,591,4,1326,46,1607,1127,0,6,2731,1391,213,3,0,783,815,6,1604,27,111,202,220,224,222,217,188,121,74,1,0 to 99,45,1082,182,209,131,38,1335,231,126,2,56,2,0,40,1607,817,784,1604,3,0,5852,0,7470,5852,1607,40,2223,2166,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,3,85,88,0.0340909090909091,46
6,6,50,099,PALM BEACH,Palm Beach,FL,196645,4324,12024,25139,29514,27065,28524,27986,20471,13056,6930,1612,0 to 119,44,104686,91097,862,193951,2692,2,27863,105850,465,90039,3158,119373,76489,134,649,193175,115973,1393,1986,21,60963,55827,576,117366,2131,6986,18474,21482,18309,18044,15705,9205,5509,3467,61,0 to 107,40,58481,16741,20166,21978,31125,59122,27119,8283,134,5965,90,45,2443,119373,56853,61896,117364,2007,2,629935,0,750080,629935,119373,2443,49875,49616,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,509,8733,9242,0.055074659164683,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,37126,1060,2629,4747,5134,5054,5403,5342,4156,2411,1155,35,0 to 119,44,20701,16207,218,36853,273,0,4336,14557,188,20220,799,21949,14753,6,418,36431,21600,204,143,2,11930,9804,70,21804,405,1183,2962,3502,3347,3347,3108,2279,1232,580,4,0 to 104,43,10813,4440,2812,3739,4954,12202,4648,1870,20,1433,14,1,543,21949,9876,12003,21804,145,0,98535,0,120558,98535,21949,543,22128,22112,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,99,1422,1521,0.0650887573964497,43
8,8,51,101,PASCO,Pasco,FL,53418,1166,4370,7257,6883,7320,8027,7356,5969,3627,1412,31,0 to 119,44,29206,23958,254,53053,365,0,3408,26197,223,25253,1387,33037,19892,3,486,52564,31402,1336,292,5,17459,15125,154,32738,520,1953,4735,4784,4817,5134,4448,3551,2225,860,8,0 to 105,44,23588,1907,3793,3450,6305,21386,5047,3025,49,2171,36,6,641,33035,15246,17615,32738,297,0,171034,0,204176,171034,33035,641,24832,24293,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,145,2067,2212,0.0655515370705244,44
9,9,20,039,GADSDEN,Gadsden,FL,8638,287,756,1055,1263,1407,1374,1207,800,336,150,3,0 to 119,41,4969,3643,26,8608,29,1,1139,3735,46,4481,98,5406,3218,1,13,8595,4986,404,13,3,2830,2539,21,5390,146,446,729,798,920,902,759,425,203,77,1,0 to 99,41,1534,2659,908,289,877,4074,439,718,1,404,0,0,83,5406,2543,2842,5389,16,1,21262,0,26711,21262,5406,83,2887,2693,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,5,198,203,0.0246305418719212,41
10,10,37,073,LEON,Leon,FL,44792,1377,2556,13106,7115,5635,5067,4773,3151,1324,639,49,0 to 119,32,24423,20168,201,43746,1045,1,7026,20974,201,21752,804,28961,15776,7,48,43693,27841,277,827,16,15530,12464,124,28118,643,1574,10376,4811,3575,2972,2576,1417,670,337,10,0 to 106,28,13281,8773,3347,2717,2611,21135,4372,1382,47,589,36,30,276,28961,12825,16002,28117,843,1,142664,0,171804,142664,28961,276,12736,12335,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,68,1958,2026,0.033563672260612,28
11,11,33,065,JEFFERSON,Jefferson,FL,2423,95,228,249,290,312,339,418,292,157,41,2,0 to 101,46,1190,1228,5,2399,24,0,87,1074,41,1617,42,1400,1018,2,3,2395,1203,175,18,4,615,760,3,1378,26,93,140,197,182,226,263,156,90,27,0,0 to 99,47,662,598,83,35,51,1244,83,117,3,68,0,0,24,1400,772,624,1378,22,0,5551,0,6970,5551,1400,24,1294,1257,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,4,61,65,0.0615384615384615,48
12,12,40,079,MADISON,Madison,FL,3736,190,527,520,446,455,499,441,366,197,86,9,0 to 101,38,2119,1603,14,3693,43,0,217,1287,53,2689,126,1980,1741,0,15,3678,1397,557,24,2,1109,841,4,1954,66,166,270,278,251,322,265,201,103,57,1,0 to 101,43,829,967,90,68,100,1676,178,262,3,86,2,2,42,1980,849,1123,1954,26,0,7076,0,9066,7076,1980,42,2946,2850,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,2,85,87,0.0229885057471264,44
13,13,39,077,LIBERTY,Liberty,FL,3337,72,231,386,775,680,524,406,166,71,17,9,0 to 105,37,826,2500,11,3336,1,0,103,1931,1,742,14,1039,2295,0,3,3333,878,160,1,0,407,623,8,1038,24,76,169,170,158,167,159,66,42,8,0,0 to 89,39,770,171,53,44,41,845,152,56,0,22,0,0,15,1039,623,408,1038,1,0,4021,0,5061,4021,1039,15,1358,1334,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,2,52,54,0.037037037037037,40
14,14,24,047,HAMILTON,Hamilton,FL,3508,111,265,376,708,609,528,412,294,136,63,6,0 to 118,39,1216,2270,22,3487,21,0,94,2023,9,1747,49,1564,1942,0,2,3486,1227,320,8,9,665,873,9,1547,58,138,203,257,235,238,209,134,67,23,2,0 to 93,41,759,641,92,55,159,1203,185,199,2,77,0,0,21,1564,882,673,1547,17,0,6238,0,7807,6238,1564,21,1078,1076,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,5,58,63,0.0793650793650794,41
