OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2461,77,215,376,328,339,346,310,217,161,92,0,0 to 118,41,1353,1097,11,2457,4,0,218,1064,2,1525,33,1464,991,1,5,2451,1255,205,2,2,771,682,7,1460,31,112,226,228,214,211,175,114,95,58,0,0 to 106,40,1143,85,54,178,122,1141,197,118,0,66,0,0,37,1464,684,773,1460,4,0,6397,0,7879,6397,1464,37,1421,1404,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,30,33,0.0909090909090909,40
2,2,54,107,PUTNAM,Putnam,FL,10012,330,964,1364,1342,1278,1364,1451,1050,604,256,9,0 to 118,42,5672,4303,37,9985,27,0,1744,3722,133,7118,90,5963,4007,0,42,9943,3589,2355,12,7,3229,2699,16,5944,148,524,893,821,813,806,841,632,344,139,2,0 to 100,42,3976,1332,474,162,791,4887,266,717,2,516,2,1,133,5963,2710,3237,5944,19,0,25465,0,31440,25465,5963,133,2939,2885,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,6,80,86,0.0697674418604651,42
3,3,62,123,TAYLOR,Taylor,FL,4308,145,406,514,706,692,617,575,399,184,64,6,0 to 118,40,1935,2358,15,4298,10,0,151,2000,3,2831,47,2688,1612,0,8,4290,2415,267,6,0,1063,1616,3,2682,35,119,318,498,524,433,370,234,116,40,1,0 to 98,41,1633,808,119,122,148,2330,204,189,0,94,0,0,43,2688,1618,1067,2682,6,0,8015,0,10730,8015,2688,43,2564,2470,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,1,37,38,0.0263157894736842,41
4,4,46,091,OKALOOSA,Okaloosa,FL,31982,777,3715,4657,4889,4691,3948,4174,2567,1558,935,71,0 to 119,38,17405,14347,230,31653,328,1,1864,11030,137,14492,994,19588,12280,2,112,31542,17972,1408,192,16,10251,8983,146,19380,251,1249,2915,3554,3128,2638,2821,1655,888,457,32,0 to 103,40,12410,1687,2128,3155,1639,13848,3893,1039,14,687,16,4,343,19588,9092,10348,19379,208,1,64890,0,84557,64890,19588,343,28264,27851,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,14,406,420,0.0333333333333333,40
5,5,7,013,CALHOUN,Calhoun,FL,2810,82,363,385,323,379,356,349,292,186,93,2,0 to 99,41,1466,1324,20,2807,3,0,187,589,4,1364,46,1647,1156,0,7,2800,1425,219,3,0,804,834,6,1644,27,113,207,224,230,230,223,194,124,74,1,0 to 99,45,1120,184,211,129,38,1378,228,131,2,57,2,0,42,1647,836,805,1644,3,0,5987,0,7645,5987,1647,42,2249,2192,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,11,11,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,207129,4684,13358,26881,31141,28577,30051,29362,21046,13358,7059,1612,0 to 119,44,110008,96140,981,204224,2903,2,29928,108245,465,97679,3324,127830,78467,133,699,203401,124115,1508,2187,20,65179,59750,694,125623,2309,7707,19807,22978,19629,19368,16920,9701,5772,3580,59,0 to 107,40,63305,17874,21813,22631,33099,63878,28646,8698,145,6278,105,49,2596,127830,60893,66195,125621,2207,2,666275,0,794871,666275,127830,2596,54306,54047,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,327,5883,6210,0.0526570048309179,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,39332,1144,2953,5132,5455,5322,5697,5608,4299,2501,1185,36,0 to 119,44,21872,17225,235,39030,302,0,4696,14641,188,22108,842,23415,15472,7,438,38587,23042,205,166,2,12709,10452,86,23247,418,1288,3208,3763,3558,3583,3311,2382,1299,601,4,0 to 104,43,11641,4759,3005,3842,5299,13182,4766,2137,22,1577,14,1,569,23415,10535,12794,23247,168,0,104172,0,127662,104172,23415,569,24181,24165,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,47,857,904,0.0519911504424779,43
8,8,51,101,PASCO,Pasco,FL,56310,1240,4763,7703,7310,7754,8462,7693,6158,3752,1442,33,0 to 119,44,30823,25372,115,55927,383,0,3447,27092,223,27331,1484,35250,20608,3,449,55475,33508,1428,307,5,18679,16206,51,34936,559,2175,5053,5139,5158,5484,4745,3711,2332,884,8,0 to 105,43,25653,2071,4067,3145,6810,23250,4876,3242,57,2317,43,7,680,35248,16331,18844,34936,312,0,181048,0,216404,181048,35248,680,26169,25631,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,110,1399,1509,0.0728959575878065,44
9,9,20,039,GADSDEN,Gadsden,FL,8799,295,785,1081,1287,1425,1396,1225,811,339,152,3,0 to 119,41,5070,3707,22,8769,29,1,1165,3751,46,4695,99,5524,3261,1,13,8756,5083,425,13,3,2896,2595,17,5508,149,460,749,815,937,923,775,430,206,79,1,0 to 99,41,1581,2719,927,281,902,4175,431,730,1,419,0,0,92,5524,2599,2908,5507,16,1,21840,0,27407,21840,5524,92,2980,2786,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,5,112,117,0.0427350427350427,41
10,10,37,073,LEON,Leon,FL,46143,1515,2701,13583,7309,5759,5190,4880,3183,1335,640,48,0 to 119,31,25140,20792,211,45068,1074,1,7279,21144,201,22859,832,29966,16124,7,46,45017,28810,285,853,18,16065,12898,132,29095,684,1645,10755,4974,3677,3079,2673,1447,682,340,10,0 to 106,28,13944,9023,3455,2673,2742,22030,4323,1467,47,636,35,31,298,29966,13274,16549,29094,871,1,146861,0,176997,146861,29966,298,13405,13004,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,41,1507,1548,0.0264857881136951,28
