OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,942,21,21,63,113,139,152,181,156,75,20,1,0 to 101,52,441,496,5,934,8,0,27,722,41,240,15,363,578,0,1,933,309,49,5,0,97,261,0,358,4,5,33,66,61,71,65,39,12,7,0,0 to 95,47,101,116,16,125,16,199,143,32,2,23,0,0,5,363,265,98,358,5,0,2250,4,2627,2254,363,5,229,191,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,1747,88,111,201,216,232,251,237,225,121,59,6,0 to 99,46,1075,668,4,1717,30,0,88,1020,53,787,50,655,1089,0,3,1714,415,229,10,1,382,262,0,644,34,56,93,93,94,109,82,55,18,21,0,0 to 98,39,163,434,30,17,38,549,57,113,0,30,0,1,8,655,265,390,644,11,0,4284,19,4967,4303,655,8,786,686,39,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2400,8,16,212,713,583,426,292,103,32,7,8,0 to 105,38,261,2132,7,2400,0,0,9,2025,1,200,6,412,1988,0,0,2400,408,4,0,0,63,348,1,412,3,6,60,100,83,85,59,13,2,1,0,0 to 85,39,242,136,12,22,16,248,148,16,0,6,0,0,2,412,348,63,412,0,0,2653,0,3065,2653,412,2,275,250,39,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2261,34,55,217,583,446,353,261,186,78,45,3,0 to 118,40,605,1638,18,2253,8,0,65,1909,9,574,12,586,1674,0,1,2252,503,78,4,1,217,364,0,581,23,38,88,134,97,91,67,32,12,4,0,0 to 90,36,251,281,39,10,90,336,155,81,1,21,0,0,3,586,367,219,581,5,0,3350,3,3941,3353,586,3,48,46,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,6725,83,107,758,1107,1060,1128,1075,722,409,223,53,0 to 119,47,3514,3147,64,6643,82,0,693,4974,28,2438,132,3701,3009,0,15,6628,3503,136,60,2,1780,1844,15,3639,47,74,570,753,663,628,482,297,139,48,0,0 to 104,41,2134,392,230,883,328,2239,1072,378,13,150,5,4,22,3701,1879,1806,3639,62,0,19994,38,23776,20032,3701,22,305,298,41,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5703,127,167,452,843,904,866,1004,740,368,222,10,0 to 119,49,2474,3149,80,5680,23,0,571,3095,63,2526,24,2598,3101,0,4,5676,2363,225,8,2,669,1907,12,2588,50,76,243,494,521,457,385,226,106,39,1,0 to 102,43,930,433,101,1124,108,1141,1339,35,1,107,2,0,11,2598,1914,672,2588,10,0,10149,13,12814,10162,2598,11,48,47,43,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1334,41,36,175,204,214,211,205,128,84,34,2,0 to 99,44,740,571,23,1275,59,0,135,898,16,426,11,403,913,0,18,1257,313,90,0,0,196,206,1,403,4,14,65,64,80,63,59,26,22,6,0,1 to 97,40,261,70,40,32,13,341,49,50,0,26,0,0,4,403,206,196,403,0,0,3945,59,4409,4004,403,4,518,517,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1279,22,39,127,191,184,216,201,185,83,30,1,0 to 119,49,633,631,15,1261,18,0,39,832,5,383,44,455,822,0,2,1259,385,61,6,3,155,289,2,446,8,12,60,98,86,81,49,38,16,7,0,0 to 96,39,285,80,31,50,22,338,86,26,0,11,0,0,2,455,292,161,446,9,0,3636,9,4107,3645,455,2,479,473,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9947,205,329,934,1158,1245,1310,1632,1536,1095,480,23,0 to 100,53,4980,4558,409,9843,104,0,817,6869,82,3153,106,3644,6254,1,48,9795,3600,20,24,0,1735,1862,23,3620,104,199,581,629,604,556,398,242,193,135,3,0 to 100,39,1583,207,998,832,1745,1256,619,562,4,319,3,1,77,3644,1876,1745,3620,24,0,20877,77,24634,20954,3644,77,1892,1881,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,80206,1862,2812,9177,13687,12091,12333,12065,8773,4684,2189,533,0 to 119,45,44729,34989,488,79738,468,0,3441,68762,458,9175,456,30450,49553,23,180,79535,29788,534,123,5,16045,14055,222,30322,650,1370,5195,6530,4904,4564,3420,1821,1017,558,421,0 to 104,37,9967,3852,3848,12655,7139,8647,14536,2384,16,1290,12,5,348,30450,14111,16117,30322,128,0,197505,349,228763,197854,30450,348,5703,5356,37,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,22981,443,837,2165,2786,2791,3104,3823,3762,2299,858,113,0 to 119,52,12730,9858,393,22654,327,0,1886,18896,177,4434,73,8825,14146,3,7,22644,8660,73,92,0,4526,4046,161,8733,203,556,1415,1567,1420,1294,1083,654,416,207,10,0 to 101,39,3648,778,1010,3297,2030,2683,4020,420,7,553,6,2,187,8825,4088,4573,8733,92,0,72136,267,81286,72403,8825,187,620,521,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,10951,164,330,1104,1369,1580,1818,1823,1513,872,356,22,0 to 101,50,6240,4597,114,10924,27,0,649,8579,130,1982,116,2935,8003,1,12,10911,2804,122,9,0,1611,1306,9,2926,26,96,471,448,461,497,406,274,166,89,1,0 to 100,44,1442,500,234,750,280,1823,823,431,0,196,0,0,48,2935,1310,1616,2926,9,0,29737,18,32705,29755,2935,48,1807,1774,44,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1879,65,172,311,348,239,247,217,167,81,32,0,0 to 95,36,1010,844,25,1870,9,0,70,706,2,1088,21,857,1021,1,0,1869,586,264,6,1,434,411,5,850,25,83,167,175,119,117,80,58,25,8,0,0 to 93,33,632,81,107,30,579,242,29,130,3,73,3,1,7,857,416,436,850,7,0,3584,2,4448,3586,857,7,1496,1395,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,22752,299,538,1892,3087,3051,3300,3653,3642,2347,914,29,0 to 168,52,14057,8632,63,22716,36,0,5496,12818,177,7207,242,5286,17076,1,389,22328,5126,147,12,1,3359,1894,20,5273,67,148,661,1087,1065,837,674,401,246,98,2,0 to 104,40,3103,990,407,773,656,3418,1199,672,4,412,0,0,64,5286,1895,3371,5273,13,0,40578,23,45958,40601,5286,64,1621,1456,40,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,26960,294,577,2141,3241,3132,3907,5151,4556,2488,1194,279,0 to 119,55,15057,11335,568,26822,138,0,1461,22555,230,4716,281,7194,19728,0,38,26785,6403,736,49,6,3792,3321,26,7139,99,253,1119,1308,1016,1067,1008,684,397,238,5,0 to 103,42,3177,933,1414,1615,1161,3877,2101,876,7,528,5,0,116,7194,3349,3819,7139,55,0,61573,84,68933,61657,7194,116,2783,2161,42,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1076,25,52,102,132,176,131,172,154,88,43,1,0 to 118,49,638,428,10,1076,0,0,50,729,6,306,7,277,799,0,0,1076,239,38,0,0,163,113,1,277,0,18,33,46,41,32,42,35,24,6,0,6 to 91,45,222,26,4,25,4,244,29,39,0,28,0,0,4,277,113,163,277,0,0,2199,0,2478,2199,277,4,460,405,45,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19769,322,445,1528,2199,2200,2598,3094,3226,2215,740,1202,0 to 103,54,10499,8353,917,19615,154,0,357,17927,222,1207,116,4708,15006,0,55,19562,4610,66,32,0,2423,2176,77,4676,83,175,742,859,751,727,628,412,242,87,2,0 to 103,41,1321,533,793,2029,586,1683,2407,377,13,234,5,1,51,4708,2193,2437,4676,32,0,55978,125,60889,56103,4708,51,1571,1280,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2354,51,77,271,307,262,341,417,324,217,84,3,0 to 118,50,1344,993,17,2350,4,0,144,1548,16,792,16,618,1735,0,1,2349,570,45,0,3,302,311,2,615,12,31,116,102,81,100,80,56,29,9,2,0 to 99,40,288,101,143,83,173,340,102,56,0,33,0,0,3,618,313,303,615,3,0,5290,1,5918,5291,618,3,835,785,40,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4847,31,66,176,247,269,396,656,1675,1078,168,85,0 to 119,68,2443,2252,152,4767,80,0,313,3849,164,950,111,1142,3683,0,22,4745,1027,107,7,1,525,605,4,1134,4,32,88,74,115,139,161,300,185,44,0,1 to 99,62,650,170,63,251,62,789,283,260,1,159,0,0,35,1142,608,530,1134,8,0,15532,73,16760,15605,1142,35,578,566,62,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,22952,349,608,2566,3326,3175,3528,3520,2886,1416,729,849,0 to 119,48,12860,9876,216,22892,60,0,943,19512,246,2419,142,6687,16209,1,55,22839,6593,67,27,0,3554,3024,82,6660,116,205,1339,1358,998,988,733,459,261,228,2,0 to 104,38,2579,708,811,2562,897,2122,3641,651,5,412,1,0,88,6687,3036,3566,6660,27,0,57670,35,64458,57705,6687,88,2315,2073,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,89818,1588,2249,9983,15601,14110,14025,13045,8789,4206,1644,4578,0 to 120,44,48258,40853,707,88474,1343,1,2503,82274,585,7921,505,29927,59478,0,413,88063,29395,149,378,5,14847,14324,373,29544,456,806,5566,7297,5327,4464,3195,1591,831,361,33,0 to 106,36,6735,3918,4834,14057,4656,6349,18539,1604,52,856,41,5,239,29927,14525,15020,29543,383,1,227769,984,258957,228753,29927,239,3181,2953,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5561,56,132,442,587,543,709,1020,1100,728,235,9,0 to 222,58,3107,2302,152,5552,9,0,293,3909,119,1250,41,1299,4232,1,29,5523,761,536,2,0,665,631,1,1297,12,37,191,163,145,200,250,155,99,47,0,0 to 100,50,997,91,87,122,69,1058,170,91,0,121,0,0,30,1299,632,666,1297,2,0,15882,7,17202,15889,1299,30,2056,1603,50,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5680,101,133,562,770,706,826,949,748,548,332,5,0 to 102,52,3375,2291,14,5652,28,0,523,3965,66,1952,59,1766,3911,1,2,5649,1480,272,12,2,956,794,2,1752,24,60,256,289,241,265,239,188,129,74,1,0 to 100,45,1171,180,200,201,286,1119,347,344,2,224,2,1,33,1766,798,966,1752,14,0,15939,14,17734,15953,1766,33,2108,2057,45,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,51948,559,976,4422,7277,6343,7577,9356,7920,4788,2642,88,0 to 120,53,29512,22357,79,51562,386,0,4492,40553,411,15087,529,16886,35038,1,23,51539,16580,190,109,7,8992,7771,7,16770,232,579,2481,3376,2335,2457,2355,1459,941,662,9,0 to 104,42,8294,2875,1305,4296,1717,9814,5239,2136,30,1548,21,2,442,16886,7833,9044,16770,116,0,147289,273,164584,147562,16886,442,1215,1123,42,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,3102,95,146,338,404,406,387,454,371,271,219,11,0 to 118,49,1867,1169,66,3085,17,0,111,2053,110,1132,28,1190,1912,0,0,3085,1026,147,14,3,637,528,8,1173,40,92,188,161,187,165,137,103,76,40,1,0 to 102,40,634,159,230,150,340,623,210,189,2,96,0,0,36,1190,534,648,1173,17,0,5807,0,7009,5807,1190,36,338,334,40,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,68165,1112,1988,7696,12289,10269,10361,10914,7640,3825,1937,134,-6 to 119,45,37088,30298,779,67404,761,0,1959,59773,454,5888,270,21830,46172,13,150,67246,20032,1569,208,21,11304,10158,139,21601,301,885,3572,5092,3631,3203,2547,1481,712,398,8,0 to 103,37,5241,7013,2155,7192,1744,10486,9371,1169,28,626,15,6,160,21830,10282,11407,21601,229,0,177106,549,199709,177655,21830,160,5067,4953,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,441,10,5,50,58,45,47,58,63,58,46,1,0 to 119,56,281,155,5,441,0,0,15,345,0,56,1,113,328,0,0,441,104,9,0,0,66,47,0,113,5,5,10,22,7,18,22,17,3,4,0,1 to 98,48,60,26,17,10,15,85,13,22,0,7,0,0,1,113,47,66,113,0,0,769,0,885,769,113,1,63,63,48,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1091,26,61,99,123,117,186,211,163,80,25,0,0 to 94,51,598,490,3,1029,62,0,82,603,1,329,22,390,701,0,0,1029,378,3,9,0,199,182,0,381,8,24,45,50,53,73,75,44,12,6,0,1 to 92,47,210,130,8,33,18,318,45,72,2,24,2,0,2,390,189,201,381,9,0,3089,55,3539,3144,390,2,472,468,47,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1381,17,36,100,102,135,163,440,295,77,16,0,0 to 118,58,418,957,6,1381,0,0,67,1136,4,261,5,225,1155,0,1,1380,149,76,0,0,92,133,0,225,6,11,41,32,24,20,56,28,5,2,0,0 to 91,43,159,54,10,2,10,206,9,31,0,23,0,0,4,225,133,92,225,0,0,3523,0,3751,3523,225,4,304,302,43,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1788,32,47,171,226,221,272,343,206,160,104,6,0 to 118,52,1071,696,21,1786,2,0,132,1382,34,423,2,340,1447,0,1,1785,243,97,0,0,164,176,0,340,6,13,47,39,58,58,56,24,26,13,0,0 to 107,46,200,83,16,41,10,279,51,36,0,26,0,0,4,340,176,164,340,0,0,3828,2,4173,3830,340,4,527,495,46,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1968,29,72,187,272,298,336,350,253,128,42,1,0 to 102,49,977,983,8,1960,8,0,61,1260,13,682,34,612,1352,0,4,1956,563,43,5,1,207,399,0,606,5,21,82,122,116,110,100,34,18,4,0,1 to 86,41,383,151,37,35,38,507,61,65,0,29,1,0,4,612,401,211,606,6,0,6787,2,7437,6789,612,4,565,490,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24501,301,480,1998,2749,2819,3455,5095,4368,2350,740,146,0 to 119,55,13748,10640,113,24474,27,0,1312,21232,107,4473,155,5619,18872,0,10,24464,5489,109,18,3,2975,2600,23,5598,55,144,1015,994,820,825,783,477,289,217,0,0 to 105,41,2920,601,469,1608,730,3064,1804,810,6,404,3,0,117,5619,2610,2986,5598,21,0,74456,15,80148,74471,5619,117,1399,1341,41,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,30566,720,1170,3205,4648,4480,4447,4417,3800,2331,1014,334,0 to 119,47,16983,13266,317,30445,121,0,1772,24428,231,5767,232,13137,17384,1,44,30400,11729,1365,32,11,6896,6034,164,13094,260,649,1960,2502,2292,1939,1553,1019,616,343,4,0 to 103,39,6054,2243,1197,3600,3227,5118,4749,1637,11,1133,10,1,271,13137,6052,6921,13094,43,0,77491,79,90788,77570,13137,271,4395,3826,39,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,21666,296,774,2225,3547,3500,3655,3179,2269,1134,412,675,0 to 155,45,11790,9680,196,21555,111,0,2089,16663,390,3423,236,8894,12682,2,88,21466,8753,58,81,2,4547,4142,122,8811,123,377,1313,1849,1661,1553,974,606,319,111,8,0 to 104,39,2537,438,2375,3461,3343,1358,4110,688,10,360,8,2,81,8894,4195,4574,8811,83,0,50914,28,59961,50942,8894,81,2931,2420,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,5003,93,124,321,588,511,606,770,833,726,411,20,0 to 119,58,2935,2029,39,4937,66,0,162,4015,47,1058,42,1277,3718,0,8,4929,1157,117,3,0,673,593,8,1274,24,46,144,204,176,189,200,129,110,55,0,0 to 98,48,716,205,183,170,349,698,227,269,2,145,1,0,29,1277,596,673,1274,3,0,13905,63,15258,13968,1277,29,1233,1119,48,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,39477,562,914,3982,5507,5391,5771,6156,5752,3669,1703,70,0 to 119,51,22043,17047,387,38326,1150,1,1545,33097,613,9000,240,15799,23652,2,24,38301,14876,642,275,6,8081,7211,226,15518,285,559,2471,2923,2555,2499,1985,1261,740,506,15,0 to 101,41,6337,1471,665,7045,3469,4707,7342,1806,20,996,17,8,300,15799,7355,8208,15517,281,1,93118,928,109898,94046,15799,300,3742,2139,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,23591,596,999,2708,3021,3214,3284,3335,3214,2365,818,37,0 to 105,49,12444,10830,317,23147,444,0,1380,16979,356,6184,218,9811,13576,3,201,22943,9255,391,149,16,4868,4654,124,9646,262,513,1674,1617,1665,1549,1188,688,444,211,0,0 to 104,39,4677,583,917,3469,3921,2283,3442,1084,22,675,12,6,124,9811,4714,4910,9646,165,0,49759,288,59922,50047,9811,124,5816,4836,39,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,258304,3362,6092,25669,44297,42168,46739,40985,25894,14461,7883,754,0 to 225,46,133707,122819,1778,256430,1873,1,9285,223080,2785,28906,1146,123644,134357,90,213,256129,121273,1459,903,9,62047,59894,791,122732,1762,3853,15721,23425,20848,22298,17297,9701,5489,3081,169,0 to 108,43,43416,10973,10682,57661,48643,14416,59673,11041,64,5649,36,16,1694,123644,60341,62446,122731,912,1,519598,995,645835,520593,123644,1694,10306,9568,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5481,101,142,450,794,800,943,1054,737,347,111,2,0 to 101,50,2813,2633,35,5386,95,0,1500,2586,83,1561,147,1379,4049,0,53,5335,1326,27,21,5,638,710,5,1353,30,52,166,268,241,252,180,116,59,15,0,0 to 100,42,755,68,60,470,414,451,488,198,5,88,4,0,11,1379,726,648,1353,26,0,11180,67,12636,11247,1379,11,2452,2175,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,10534,298,420,1233,1541,1554,1650,1635,1258,654,280,11,0 to 119,46,5387,5103,44,10449,85,0,479,7388,99,2567,172,3484,7034,0,16,10433,3377,83,24,0,1425,2020,15,3460,50,103,655,635,573,575,472,235,124,61,1,0 to 101,39,1972,431,184,873,131,2342,987,128,0,162,1,0,24,3484,2030,1439,3460,24,0,23009,61,26586,23070,3484,24,3217,2674,39,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2891,65,93,403,385,420,419,456,318,191,138,3,0 to 101,46,1504,1351,36,2729,162,0,144,2327,15,1213,138,1256,1633,0,2,2727,1118,27,108,3,541,603,1,1145,17,49,292,203,208,169,178,75,53,12,0,0 to 101,38,911,75,47,112,237,798,110,153,17,58,3,0,13,1256,655,600,1145,111,0,7663,54,9014,7717,1256,13,601,546,38,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4502,54,104,415,792,763,788,672,427,289,192,6,0 to 105,46,1892,2537,73,4473,29,0,39,2919,19,1469,44,1618,2878,1,5,4467,1551,53,13,1,496,1098,10,1604,14,46,160,328,299,308,226,120,64,53,0,0 to 100,43,758,345,59,442,66,715,823,145,2,95,0,0,33,1618,1105,502,1604,14,0,8652,18,10297,8670,1618,33,1082,883,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1519,33,52,139,192,202,247,297,176,122,59,0,0 to 119,51,830,623,66,1508,11,0,49,1034,9,532,15,597,904,0,18,1490,508,82,7,0,260,285,45,590,10,28,71,97,81,99,104,58,38,11,0,0 to 99,46,248,80,18,244,7,306,277,39,2,37,1,0,14,597,287,265,590,7,0,4083,5,4693,4088,597,14,456,398,46,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4516,68,107,478,505,555,650,813,714,431,191,4,0 to 103,53,2455,1922,139,4357,159,0,213,3418,28,734,121,1121,3364,0,31,4327,1029,31,59,2,533,527,0,1060,17,31,228,157,172,178,162,110,44,22,0,0 to 95,43,685,116,53,206,53,775,232,151,4,67,1,0,11,1121,552,569,1060,61,0,13002,97,14237,13099,1121,11,1193,1187,43,3.7594213077324343,0.1544196859093086
