OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,2145,61,173,328,288,293,294,272,196,150,90,0,0 to 118,42,1178,955,12,2142,3,0,155,989,2,1281,31,1216,923,1,5,2136,1047,166,1,2,627,578,8,1213,26,86,192,193,175,165,144,95,85,55,0,0 to 106,40,956,81,50,126,115,957,141,114,0,63,0,0,28,1216,580,628,1213,3,0,5799,0,7031,5799,1216,28,1257,1240,{CB6285A2-DA2E-4583-AAD5-1221776836AE},7,104,111,0.0630630630630631,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,9459,313,908,1284,1282,1207,1288,1352,996,568,251,10,0 to 118,42,5381,4032,46,9436,23,0,1562,3714,133,6221,86,5428,3985,0,46,9390,3212,2201,9,6,2946,2447,20,5413,135,480,823,758,742,733,745,577,305,128,2,0 to 100,42,3602,1215,426,170,729,4411,273,622,2,447,2,1,101,5428,2457,2951,5413,15,0,23501,0,28941,23501,5428,101,2875,2816,{CE511C5D-2638-44A3-B2F8-B13847543637},32,445,477,0.0670859538784067,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3995,110,333,475,685,655,580,534,382,174,61,6,0 to 118,40,1771,2204,20,3984,11,0,119,1957,3,2511,43,2484,1502,0,9,3975,2266,212,6,0,954,1519,5,2478,28,104,290,480,488,399,330,221,107,36,1,0 to 98,41,1481,749,114,134,145,2119,214,180,0,86,0,0,34,2484,1522,957,2478,6,0,7257,0,9766,7257,2484,34,2464,2368,{541BD5A3-4453-499A-9896-F0EDC5353D0B},26,197,223,0.116591928251121,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,27382,613,2701,3924,4288,4045,3456,3649,2299,1437,899,71,0 to 119,39,15044,12171,167,27075,306,1,1667,10283,137,11808,871,16639,10640,1,102,26975,15063,1394,165,17,8740,7615,102,16457,203,975,2463,3053,2635,2260,2395,1423,779,421,32,0 to 103,40,9392,1297,2209,3559,1288,11253,3916,906,13,603,16,3,285,16639,7711,8823,16456,182,1,56671,0,73386,56671,16639,285,22992,22578,{EB5D2450-A892-40FD-9BA4-9821A7438525},123,844,967,0.127197518097208,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2561,72,289,334,308,355,330,328,276,178,90,1,0 to 99,42,1337,1205,19,2559,2,0,152,587,4,1250,45,1529,1026,0,6,2553,1324,203,2,0,743,778,6,1527,24,98,188,213,214,211,209,181,120,71,0,0 to 99,46,1021,169,206,131,37,1261,229,121,1,54,1,0,36,1529,779,744,1527,2,0,5585,0,7124,5585,1529,36,2092,2034,{3B55AA95-5170-4CAF-82A3-E99AD7459349},4,129,133,0.0300751879699248,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,181035,3821,10033,22719,27161,24839,26314,26061,19350,12499,6627,1611,0 to 119,45,96515,83746,774,178577,2456,2,24465,102386,465,78497,2932,106691,73670,139,535,177909,103771,1142,1756,22,54463,49944,506,104913,1836,5896,16667,19327,16395,16160,13966,8200,5001,3184,59,0 to 107,40,51295,14648,17938,21032,27837,51718,25358,7633,120,5499,80,36,2166,106691,50844,55292,104911,1778,2,581747,0,689187,581747,106691,2166,43565,43306,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},1124,15413,16537,0.067968797242547,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,33795,926,2146,4206,4703,4648,4961,4920,3885,2258,1108,34,0 to 119,45,18932,14674,189,33539,256,0,3952,14071,188,17677,756,19429,13981,4,381,33155,19108,193,126,2,10581,8673,47,19301,368,976,2613,3109,2975,2960,2755,2031,1102,537,3,0 to 104,43,9507,3894,2528,3372,4425,10699,4177,1622,17,1255,12,1,483,19429,8735,10646,19301,128,0,91368,0,110864,91368,19429,483,19371,19355,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},162,1779,1941,0.0834621329211747,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,48686,1029,3731,6543,6275,6686,7336,6801,5534,3380,1342,29,0 to 119,45,26667,21766,253,48358,328,0,3278,24878,223,21920,1266,29433,18793,4,456,47898,27992,1179,257,4,15561,13460,150,29171,451,1658,4214,4276,4309,4573,3982,3165,2000,796,8,0 to 105,44,20761,1716,3439,3255,5668,18798,4705,2698,35,1945,26,6,539,29432,13566,15701,29171,261,0,157041,0,186576,157041,29432,539,22821,22279,{83116673-3FAD-423E-B67E-DFE7515F5E81},254,3422,3676,0.0690968443960827,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,8245,262,684,995,1222,1365,1316,1149,777,326,146,3,0 to 119,41,4739,3479,27,8216,28,1,1055,3708,46,4073,85,5077,3154,1,13,8203,4693,369,12,3,2632,2408,22,5062,133,402,679,757,884,853,698,403,194,73,1,0 to 99,41,1439,2478,853,292,824,3794,444,666,1,365,0,0,69,5077,2412,2643,5061,15,1,20306,0,25427,20306,5077,69,2721,2527,{77657EA6-12D6-4645-9915-E7357C9F40D6},32,432,464,0.0689655172413793,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,41683,1211,2188,12026,6635,5285,4766,4561,3058,1279,627,47,0 to 119,32,22627,18855,201,40667,1015,1,6319,20470,201,19126,738,26395,15239,7,42,40620,25323,257,802,13,14076,11382,122,25580,569,1323,9475,4381,3267,2691,2380,1339,633,327,10,0 to 106,28,11765,8015,3024,2776,2278,18908,4394,1239,44,522,33,26,230,26395,11732,14531,25579,815,1,135845,0,162428,135845,26395,230,11644,11240,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},215,4525,4740,0.0453586497890295,25,2.4286163266357628,0.1707040441862682
