OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,MedianAge,SHAPE_Length,SHAPE_Area
11,11,33,065,JEFFERSON,Jefferson,FL,759,19,17,51,75,107,113,146,138,71,21,1,0 to 101,54,424,331,4,751,8,0,27,560,41,218,16,192,567,0,0,751,138,49,5,0,86,101,0,187,4,3,24,28,31,33,31,21,9,8,0,0 to 95,47,83,90,12,2,13,166,8,30,2,21,0,0,5,192,105,87,187,5,0,1973,4,2171,1977,192,5,187,149,47,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,1660,79,92,189,207,224,242,229,215,119,58,6,0 to 99,46,1028,627,5,1631,29,0,81,1015,53,729,45,583,1071,0,6,1625,359,214,9,1,340,233,0,573,29,42,84,84,87,100,77,44,16,20,0,0 to 98,40,148,386,28,11,34,484,55,104,0,26,0,1,7,583,236,347,573,10,0,4121,19,4732,4140,583,7,710,610,40,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2382,6,14,208,712,579,425,289,102,32,7,8,0 to 105,38,253,2122,7,2382,0,0,9,2022,1,188,6,356,2026,0,0,2382,352,4,0,0,57,298,1,356,2,5,56,80,66,77,55,12,2,1,0,0 to 85,40,213,109,11,23,16,232,108,14,0,6,0,0,2,356,298,57,356,0,0,2654,0,3010,2654,356,2,257,232,40,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2243,33,53,214,580,443,350,261,183,78,45,3,0 to 118,40,595,1630,18,2235,8,0,64,1907,9,557,12,567,1675,0,1,2234,495,67,4,1,206,356,0,562,22,36,85,131,94,88,66,29,12,4,0,0 to 90,36,241,276,37,8,90,318,154,79,1,20,0,0,3,567,359,208,562,5,0,3266,3,3839,3269,567,3,48,46,36,2.301523665227496,0.12636783551306294
15,15,3,005,BAY,Bay,FL,6369,79,98,709,1046,1002,1061,1019,692,388,222,53,0 to 119,47,3315,2995,59,6288,81,0,565,4927,28,2002,126,3357,3001,0,11,6277,3159,136,60,2,1588,1696,11,3295,44,66,524,697,605,564,426,267,118,46,0,0 to 104,40,1917,354,170,854,310,1963,1022,305,13,120,5,4,21,3357,1731,1614,3295,62,0,18894,27,22308,18921,3357,21,224,217,40,5.422685209627352,0.1810274207185009
16,16,12,023,COLUMBIA,Columbia,FL,5561,123,158,443,832,884,846,986,711,351,217,10,0 to 119,49,2398,3085,78,5540,21,0,510,3243,63,2234,22,2437,3120,0,4,5536,2215,214,6,2,587,1836,6,2429,46,67,234,480,502,436,363,189,87,32,1,0 to 99,42,816,390,99,1124,104,1006,1319,21,0,94,0,0,10,2437,1843,588,2429,8,0,9764,13,12267,9777,2437,10,52,50,42,2.6336786210355756,0.19383765365800731
17,17,2,003,BAKER,Baker,FL,1251,39,31,162,195,193,198,193,124,81,33,2,0 to 99,45,693,535,23,1191,60,0,120,880,16,375,8,343,891,0,17,1174,257,85,0,1,166,174,2,342,4,12,56,57,64,54,49,22,20,5,0,1 to 97,40,231,61,32,18,13,298,31,47,0,25,0,0,4,343,174,167,342,1,0,3724,59,4127,3783,343,4,418,417,40,1.7712451943566485,0.14260223696131116
18,18,30,059,HOLMES,Holmes,FL,1230,20,36,119,186,172,210,196,182,79,29,1,0 to 119,49,604,611,15,1212,18,0,38,822,5,357,36,413,815,0,2,1210,347,57,6,3,131,272,1,404,6,9,54,94,77,76,44,34,13,6,0,0 to 93,39,255,80,29,40,22,305,77,24,0,10,0,0,2,413,275,137,404,9,0,3529,9,3958,3538,413,2,439,433,39,1.7364459249798063,0.117992933758262
19,19,43,085,MARTIN,Martin,FL,9853,203,329,917,1144,1230,1298,1618,1529,1088,474,23,0 to 100,53,4927,4516,410,9749,104,0,809,6818,82,3106,104,3561,6244,1,47,9702,3518,19,24,0,1687,1830,20,3537,102,199,568,615,592,547,386,234,186,129,3,0 to 100,39,1526,202,997,812,1731,1184,622,553,4,311,3,1,73,3561,1844,1697,3537,24,0,20452,77,24123,20529,3561,73,1856,1845,39,2.9786699421185125,0.15345842849064345
20,20,29,057,HILLSBOROUGH,Hillsborough,FL,78485,1817,2707,8935,13380,11776,12039,11841,8649,4615,2151,575,0 to 119,45,43833,34148,504,78020,465,0,3130,67727,458,8549,434,28742,49545,22,176,77822,28120,498,119,5,15158,13231,229,28618,606,1275,4961,6221,4591,4274,3194,1700,945,512,463,0 to 104,36,9389,3665,3547,12017,6698,8202,13718,2284,16,1243,12,5,331,28742,13285,15228,28618,124,0,187747,341,217168,188088,28742,331,5639,5292,36,3.452361349671768,0.2518380530212434
21,21,41,081,MANATEE,Manatee,FL,22479,425,805,2084,2703,2712,3042,3758,3718,2280,844,108,0 to 119,53,12455,9638,386,22153,326,0,1740,18719,177,3984,69,8337,14132,3,7,22143,8177,70,90,0,4258,3842,147,8247,190,524,1334,1480,1347,1236,1020,613,395,193,5,0 to 101,39,3356,707,876,3308,1851,2450,3946,383,6,512,5,2,176,8337,3884,4303,8247,90,0,69372,235,77998,69607,8337,176,599,500,39,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,10746,161,326,1074,1347,1539,1774,1798,1495,859,352,21,0 to 101,50,6113,4515,118,10719,27,0,605,8541,130,1871,110,2758,7973,1,14,10704,2629,120,9,0,1506,1234,9,2749,25,94,445,427,425,461,385,259,153,84,0,0 to 100,43,1347,471,216,715,262,1692,795,410,0,188,0,0,47,2758,1238,1511,2749,9,0,28682,18,31474,28700,2758,47,1730,1697,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,1811,62,167,291,333,230,242,212,164,81,29,0,0 to 94,37,973,813,25,1803,8,0,70,703,2,1019,18,819,991,1,0,1802,567,246,5,1,415,393,5,813,24,82,152,169,111,114,77,58,25,7,0,0 to 93,33,601,80,103,29,555,229,29,124,3,69,3,1,7,819,397,417,813,6,0,3412,2,4238,3414,819,7,1446,1345,33,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,21933,287,496,1788,2927,2911,3168,3550,3573,2306,898,29,0 to 168,53,13535,8332,66,21897,36,0,5456,12699,177,6627,240,4682,16651,0,600,21299,4552,117,12,1,2956,1692,21,4669,61,130,584,958,952,731,597,360,222,85,2,0 to 99,40,2757,861,346,705,600,2978,1091,631,4,387,0,0,56,4682,1693,2968,4669,13,0,38368,23,43138,38391,4682,56,1595,1430,40,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,26422,284,559,2063,3153,3041,3823,5077,4508,2454,1181,279,0 to 119,55,14772,11070,580,26289,133,0,1291,22433,230,4301,266,6707,19678,0,37,26253,5970,687,44,6,3548,3085,24,6657,93,242,1044,1223,934,996,944,641,363,222,5,0 to 103,42,2924,873,1333,1527,1080,3593,1984,837,7,504,5,0,109,6707,3110,3573,6657,50,0,58687,83,65547,58770,6707,109,2562,1940,42,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1041,24,48,96,126,171,127,164,153,88,43,1,0 to 118,50,623,408,10,1041,0,0,40,730,6,271,7,247,794,0,0,1041,211,36,0,0,147,99,1,247,0,16,29,40,35,28,35,34,24,6,0,6 to 91,46,193,20,4,30,4,206,37,36,0,25,0,0,4,247,99,147,247,0,0,2108,0,2357,2108,247,4,411,356,46,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,19418,312,424,1472,2148,2125,2547,3047,3196,2204,731,1212,0 to 103,55,10295,8184,939,19264,154,0,310,17767,222,1154,112,4408,14963,0,47,19219,4316,60,32,0,2256,2044,76,4376,79,160,691,812,685,679,593,388,234,78,9,0 to 103,41,1210,495,698,1973,517,1531,2328,333,13,216,5,1,51,4408,2061,2270,4376,32,0,53928,120,58522,54048,4408,51,1479,1188,41,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,2258,48,65,254,288,249,320,414,318,217,83,2,0 to 118,52,1296,945,17,2254,4,0,109,1552,16,700,13,546,1712,0,0,2254,500,43,0,3,264,276,3,543,10,24,103,89,71,82,77,51,30,8,1,0 to 99,41,243,80,139,81,166,277,100,54,0,31,0,0,3,546,278,265,543,3,0,5062,1,5618,5063,546,3,755,705,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,4759,30,61,167,244,261,386,643,1655,1062,165,85,0 to 119,68,2400,2205,154,4680,79,0,311,3805,164,919,107,1058,3679,0,22,4658,966,85,6,1,484,563,4,1051,2,25,79,71,106,131,150,281,172,41,0,4 to 99,63,614,161,53,223,57,745,249,248,1,154,0,0,27,1058,566,488,1051,7,0,14953,73,16097,15026,1058,27,564,552,63,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,22655,335,590,2531,3283,3135,3476,3479,2856,1405,717,848,0 to 119,48,12676,9758,221,22597,58,0,871,19519,246,2197,139,6419,16185,1,50,22549,6329,65,25,0,3390,2920,84,6394,110,193,1308,1318,960,942,693,428,251,215,1,0 to 104,37,2453,675,741,2525,805,1931,3658,610,5,388,1,0,72,6419,2931,3401,6394,25,0,55853,32,62366,55885,6419,72,2180,1938,37,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,88434,1555,2195,9801,15353,13833,13772,12886,8695,4151,1618,4575,0 to 120,44,47493,40232,709,87102,1331,1,2280,81512,585,7374,494,28591,59454,1,388,86715,28079,140,367,5,14097,13740,382,28219,430,756,5389,7057,5059,4227,3038,1503,770,337,25,0 to 106,36,6374,3724,4473,13648,4159,5770,18290,1522,51,813,40,5,212,28591,13935,14266,28218,372,1,219328,961,249146,220289,28591,212,3064,2836,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,5425,56,125,426,575,529,691,985,1081,717,231,9,0 to 222,58,3025,2245,155,5416,9,0,271,3883,119,1134,40,1192,4209,1,23,5393,721,469,2,0,602,587,1,1190,12,34,178,152,133,185,222,143,91,42,0,0 to 100,50,910,84,82,114,64,963,163,79,0,105,0,0,26,1192,588,603,1190,2,0,15275,7,16486,15282,1192,26,1987,1534,50,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,5511,98,122,543,758,682,799,927,730,532,316,4,0 to 102,52,3271,2226,14,5483,28,0,492,3910,66,1798,57,1617,3891,1,2,5480,1350,253,12,2,866,736,1,1603,23,53,238,277,219,242,224,171,113,57,0,0 to 100,44,1077,157,164,205,249,1001,353,311,2,196,2,1,29,1617,740,876,1603,14,0,15355,14,16996,15369,1617,29,1883,1832,44,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,51152,554,944,4328,7180,6238,7425,9209,7835,4749,2602,88,0 to 120,53,29100,21976,76,50769,383,0,4325,40296,411,14140,519,16114,35019,1,18,50750,15810,190,107,7,8591,7403,6,16000,225,548,2391,3280,2241,2313,2216,1374,900,617,9,0 to 104,41,7833,2746,1198,4223,1597,9326,5077,1972,25,1447,20,2,418,16114,7465,8643,16000,114,0,141926,270,158433,142196,16114,418,1192,1100,41,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,3003,92,136,322,391,391,372,440,362,267,219,11,0 to 118,49,1831,1102,70,2986,17,0,112,2015,110,1080,27,1082,1920,0,1,2985,922,143,14,3,595,462,8,1065,38,84,172,145,171,147,121,93,72,38,1,0 to 102,40,570,154,209,132,326,558,181,179,2,92,0,0,32,1082,468,606,1065,17,0,5583,0,6674,5583,1082,32,313,309,40,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,67061,1089,1925,7544,12078,10103,10185,10764,7539,3785,1916,133,-6 to 119,45,36489,29798,774,66312,749,0,1851,59096,454,5681,265,20816,46092,12,141,66164,19136,1463,199,18,10766,9704,129,20599,282,832,3448,4902,3472,3037,2403,1385,668,379,8,0 to 103,37,4990,6644,2007,6958,1666,9937,8996,1125,28,606,15,5,152,20816,9822,10863,20599,217,0,170369,523,191928,170892,20816,152,4924,4810,37,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,432,10,5,49,58,44,47,53,61,58,46,1,0 to 119,55,274,152,6,432,0,0,14,340,0,51,1,100,332,0,0,432,92,8,0,0,56,44,0,100,5,5,9,21,5,16,17,15,3,4,0,1 to 98,48,54,24,15,7,15,76,9,22,0,8,0,0,1,100,44,56,100,0,0,755,0,858,755,100,1,63,63,48,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,974,20,49,90,104,106,164,193,153,73,22,0,0 to 94,52,545,426,3,912,62,0,70,606,1,251,21,301,672,0,1,911,289,3,9,0,161,131,0,292,7,17,40,34,43,56,60,34,6,4,0,1 to 92,46,164,103,4,21,17,243,32,59,2,17,2,0,1,301,138,163,292,9,0,2882,53,3242,2935,301,1,399,395,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,1358,15,34,98,98,131,161,436,295,74,16,0,0 to 118,58,407,945,6,1358,0,0,56,1139,4,238,5,206,1152,0,0,1358,134,72,0,0,83,123,0,206,4,9,39,28,20,19,54,28,3,2,0,0 to 91,48,146,52,7,1,7,192,7,25,0,18,0,0,4,206,123,83,206,0,0,3152,0,3358,3152,206,4,277,275,48,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,1758,32,42,164,221,214,269,340,206,159,104,7,0 to 118,52,1056,681,21,1756,2,0,120,1389,34,395,2,316,1441,0,1,1755,224,92,0,0,155,161,0,316,6,10,43,36,52,55,51,24,25,13,1,0 to 107,46,183,81,15,37,9,260,47,35,0,26,0,0,3,316,161,155,316,0,0,3642,2,3963,3644,316,3,493,461,46,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,1890,25,60,173,256,292,325,339,251,126,42,1,0 to 102,49,939,942,9,1883,7,0,58,1256,13,611,33,565,1323,0,2,1881,520,40,4,1,190,369,1,560,4,18,74,110,113,100,92,33,17,4,0,1 to 86,41,343,144,35,38,37,453,70,63,0,26,1,0,2,565,371,193,560,5,0,6493,2,7097,6495,565,2,509,434,41,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,24224,298,469,1966,2713,2785,3406,5054,4332,2324,731,146,0 to 119,55,13580,10529,115,24197,27,0,1249,21129,107,4235,144,5333,18881,1,9,24187,5205,107,18,3,2809,2480,23,5312,52,133,986,956,780,777,737,441,264,207,0,0 to 105,41,2779,545,442,1546,711,2868,1733,764,6,384,3,0,108,5333,2490,2820,5312,21,0,72204,7,77598,72211,5333,108,1371,1313,41,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,29649,694,1097,3086,4498,4342,4323,4295,3726,2276,978,334,0 to 119,47,16460,12866,323,29531,118,0,1596,24157,231,5275,218,12281,17327,1,40,29490,10990,1251,31,9,6403,5668,170,12241,242,592,1857,2364,2163,1818,1433,943,558,307,4,0 to 103,39,5563,2061,1109,3508,2935,4723,4583,1560,11,1093,10,1,262,12281,5683,6428,12241,40,0,73962,77,86393,74039,12281,262,3920,3350,39,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,21011,286,730,2124,3447,3374,3544,3102,2226,1103,403,672,0 to 155,45,11448,9372,191,20902,109,0,1992,16330,390,3231,235,8281,12645,2,83,20818,8143,57,79,2,4224,3859,117,8200,115,341,1225,1753,1539,1451,901,561,289,101,5,0 to 104,39,2353,399,2188,3260,3057,1223,3920,661,10,336,8,2,64,8281,3911,4250,8200,81,0,48636,28,57075,48664,8281,64,2768,2258,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,4842,87,115,307,565,488,584,748,818,714,396,20,0 to 119,58,2853,1955,34,4776,66,0,152,3939,47,925,41,1132,3702,0,8,4768,1022,107,3,0,597,531,1,1129,22,42,132,185,155,165,179,114,98,40,0,0 to 96,47,620,191,173,145,313,612,204,249,2,136,1,0,26,1132,534,597,1129,3,0,13391,63,14597,13454,1132,26,1155,1041,47,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,38789,542,875,3895,5395,5290,5669,6048,5671,3645,1689,70,0 to 119,51,21687,16741,361,37640,1148,1,1473,32736,613,7988,235,15137,23628,2,22,37617,14261,598,272,6,7736,6923,200,14859,268,522,2386,2813,2462,2402,1881,1183,714,492,14,0 to 101,41,6098,1389,607,6765,3337,4483,7039,1748,20,951,17,9,286,15137,7065,7863,14858,278,1,90447,877,106505,91324,15137,286,3631,2028,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,23110,577,971,2641,2950,3128,3215,3275,3166,2340,807,40,0 to 105,49,12236,10643,231,22710,400,0,1209,16877,356,5963,216,9355,13558,3,194,22513,8848,386,105,16,4673,4478,83,9234,251,489,1608,1548,1582,1481,1131,648,417,198,2,0 to 101,39,4411,546,856,3421,3735,2128,3371,1034,22,643,12,6,121,9355,4536,4714,9234,121,0,48217,285,57918,48502,9355,121,5685,4705,39,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,250648,3191,5693,24651,43032,40980,45359,39841,25305,14110,7723,763,0 to 225,46,129637,119246,1765,248787,1860,1,7955,219297,2785,27886,1130,115916,134400,91,241,248457,113669,1348,890,9,57992,56256,769,115017,1611,3466,14702,22156,19642,20885,16155,9103,5132,2905,159,0 to 108,43,39618,10362,8901,56136,44060,13388,57569,10430,61,5385,34,16,1515,115916,56696,58387,115016,899,1,494116,972,612433,495088,115916,1515,9642,8904,43,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,5265,97,124,421,761,759,903,1025,721,341,111,2,0 to 101,50,2702,2529,34,5169,96,0,1471,2513,83,1391,146,1230,3982,0,53,5118,1176,27,22,5,562,638,3,1203,28,42,145,241,214,221,157,111,56,15,0,0 to 100,42,657,53,41,452,356,381,466,183,6,78,5,1,6,1230,655,572,1203,27,0,10246,67,11551,10313,1230,6,2271,1994,42,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,10298,297,407,1209,1508,1510,1610,1594,1240,637,275,11,0 to 119,46,5266,4985,47,10214,84,0,440,7588,99,2179,165,3279,7001,0,18,10196,3182,74,23,0,1320,1918,18,3256,51,96,634,608,539,540,431,217,106,56,1,0 to 101,38,1745,331,155,1025,105,1988,1163,125,0,158,1,0,22,3279,1927,1334,3256,23,0,21937,61,25308,21998,3279,22,3080,2537,38,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,2782,64,86,386,370,397,403,438,310,187,138,3,0 to 101,47,1463,1283,36,2622,160,0,128,2265,15,1106,136,1149,1631,0,2,2620,1013,27,106,3,501,538,1,1040,16,43,275,187,187,154,161,68,46,12,0,0 to 101,37,843,59,38,100,223,722,95,138,16,54,2,0,12,1149,590,558,1040,109,0,7203,53,8443,7256,1149,12,554,499,37,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,4429,54,94,411,781,759,768,657,419,290,189,7,0 to 105,46,1848,2496,85,4400,29,0,24,3003,19,1304,44,1553,2869,1,6,4393,1488,51,13,1,462,1064,13,1539,14,39,155,320,294,289,213,114,64,50,1,0 to 100,43,725,315,54,445,64,652,823,129,2,82,0,0,28,1553,1071,468,1539,14,0,8191,17,9772,8208,1553,28,1066,867,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,1378,20,44,124,167,175,225,276,164,123,60,0,0 to 119,52,782,550,46,1368,10,0,47,962,9,466,15,488,886,0,4,1364,403,79,6,0,236,217,29,482,6,22,61,73,60,80,85,49,39,13,0,0 to 99,48,220,75,19,168,6,281,195,33,1,33,1,0,13,488,220,239,482,6,0,3486,4,3981,3490,488,13,392,334,48,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,4420,66,103,454,497,549,632,795,706,423,191,4,0 to 103,53,2405,1871,144,4265,155,0,204,3414,28,668,110,1037,3356,1,26,4239,952,29,54,2,493,487,1,981,16,29,209,149,165,161,147,103,36,22,0,0 to 95,42,619,104,49,209,48,694,239,138,2,60,0,0,10,1037,511,525,981,56,0,12540,98,13693,12638,1037,10,1123,1117,42,3.7594213077324343,0.1544196859093086
