OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1592,42,101,234,227,216,219,210,146,115,82,0,0 to 118,43,849,737,6,1592,0,0,109,805,2,819,23,723,865,1,3,1588,649,74,0,0,339,382,2,723,12,40,116,132,103,100,88,42,44,46,0,0 to 106,40,553,47,35,88,90,541,92,87,0,46,0,0,19,723,382,339,723,0,0,4905,0,5639,4905,723,19,943,926,{CB6285A2-DA2E-4583-AAD5-1221776836AE},11,65,76,0.144736842105263,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,6426,180,585,843,874,819,897,956,671,391,202,8,0 to 118,43,3717,2665,44,6410,16,0,991,3118,133,3228,63,2637,3763,0,26,6384,1508,1121,4,4,1393,1226,10,2629,60,266,428,368,381,360,346,250,119,58,1,0 to 100,40,1638,677,255,59,498,2050,81,421,2,277,2,0,57,2637,1232,1395,2629,8,0,18630,8,21287,18638,2637,57,1726,1663,{CE511C5D-2638-44A3-B2F8-B13847543637},32,299,331,0.0966767371601208,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,2876,65,179,306,534,518,430,398,274,125,43,4,0 to 118,41,1180,1675,21,2866,10,0,83,1632,3,1551,31,1611,1260,0,5,2861,1517,90,4,0,475,1131,1,1607,9,45,164,357,363,277,208,116,53,19,0,0 to 95,40,877,581,81,68,131,1374,102,136,0,64,0,0,20,1611,1132,478,1607,4,0,6172,6,7813,6178,1611,20,1705,1607,{541BD5A3-4453-499A-9896-F0EDC5353D0B},12,59,71,0.169014084507042,40,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,16918,356,1262,2321,2635,2420,2159,2323,1555,1074,763,50,0 to 119,42,9550,7257,111,16699,218,1,874,8258,137,5374,382,8275,8551,1,91,16609,7772,414,79,10,4379,3750,57,8186,95,391,1306,1552,1270,1120,1163,709,400,259,10,0 to 103,40,4124,655,1528,1879,772,5553,1861,595,5,397,6,1,145,8275,3792,4426,8185,89,1,43978,128,52448,44106,8275,145,11974,11550,{EB5D2450-A892-40FD-9BA4-9821A7438525},162,901,1063,0.152398871119473,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1615,35,125,201,222,242,223,212,184,116,55,0,0 to 99,44,811,790,14,1613,2,0,77,558,4,701,19,830,781,0,4,1609,739,89,2,0,361,466,1,828,10,36,95,141,129,126,109,93,58,33,0,0 to 99,45,569,113,59,87,30,681,117,81,1,40,1,0,21,830,467,362,828,2,0,4841,0,5681,4841,830,21,1239,1179,{3B55AA95-5170-4CAF-82A3-E99AD7459349},5,49,54,0.0925925925925926,45,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,128595,2276,4871,15226,18593,17252,18649,19354,15178,10066,5524,1606,0 to 119,48,69088,59065,442,127301,1292,2,14022,86623,465,46337,1564,61305,66758,151,381,126776,59795,893,606,11,31304,29165,219,60688,938,2607,10328,11280,9558,9252,7788,4471,2913,2119,51,0 to 106,40,26552,8941,10428,14767,16300,28374,16014,6167,76,4390,55,24,1648,61305,29492,31577,60686,617,2,420090,675,482705,420765,61305,1648,23076,22813,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},578,8233,8811,0.0655998184088072,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,22554,537,1083,2513,3077,3095,3436,3431,2746,1667,943,26,0 to 119,47,12805,9576,173,22398,156,0,2362,11709,188,9237,409,10202,12032,4,316,22078,10006,169,25,2,5573,4597,5,10175,181,443,1390,1660,1608,1610,1408,1000,555,346,1,0 to 104,43,4600,2248,1378,1949,2302,5477,2396,1088,6,867,5,1,359,10202,4610,5587,10175,27,0,69381,128,79767,69509,10202,359,10781,10766,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},56,929,985,0.0568527918781726,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,30281,629,2001,3922,3938,4155,4609,4407,3571,2150,884,15,0 to 119,46,16787,13391,103,30079,202,0,2452,16765,223,12889,684,13533,16522,4,222,29853,12997,401,132,2,7017,6355,26,13398,209,641,2102,2121,2052,2118,1771,1343,829,344,2,0 to 105,43,9680,871,1844,1003,2975,9140,1283,1538,14,1153,8,2,264,13532,6410,7096,13398,134,0,109900,72,123575,109972,13532,264,16951,16405,{83116673-3FAD-423E-B67E-DFE7515F5E81},164,1831,1995,0.0822055137844612,42,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6107,162,389,715,964,1056,1015,868,595,233,107,3,0 to 119,42,3523,2574,10,6083,23,1,698,3212,46,2440,57,3211,2888,2,6,6076,3107,94,10,0,1570,1627,4,3201,80,207,443,523,600,561,428,229,104,35,1,0 to 98,40,972,1355,611,263,617,2190,394,458,1,248,0,0,56,3211,1629,1578,3200,10,1,16283,16,19558,16299,3211,56,1741,1546,{77657EA6-12D6-4645-9915-E7357C9F40D6},12,255,267,0.0449438202247191,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,28167,608,966,8620,4239,3461,3284,3235,2280,925,501,48,0 to 119,33,15186,12861,120,27542,624,1,3203,17368,201,9707,362,14188,13943,5,31,27508,13663,104,415,6,7562,6172,33,13767,230,480,6465,2099,1523,1257,1087,574,272,189,12,0 to 106,24,5703,3656,1803,2605,1262,8282,4223,785,28,322,15,12,128,14188,6342,7804,13766,421,1,101146,212,115692,101358,14188,128,6978,6571,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},117,3071,3188,0.0367001254705144,24,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1449,38,76,132,183,191,223,264,202,103,36,1,0 to 101,50,680,767,2,1433,16,0,52,870,41,739,30,736,710,1,2,1431,619,104,13,0,269,454,0,723,9,30,69,118,99,133,137,77,41,23,0,0 to 99,48,303,360,43,17,34,640,49,70,2,42,0,0,11,736,461,275,723,13,0,3946,1,4696,3947,736,11,577,539,{862C7BAB-C64B-458C-A6FA-56543968D206},5,60,65,0.0769230769230769,48,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2486,124,251,292,306,318,353,322,278,152,81,9,0 to 101,43,1438,1042,6,2451,35,0,141,1136,53,1504,82,1221,1263,1,1,2449,820,384,15,2,672,530,2,1204,43,94,145,166,173,201,165,120,62,51,1,0 to 101,44,413,692,60,39,59,1037,108,187,1,63,2,2,25,1221,534,685,1204,17,0,5635,18,6885,5653,1221,25,1586,1489,{89851E42-542B-499A-AC7E-D8F5369F3D0B},11,56,67,0.164179104477612,44,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2618,23,66,259,707,606,447,325,120,46,10,9,0 to 105,38,424,2190,4,2617,1,0,38,1928,1,360,12,564,2051,0,3,2614,517,46,1,0,161,402,0,563,6,18,96,104,99,103,88,29,18,3,0,0 to 88,40,381,126,29,27,30,412,121,41,0,15,0,0,14,564,402,162,563,1,0,3439,0,4003,3439,564,14,653,629,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},4,24,28,0.142857142857143,40,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,2683,54,94,249,633,517,425,326,232,96,54,3,0 to 118,40,764,1904,15,2671,12,0,81,1921,9,982,26,956,1726,0,1,2671,784,164,4,4,338,609,1,948,30,60,114,186,162,156,130,76,29,13,0,0 to 91,41,436,434,63,15,119,693,136,115,1,43,0,0,11,956,613,342,948,8,0,5137,3,6098,5140,956,11,295,293,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},1,56,57,0.0175438596491228,41,2.301523665227496,0.12636783551306294
