OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1946,55,145,295,266,265,264,253,179,135,89,0,0 to 118,42,1048,888,10,1945,1,0,136,919,2,1104,28,1044,898,1,3,1941,917,126,1,0,524,513,6,1043,22,67,168,171,150,141,127,76,68,54,0,0 to 106,40,811,79,47,106,104,818,121,107,0,56,0,0,25,1044,514,524,1043,1,0,5461,0,6521,5461,1044,25,1141,1124,{CB6285A2-DA2E-4583-AAD5-1221776836AE},4,18,22,0.181818181818182,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,8167,258,775,1117,1091,1026,1135,1183,863,482,227,10,0 to 118,43,4705,3413,49,8147,20,0,1256,3547,133,4921,80,4190,3945,0,32,8115,2354,1824,8,4,2288,1871,19,4178,106,386,666,569,572,584,575,439,205,86,2,0 to 100,41,2736,958,352,132,631,3339,208,519,2,372,2,1,80,4190,1878,2293,4178,12,0,21675,8,25885,21683,4190,80,2463,2401,{CE511C5D-2638-44A3-B2F8-B13847543637},28,682,710,0.0394366197183099,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3429,79,237,395,599,585,511,474,334,156,54,5,0 to 118,41,1476,1934,19,3419,10,0,99,1805,3,2023,38,2047,1374,0,8,3411,1893,149,5,0,713,1326,3,2042,14,70,223,414,424,340,278,171,84,28,1,0 to 95,41,1209,622,95,116,136,1731,175,173,0,83,0,0,27,2047,1328,716,2042,5,0,6783,5,8860,6788,2047,27,2098,2001,{541BD5A3-4453-499A-9896-F0EDC5353D0B},16,117,133,0.120300751879699,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,23417,521,2156,3318,3664,3452,2953,3167,1997,1294,844,51,0 to 119,40,12964,10315,138,23152,264,1,1407,9404,137,9379,637,13371,9959,1,86,23067,12027,1206,123,15,7024,6126,83,13233,160,731,2002,2482,2131,1808,1947,1127,615,356,12,0 to 103,40,7271,1044,1925,2993,1091,9050,3092,767,8,516,11,1,232,13371,6199,7088,13232,138,1,52175,125,65744,52300,13371,232,19673,19252,{EB5D2450-A892-40FD-9BA4-9821A7438525},107,390,497,0.215291750503018,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,2235,60,225,273,276,319,297,288,246,170,81,0,0 to 99,43,1156,1063,16,2233,2,0,115,569,4,1088,39,1313,917,0,5,2228,1159,152,2,0,630,678,3,1311,20,79,146,184,187,186,174,160,114,63,0,0 to 99,47,854,148,195,114,34,1072,205,109,1,52,1,0,29,1313,679,631,1311,2,0,5141,0,6465,5141,1313,29,1829,1769,{3B55AA95-5170-4CAF-82A3-E99AD7459349},25,124,149,0.167785234899329,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,158024,3093,7561,19379,23421,21535,22975,23155,17656,11509,6126,1614,0 to 119,46,84440,72948,636,156091,1931,2,19467,96663,465,62397,2214,86839,70692,145,348,155604,84580,1001,1243,15,44263,40912,406,85581,1411,4336,13884,15837,13450,13179,11278,6625,4104,2677,58,0 to 106,40,40788,11771,14460,18562,22719,41381,21481,7048,104,5083,69,29,1923,86839,41556,44839,85579,1258,2,524233,669,612446,524902,86839,1923,35517,35257,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},543,4471,5014,0.108296769046669,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,28628,751,1632,3392,4011,3929,4296,4263,3326,1963,1038,27,0 to 119,46,16166,12304,158,28419,209,0,3338,12865,188,14076,629,15169,13164,4,291,28125,14903,184,80,2,8304,6761,22,15087,280,703,2007,2483,2349,2384,2152,1518,830,461,2,0 to 104,43,7279,3049,2017,2742,3508,8253,3326,1380,12,1069,9,1,414,15169,6802,8345,15087,82,0,83048,126,98402,83174,15169,414,15631,15615,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},135,898,1033,0.130687318489835,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,41560,861,3028,5503,5378,5700,6294,5894,4786,2923,1164,29,0 to 119,45,22750,18548,262,41273,287,0,3037,21691,223,18224,934,23259,17938,4,359,40910,22179,859,218,2,12179,10692,167,23038,343,1216,3370,3451,3431,3632,3139,2470,1572,625,9,0 to 105,44,16314,1347,2820,2557,4526,14970,3542,2158,24,1589,18,3,393,23258,10789,12291,23038,220,0,140253,69,163673,140322,23258,393,21020,20476,{83116673-3FAD-423E-B67E-DFE7515F5E81},176,1060,1236,0.142394822006472,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,7229,215,536,867,1117,1212,1184,1010,685,274,126,3,0 to 119,42,4179,3035,15,7202,26,1,851,3496,46,3198,78,4196,3021,1,11,7191,3953,230,12,1,2149,2025,9,4183,106,310,573,659,743,725,570,313,145,51,1,0 to 99,40,1229,1931,730,293,729,3028,426,555,1,298,0,0,60,4196,2028,2159,4182,13,1,18573,16,22832,18589,4196,60,2326,2131,{77657EA6-12D6-4645-9915-E7357C9F40D6},73,306,379,0.192612137203166,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,35333,875,1630,10367,5555,4474,4078,3935,2701,1121,551,46,0 to 119,33,19117,16061,155,34490,842,1,4743,18974,201,14614,556,20546,14738,6,43,34443,19735,172,629,10,10898,8931,78,19907,398,909,7932,3348,2485,2014,1760,986,463,241,10,0 to 106,27,8740,6116,2424,2627,1791,13932,4184,1015,36,419,26,21,176,20546,9200,11258,19906,639,1,122829,210,143793,123039,20546,176,9985,9581,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},361,2658,3019,0.119576018549188,25,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1897,51,150,189,231,242,281,329,251,133,39,1,0 to 101,48,923,970,4,1875,22,0,81,987,41,1095,37,1055,838,2,2,1872,880,155,16,4,444,589,2,1035,13,62,103,160,135,180,191,118,69,24,0,0 to 99,48,476,459,62,38,43,906,86,89,3,53,0,0,18,1055,601,452,1035,20,0,4696,0,5769,4696,1055,18,898,860,{862C7BAB-C64B-458C-A6FA-56543968D206},15,72,87,0.172413793103448,48,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,3032,140,344,396,363,382,426,390,323,177,83,8,0 to 101,41,1743,1282,7,2994,38,0,189,1201,53,1992,114,1588,1438,1,5,2988,1071,497,18,2,891,675,2,1568,53,122,207,215,209,264,219,161,85,53,0,0 to 101,44,635,806,75,52,82,1336,150,223,1,75,2,2,33,1588,680,905,1568,20,0,6228,18,7845,6246,1588,33,2247,2150,{89851E42-542B-499A-AC7E-D8F5369F3D0B},11,44,55,0.2,44,2.169691637311982,0.1740263300452793
13,13,39,077,LIBERTY,Liberty,FL,2901,51,102,299,746,632,476,361,151,59,15,9,0 to 105,38,584,2313,4,2900,1,0,63,1925,1,528,14,795,2103,1,2,2897,701,93,1,0,286,505,3,794,15,32,127,146,125,136,121,56,31,6,0,0 to 89,40,565,147,46,36,36,621,137,51,0,18,0,0,14,795,505,287,794,1,0,3641,0,4438,3641,795,14,939,915,{59B90335-EF4E-4E77-88C2-FC6BCC9D4032},27,46,73,0.36986301369863,41,3.020973914923982,0.20464132709324395
14,14,24,047,HAMILTON,Hamilton,FL,3163,81,197,312,677,571,492,379,271,119,59,5,0 to 118,40,1030,2116,17,3145,18,0,92,1945,9,1431,42,1309,1853,0,1,3145,983,312,5,9,527,764,4,1295,44,106,159,230,207,206,179,109,50,18,1,0 to 91,41,629,556,80,30,142,997,156,153,2,58,0,0,15,1309,772,533,1295,14,0,5657,3,6972,5660,1309,15,826,824,{D384B6BB-17B0-4808-9D73-78CB54C43AAB},6,36,42,0.142857142857143,41,2.301523665227496,0.12636783551306294
