OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2670,84,238,422,364,360,373,343,228,165,93,0,0 to 118,41,1465,1180,25,2665,5,0,269,1070,2,1691,37,1625,1040,1,4,2660,1394,226,2,3,861,738,21,1620,35,123,257,258,233,232,205,124,99,59,0,0 to 106,40,1278,99,56,187,130,1283,207,129,0,81,0,0,44,1625,741,863,1620,5,0,6860,0,8502,6860,1625,44,1556,1539,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,0,16,16,0,40
2,2,54,107,PUTNAM,Putnam,FL,10877,383,1116,1465,1452,1386,1473,1547,1120,644,278,13,0 to 118,42,6157,4678,42,10845,32,0,1888,3913,133,7953,92,6630,4205,0,42,10803,4185,2421,16,8,3596,2987,23,6606,174,609,977,917,905,902,927,686,374,157,2,0 to 100,42,4414,1445,554,193,918,5383,305,820,3,584,3,1,154,6630,3001,3606,6606,24,0,27320,0,33962,27320,6630,154,3275,3220,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,3,70,73,0.0410958904109589,42
3,3,62,123,TAYLOR,Taylor,FL,4425,151,427,536,724,708,629,587,404,189,64,6,0 to 118,39,2003,2407,15,4416,9,0,167,2011,3,2922,53,2748,1669,0,8,4408,2474,269,5,0,1098,1642,3,2743,37,124,327,506,536,441,380,237,119,40,1,0 to 98,41,1689,813,120,121,150,2389,204,197,0,101,0,0,48,2748,1644,1101,2743,5,0,8501,0,11276,8501,2748,48,2675,2581,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,101,103,0.0194174757281553,41
4,4,46,091,OKALOOSA,Okaloosa,FL,34098,960,4136,4987,5277,4984,4133,4348,2664,1593,942,74,0 to 119,38,18513,15344,241,33741,356,1,1957,11434,137,15504,1078,20772,13219,1,106,33638,19123,1414,219,16,10876,9522,139,20537,306,1325,3110,3846,3328,2774,2951,1725,911,462,34,0 to 103,40,15003,1984,2179,1371,1844,16784,1909,1121,14,734,18,5,366,20772,9645,10985,20536,235,1,73119,0,93964,73119,20772,366,29765,29353,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,22,247,269,0.0817843866171004,40
5,5,7,013,CALHOUN,Calhoun,FL,2910,93,382,410,336,393,362,356,294,188,94,2,0 to 99,41,1522,1366,22,2907,3,0,197,595,4,1411,46,1701,1202,0,7,2900,1467,231,3,0,833,856,9,1698,33,117,220,234,239,233,229,196,125,74,1,0 to 99,45,1163,188,217,130,38,1430,230,133,2,57,2,0,45,1701,858,834,1698,3,0,6232,0,7944,6232,1701,45,2304,2247,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,24,24,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,231115,5606,16656,31016,35327,32195,33337,31941,22179,13889,7283,1686,0 to 119,43,122418,107170,1527,227750,3363,2,34736,114099,465,115202,3843,147408,82825,132,750,226876,142316,2431,2630,31,75013,68556,1178,144747,2850,9621,23097,26859,22773,22250,19234,10663,6192,3781,88,0 to 107,39,74378,20835,25554,23980,38163,75286,31298,9553,173,6963,129,55,2845,147408,69901,76253,144745,2661,2,750546,0,898749,750546,147408,2845,63459,63202,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,135,3166,3301,0.040896697970312,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44971,1556,3806,6078,6268,6114,6368,6203,4585,2681,1262,50,0 to 119,42,24847,19868,256,44633,338,0,5348,15100,188,26760,944,27103,17347,7,514,44114,26676,227,198,2,14688,12119,96,26903,503,1589,3805,4427,4179,4129,3770,2607,1430,654,10,0 to 104,42,13675,5521,3536,4171,6205,15420,5278,2742,26,1917,16,2,644,27103,12219,14788,26903,200,0,120686,0,147872,120686,27103,644,29108,29092,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,52,645,697,0.0746054519368723,43
8,8,51,101,PASCO,Pasco,FL,65562,1578,6163,9183,8578,9257,9807,8688,6686,4010,1565,47,0 to 119,42,35756,29693,113,65132,430,0,3461,30413,223,33432,1729,42392,22637,6,527,64600,40384,1650,352,5,22488,19512,34,42034,723,2870,6206,6235,6403,6608,5618,4155,2560,1001,12,0 to 105,42,31177,2539,4992,3326,8222,28308,5504,4108,75,2865,52,9,778,42391,19666,22670,42034,357,0,205585,0,248102,205585,42391,778,29583,29047,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,60,897,957,0.0626959247648903,44
9,9,20,039,GADSDEN,Gadsden,FL,9127,324,851,1138,1341,1469,1436,1253,819,339,153,4,0 to 119,40,5245,3854,28,9096,30,1,1221,3769,46,4993,109,5745,3370,1,11,9085,5287,441,14,3,3009,2696,23,5728,165,492,789,858,977,947,795,437,203,80,2,0 to 98,40,1647,2852,962,267,933,4367,428,758,1,425,0,0,99,5745,2700,3022,5727,17,1,23089,0,28876,23089,5745,99,3242,3047,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,2,71,73,0.0273972602739726,41
10,10,37,073,LEON,Leon,FL,49501,1886,3194,14670,7824,6081,5465,5040,3250,1367,649,75,0 to 119,30,26956,22287,258,48358,1142,1,8056,21637,201,25413,921,32547,16887,9,58,48293,31306,303,917,21,17448,13996,165,31609,885,1905,11692,5428,3934,3302,2816,1509,711,349,16,0 to 106,27,15055,10202,3760,2592,2979,24335,4295,1648,52,711,40,32,327,32547,14405,17968,31608,938,1,154913,0,187616,154913,32547,327,15008,14609,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,35,545,580,0.0603448275862069,28
