OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge_2,SHAPE_Length,SHAPE_Area
21,21,41,081,MANATEE,Manatee,FL,27055,536,1165,2862,3387,3387,3700,4332,4121,2492,960,113,0 to 119,50,14921,11816,318,26673,382,0,4015,18547,177,9512,187,12538,14497,3,17,26653,12311,88,139,0,6512,5765,122,12399,278,810,2055,2123,1963,1838,1556,997,602,307,9,0 to 101,40,6687,1247,2153,2312,3639,5935,2825,811,10,855,8,2,320,12538,5832,6579,12399,139,0,102941,273,115834,103214,12538,320,1628,1528,{0AD77407-CEAA-4C6B-9E84-485E7D0FA9CC},50,938,988,0.0506072874493927,40,3.591796951963094,0.17764804033812803
22,22,10,019,CLAY,Clay,FL,14640,232,645,1779,1842,2193,2423,2276,1778,1034,412,26,0 to 102,47,8009,6385,246,14606,34,0,1623,8588,130,4036,223,5723,8885,1,31,14574,5508,198,16,0,2963,2689,54,5706,60,220,893,836,962,994,784,504,320,148,1,0 to 102,43,3383,854,477,992,515,4056,1135,929,2,392,3,0,116,5722,2698,2970,5706,16,0,47484,18,53254,47502,5722,116,5064,5029,{D8B9952E-371D-460F-96AE-4666BDB4AD84},39,671,710,0.0549295774647887,43,1.7757499535538475,0.15589240376785884
23,23,25,049,HARDEE,Hardee,FL,2856,105,332,504,489,380,408,303,204,97,34,0,0 to 95,34,1460,1373,23,2847,9,0,98,886,2,2019,27,1533,1317,1,5,2841,1071,455,6,1,739,782,5,1526,40,134,297,288,233,250,152,88,42,9,0,0 to 93,35,1100,123,215,88,917,507,102,194,3,135,4,1,13,1533,787,741,1526,7,0,6949,2,8493,6951,1533,13,2501,2400,{30DCFC30-6A6D-4712-9819-F2940D3F56ED},9,90,99,0.0909090909090909,35,1.6007568790090916,0.15097302168698645
24,24,42,083,MARION,Marion,FL,29279,411,1116,2799,3958,3964,4237,4544,4333,2769,1131,17,0 to 168,50,17596,11641,42,29238,41,0,5873,12473,177,13119,322,10444,18809,1,25,29212,10081,343,19,1,6156,4261,7,10424,136,403,1303,1843,1816,1650,1402,975,593,320,3,0 to 106,43,6808,1974,938,704,1432,7889,1103,1599,6,1033,1,0,335,10444,4267,6169,10424,20,0,69724,21,80298,69745,10444,335,5103,4941,{76CC1B01-DF08-469D-A322-71F8D05597D9},29,453,482,0.0601659751037344,43,3.4027287982358554,0.3994264389187175
25,25,64,127,VOLUSIA,Volusia,FL,32370,374,867,3049,4034,3856,4710,6000,5213,2819,1362,86,0 to 119,53,17935,13965,470,32200,170,0,2427,23506,230,9575,457,11943,20369,0,58,32142,10885,971,81,6,6239,5575,42,11856,152,428,1881,2014,1639,1763,1712,1244,695,410,5,0 to 103,44,5837,1542,2378,2099,1937,7175,2744,1587,20,913,11,1,306,11943,5619,6282,11856,87,0,91697,85,103857,91782,11943,306,5764,5144,{3B926974-437E-4986-9BFF-D87D276166F4},41,1219,1260,0.0325396825396825,43,5.331197028695852,0.2895888803878252
26,26,15,029,DIXIE,Dixie,FL,1754,35,98,178,233,338,236,265,211,111,48,1,0 to 118,44,838,912,4,1753,1,0,108,714,6,1001,11,868,886,0,0,1753,788,79,1,0,317,550,0,867,7,38,93,139,182,132,131,90,45,11,0,0 to 91,43,633,187,28,19,54,775,38,85,0,59,0,0,11,868,550,318,867,1,0,4644,0,5524,4644,868,11,885,830,{2691DAEB-CC0B-4ABC-A209-FE46CE33086C},1,13,14,0.0714285714285714,43,2.2860035232508604,0.16986935676523782
27,27,35,069,LAKE,Lake,FL,23420,435,773,2131,2739,2767,3189,3679,3776,2576,937,418,0 to 103,53,12477,10164,779,23246,174,0,1686,17911,222,4862,191,8168,15070,3,179,23066,7994,120,53,1,4243,3763,108,8114,148,338,1209,1303,1196,1217,1098,853,541,258,7,0 to 103,43,3365,1012,1637,2100,1363,4296,2455,1068,16,688,9,2,218,8168,3792,4265,8114,54,0,83632,122,92027,83754,8168,218,4064,3775,{9712F6A1-E709-4877-97E2-3FE2EADA2B79},39,865,904,0.043141592920354,43,3.1372177658296403,0.2767939666036923
28,28,38,075,LEVY,Levy,FL,3013,76,174,381,386,344,419,493,390,254,92,4,0 to 118,48,1705,1297,11,3006,7,0,270,1568,16,1485,40,1101,1912,0,0,3006,1004,91,3,3,565,529,1,1095,25,74,197,163,142,164,142,117,61,14,2,0 to 99,41,649,170,185,91,225,751,119,123,0,86,0,0,11,1101,533,567,1095,6,0,8086,1,9197,8087,1101,11,1592,1542,{E8B9FC01-E14C-4049-BABC-F4AA93256EA0},1,60,61,0.0163934426229508,41,3.285612676633913,0.2694178390611945
29,29,60,119,SUMTER,Sumter,FL,6631,50,141,283,501,569,655,888,1981,1288,208,67,0 to 119,66,3214,3287,130,6550,81,0,431,4217,164,2425,189,2756,3845,0,30,6520,2518,228,9,1,1170,1565,11,2746,12,78,175,318,391,385,372,552,364,82,27,0 to 99,55,1438,498,141,669,133,1663,950,426,2,270,0,0,79,2756,1568,1177,2746,10,0,23168,70,26022,23238,2756,79,1304,1292,{A985CCBC-BA3E-4854-ACDF-8E9CD885E5AA},15,220,235,0.0638297872340425,54,2.170222363613529,0.1387390006306793
30,30,59,117,SEMINOLE,Seminole,FL,26391,490,999,3380,3929,3766,4069,3972,3151,1548,880,207,0 to 119,46,14711,11481,199,26321,70,0,2106,19151,246,5866,237,9711,16484,1,195,26129,9599,75,37,0,5113,4523,38,9674,167,374,1952,1867,1438,1404,1087,684,375,360,3,0 to 108,38,6697,1267,1375,335,2668,6640,366,1125,7,716,3,0,235,9711,4535,5136,9674,37,0,81268,33,91080,81301,9711,235,6557,6316,{5A9B725E-B5BC-4433-A9C5-F30390148C62},40,892,932,0.0429184549356223,38,1.5446585450617825,0.08250171782179487
31,31,48,095,ORANGE,Orange,FL,100817,1936,3090,13130,18181,16513,16000,14650,9715,4706,1951,945,0 to 120,43,54062,46007,748,99503,1313,1,6660,74976,585,17838,806,43453,56960,4,400,99100,42795,189,463,6,21942,20651,391,42984,709,1539,8510,9752,7506,6278,4690,2449,1313,658,49,0 to 106,36,14560,6787,8974,12663,11524,14320,17140,2760,55,1489,43,6,530,43453,20891,22160,42983,469,1,336539,843,381158,337382,43453,530,7205,6976,{E33D02E5-646C-40C2-B9D7-442237FBB181},149,3729,3878,0.0384218669417225,36,2.6954153424737233,0.23982321011186428
32,32,9,017,CITRUS,Citrus,FL,8214,127,344,792,870,811,1049,1393,1432,995,396,5,0 to 222,55,4716,3370,128,8193,21,0,551,4228,119,3506,72,3041,5116,2,55,8138,2012,1016,5,7,1690,1335,3,3028,35,112,394,346,329,444,518,406,301,154,1,0 to 100,52,2411,177,222,218,148,2549,331,285,1,312,1,1,130,3040,1344,1693,3028,12,0,25141,7,28199,25148,3040,130,4639,4196,{3C97198A-A027-4923-A8F8-CE1FAFD29127},10,280,290,0.0344827586206897,52,2.360781291452237,0.1447320576905284
33,33,27,053,HERNANDO,Hernando,FL,8080,129,303,875,1031,986,1158,1283,1025,755,534,1,0 to 106,51,4734,3334,12,8047,33,0,735,4452,66,4014,68,3451,4624,0,5,8042,2873,559,17,2,1899,1532,1,3432,37,115,434,482,455,526,497,403,294,208,0,0 to 101,49,2654,300,465,13,623,2775,34,572,2,432,3,1,155,3451,1537,1912,3432,19,0,27261,14,30745,27275,3451,155,4363,4312,{6EB18EB2-9734-45D8-9BA1-42EEE8F524AF},26,371,397,0.0654911838790932,49,1.9746834927438903,0.11617688304956975
34,34,52,103,PINELLAS,Pinellas,FL,59374,652,1282,5399,8426,7350,8680,10582,8760,5206,2964,73,0 to 120,52,33562,25739,73,58941,433,0,6433,41739,411,22778,747,24099,35250,2,23,58916,23365,561,164,9,12888,11022,16,23926,318,859,3429,4494,3300,3492,3539,2261,1391,1013,3,0 to 105,43,15363,4218,2302,2043,2826,16662,4438,3336,36,2435,26,4,800,24099,11112,12971,23926,173,0,215757,276,240290,216033,24099,800,1719,1628,{9A6AE3E8-4AEA-4D85-A26A-0191E0A5371A},121,2351,2472,0.0489482200647249,43,3.3752723369031523,0.0695827304540653
35,35,61,121,SUWANNEE,Suwannee,FL,4893,120,252,605,695,730,693,721,515,323,228,11,0 to 118,45,2387,2455,51,4875,18,0,147,1816,110,2730,55,2919,1970,0,4,4871,2695,206,15,3,1131,1762,8,2901,57,152,420,460,501,455,398,243,145,87,1,0 to 102,42,1758,595,427,121,533,2161,207,337,2,156,0,0,77,2919,1768,1143,2901,18,0,9035,0,12002,9035,2919,77,1166,1162,{50957D1D-0570-4E74-922C-4AB5F585C01C},4,133,137,0.0291970802919708,42,2.139339720180784,0.16791247707596718
36,36,16,031,DUVAL,Duval,FL,80783,1520,2972,9795,14480,12003,12156,12507,8635,4349,2210,156,0 to 119,44,43835,35687,1261,79869,914,0,5042,62919,454,12394,376,32887,47627,14,255,79604,30326,2177,359,25,17240,14892,371,32503,536,1486,5342,7075,5160,4840,4058,2436,1240,694,20,0 to 103,38,9865,10456,3853,8329,2677,19074,10752,2248,44,1204,25,20,508,32887,15085,17419,32503,384,0,265016,546,298696,265562,32887,508,10030,9917,{E178A8CF-16FC-449E-ABF2-A69CFAD303D5},115,2285,2400,0.0479166666666667,38,3.2741145576068362,0.20042527586500067
37,37,34,067,LAFAYETTE,Lafayette,FL,1587,13,24,158,429,370,208,160,104,66,54,1,0 to 119,39,401,1181,5,1587,0,0,17,919,0,1227,3,1261,323,0,3,1584,1214,47,0,0,193,1068,0,1261,7,15,108,394,326,177,123,67,25,19,0,1 to 98,37,854,349,39,19,151,1027,83,45,0,24,0,0,15,1261,1068,193,1261,0,0,1514,0,2788,1514,1261,15,355,355,{FFDA6C44-8232-4BA9-A8D7-1995D8FD20D3},1,9,10,0.1,37,1.8705463026895663,0.13254267235577655
38,38,23,045,GULF,Gulf,FL,1814,50,135,192,247,212,295,332,222,98,31,0,0 to 94,47,867,943,4,1751,63,0,120,608,1,874,34,924,884,0,6,1745,910,4,10,0,364,550,0,914,20,55,89,146,130,166,180,98,29,11,0,0 to 94,46,602,276,16,20,42,822,50,128,3,53,2,0,15,924,557,367,914,10,0,5096,55,6081,5151,924,15,931,927,{35DF54B7-4874-405B-8EF3-9E45948BA616},3,43,46,0.0652173913043478,46,2.481270359629682,0.13736664794299125
39,39,63,125,UNION,Union,FL,2293,35,107,210,235,311,309,585,372,105,24,0,0 to 118,53,686,1602,5,2293,0,0,251,1112,4,1185,5,1081,1212,0,0,2293,862,219,0,0,276,805,0,1081,14,35,114,149,193,160,233,132,41,10,0,0 to 93,47,738,293,32,18,35,998,48,61,0,56,0,0,27,1081,805,276,1081,0,0,8820,0,9917,8820,1081,27,1082,1081,{254BD11B-C8FE-4E18-B61D-A60A5658D980},4,25,29,0.137931034482759,47,1.2644836185568544,0.0605152419302145
40,40,4,007,BRADFORD,Bradford,FL,2863,66,153,354,376,363,420,503,314,196,112,6,0 to 118,47,1605,1246,12,2860,3,0,339,1343,34,1333,4,1202,1657,0,4,2856,890,311,1,0,585,616,0,1201,19,60,163,181,170,190,210,121,64,24,0,0 to 107,45,799,286,59,57,34,1073,94,142,0,72,0,0,12,1202,617,585,1201,1,0,6106,2,7330,6108,1202,12,1823,1792,{588F1D06-056B-4AF5-A2E7-A5366C833BA5},1,74,75,0.0133333333333333,45,1.602310935605065,0.07258628164221025
41,41,65,129,WAKULLA,Wakulla,FL,3035,66,243,427,403,446,495,450,308,146,49,2,0 to 102,43,1515,1512,8,3025,10,0,199,1324,13,1653,80,1246,1786,1,2,3022,1189,49,7,1,502,734,2,1238,16,65,201,215,217,232,174,82,33,11,0,0 to 102,40,829,227,102,80,61,1053,124,128,0,60,1,0,10,1246,736,508,1238,8,0,9637,2,10930,9639,1246,10,1864,1789,{72742CEE-2B13-49F0-BE2B-615F9835DD19},3,45,48,0.0625,40,2.7288976415051747,0.1479282173102527
42,42,5,009,BREVARD,Brevard,FL,29389,365,798,2720,3383,3422,4087,5911,4933,2746,976,48,0 to 119,54,16401,12867,121,29336,53,0,2196,22989,107,8768,326,10397,18985,0,7,29329,10143,207,43,4,5559,4748,43,10350,109,398,1672,1610,1402,1432,1576,1056,685,455,2,0 to 105,45,5672,1192,882,2604,1150,6114,3086,1622,11,951,4,1,345,10397,4773,5581,10350,47,0,104921,14,115401,104935,10397,345,2937,2879,{943DB4A8-472C-444E-B81A-0E7CF9758CA2},46,1165,1211,0.0379851362510322,45,7.433882583452878,0.24714778699200002
43,43,53,105,POLK,Polk,FL,40079,1004,2025,4671,6114,5951,5871,5681,4575,2819,1257,111,0 to 119,45,22119,17697,263,39911,168,0,6095,24572,231,15833,430,21780,18212,1,86,39824,19472,2215,77,16,11560,9983,144,21687,461,1235,3235,3825,3606,3243,2723,1742,1100,598,12,0 to 103,40,12352,3868,1880,3587,6169,10834,4684,3048,18,2256,14,2,586,21780,10023,11612,21687,93,0,128423,79,150406,128502,21780,586,9430,8864,{233F5CAC-222A-4EE3-81FE-76BB2A2139F5},64,1628,1692,0.0378250591016548,40,3.7473190784524886,0.47744414752375375
44,44,49,097,OSCEOLA,Osceola,FL,26932,481,1433,3166,4417,4455,4521,3806,2634,1325,516,178,0 to 155,43,14584,12214,134,26813,119,0,3924,15643,390,9041,386,13474,13218,2,238,26575,13282,102,88,2,7022,6315,47,13384,231,741,2009,2565,2429,2304,1525,923,506,230,11,0 to 105,39,5207,843,4327,3007,7025,2931,3428,1285,14,732,10,2,181,13474,6372,7054,13384,90,0,78996,28,92636,79024,13474,181,7201,6693,{98FBCDAD-181A-4269-A498-787173F6E740},42,724,766,0.0548302872062663,39,3.375268581975384,0.3579282820217912
45,45,28,055,HIGHLANDS,Highlands,FL,6474,159,272,533,796,678,791,964,982,833,456,10,0 to 119,55,3729,2706,39,6400,74,0,376,4220,47,2209,79,2442,4020,0,12,6388,2234,196,12,0,1322,1104,4,2430,38,114,290,379,309,353,364,260,220,115,0,0 to 99,48,1465,347,392,226,694,1419,317,484,6,259,4,0,102,2442,1112,1326,2430,12,0,20492,62,23006,20554,2442,102,2609,2495,{0861B99E-575F-41B4-992B-839B0B3F4F63},12,337,349,0.0343839541547278,48,2.84124660964211,0.2614661435844947
46,46,36,071,LEE,Lee,FL,46626,697,1358,5330,6532,6334,6768,7123,6438,4064,1904,78,0 to 119,49,25954,20435,237,45426,1199,1,2459,35545,613,14772,397,21962,24626,2,36,45389,20555,1070,328,9,11384,10103,138,21625,389,809,3625,3843,3400,3398,2841,1863,1092,685,17,0 to 103,41,10022,2056,1210,8337,4806,8130,8689,2666,28,1512,21,10,492,21962,10282,11539,21624,337,1,131751,908,154735,132659,21962,492,7460,5863,{D113537A-BA7A-4D3B-936C-EA742824206C},79,1416,1495,0.0528428093645485,41,5.538754123500179,0.1913752850054424
47,47,11,021,COLLIER,Collier,FL,28016,685,1296,3415,3653,3801,3971,3985,3639,2600,958,13,0 to 105,48,14833,13108,75,27588,428,0,2373,17948,356,10495,408,13621,14343,3,49,27536,13009,460,136,16,6839,6581,49,13469,342,681,2278,2168,2203,2151,1741,1039,662,353,3,0 to 104,41,7010,812,1526,4121,5193,4185,4091,1532,25,962,16,7,245,13621,6664,6908,13469,152,0,72737,279,86748,73016,13621,245,8195,7202,{B407DCD0-FA26-4BA4-BFDB-B31C63C940BA},33,514,547,0.0603290676416819,40,5.510854340882748,0.4690246460042334
48,48,13,025,DADE,Dade,FL,317218,4820,9720,34756,54006,51298,56877,48901,30235,16809,8981,815,0 to 225,45,164602,150674,1942,315002,2215,1,18324,246847,2785,49743,1569,178355,138186,89,588,314334,175217,1878,1239,20,90197,85972,926,177095,2891,6905,24010,32589,29467,31784,24739,13774,7755,4150,290,0 to 108,42,73997,15548,23884,63666,85922,25412,65761,15741,101,8008,44,21,3540,178354,86645,90715,177094,1259,1,805826,965,987118,806791,178354,3540,31414,30680,{AEA3AE00-E34E-48C0-8B01-466A26B4B1E0},445,9716,10161,0.0437949020765673,42,5.083999884705762,0.45963940749256754
49,49,44,087,MONROE,Monroe,FL,6615,153,224,619,994,977,1132,1190,826,374,124,2,0 to 101,48,3376,3203,36,6506,109,0,1702,2631,83,2648,205,2049,4514,0,52,6456,1969,41,34,5,965,1041,4,2010,51,82,255,396,360,368,253,172,82,30,0,0 to 100,41,1519,169,89,233,757,981,272,318,7,133,4,0,25,2049,1062,983,2010,39,0,17399,67,19529,17466,2049,25,3573,3299,{629DEEAE-BCFA-4AD2-8DE1-1D764EDD7AC6},11,137,148,0.0743243243243243,41,13.262804083678807,0.23593160854831502
50,50,57,113,SANTA ROSA,Santa Rosa,FL,13317,366,723,1669,1901,1986,2084,2020,1483,751,321,13,0 to 119,45,6806,6472,39,13199,118,0,901,7367,99,4804,306,5722,7550,0,45,13155,5562,99,61,0,2565,3089,7,5661,85,257,1003,945,924,940,801,425,227,113,2,0 to 105,40,3816,588,347,910,249,4364,1048,291,1,346,2,2,85,5722,3109,2606,5661,61,0,33646,57,39463,33703,5722,85,5097,4554,{EDF59BBC-47AF-4B2F-BD97-6DAB59DD7B4C},18,190,208,0.0865384615384615,40,3.5520292477349953,0.24455885949485284
51,51,66,131,WALTON,Walton,FL,4153,85,158,604,557,607,640,660,446,241,150,5,0 to 101,46,2168,1941,44,3834,319,0,258,3018,15,2241,331,2217,1934,0,2,3832,1960,30,224,3,981,1000,9,1990,27,84,452,335,356,349,317,178,96,22,1,0 to 101,41,1428,122,87,353,317,1351,322,306,27,113,4,3,29,2217,1108,1098,1990,227,0,12477,95,14825,12572,2217,29,1176,1121,{31CA379B-FB64-4C77-9456-056BCF505A65},8,99,107,0.0747663551401869,40,3.6013887783029053,0.25487062208733263
52,52,32,063,JACKSON,Jackson,FL,5970,95,196,631,1056,1027,1011,853,535,353,211,2,0 to 105,44,2474,3429,67,5921,49,0,119,3298,19,2827,48,3042,2898,0,30,5891,2900,107,32,3,1074,1926,7,3007,34,95,353,582,561,520,399,239,163,96,0,0 to 100,43,1386,586,146,889,113,1522,1372,226,3,168,1,0,83,3042,1946,1089,3007,35,0,14487,14,17555,14501,3042,83,2049,1855,{BAF89079-8026-4E6B-B424-2DD9BC8AF99D},8,57,65,0.123076923076923,43,2.2164651060825427,0.2310932808082651
53,53,67,133,WASHINGTON,Washington,FL,2181,49,97,204,339,336,356,373,214,148,65,0,0 to 119,46,1066,1097,18,2167,14,0,63,1151,9,1298,20,1171,996,0,14,2153,1054,106,9,2,445,715,0,1160,15,49,118,234,210,199,173,92,64,17,0,0 to 99,42,709,274,46,131,33,758,369,81,3,71,2,0,24,1171,719,452,1160,11,0,6003,4,7200,6007,1171,24,996,940,{ED919630-6DB9-4E1B-B6B4-EAFA4D161468},9,12,21,0.428571428571429,42,2.379530617907179,0.14998158443964985
54,54,45,089,NASSAU,Nassau,FL,6038,104,251,730,726,750,900,1006,846,506,216,3,0 to 103,50,3321,2648,69,5773,265,0,412,3439,28,1700,276,2342,3648,0,48,5726,2086,91,162,3,1134,1041,2,2177,27,100,392,331,327,391,333,225,142,74,0,0 to 103,44,1740,222,98,117,91,1933,153,288,10,156,3,1,50,2342,1107,1233,2177,165,0,20830,100,23288,20930,2342,50,2744,2738,{4D22D524-13F7-4497-919B-BC6894006209},7,219,226,0.0309734513274336,44,3.7594213077324343,0.1544196859093086
55,55,22,043,GLADES,Glades,FL,824,13,58,94,167,179,118,87,53,47,7,1,0 to 90,39,315,508,1,824,0,0,84,383,3,565,6,587,237,0,0,824,580,7,0,0,179,408,0,587,8,24,63,140,144,91,67,24,23,3,0,0 to 89,38,417,113,34,23,224,335,28,69,0,51,0,0,6,587,408,179,587,0,0,1033,0,1621,1033,587,6,555,495,{DB14356A-7E77-445A-A524-193DAC2519E8},0,3,3,0,38,2.276843366242558,0.23195700955234813
56,56,8,015,CHARLOTTE,Charlotte,FL,8353,86,133,579,760,846,1181,1567,1518,1014,663,6,0 to 119,58,4778,3523,52,8327,26,0,1245,5297,62,3108,88,3363,4982,1,7,8319,3059,294,9,1,1797,1545,11,3353,26,84,350,347,352,478,595,522,361,248,0,0 to 101,55,2586,222,302,243,272,2718,363,449,1,415,1,0,154,3363,1547,1804,3353,10,0,33309,17,36727,33326,3363,154,482,463,{2C59A1CC-D054-4DF6-BEF0-43EEC4A23784},14,218,232,0.0603448275862069,55,3.8321805931522803,0.16585624394389412
57,57,58,115,SARASOTA,Sarasota,FL,22415,257,631,2256,2526,2451,3009,3672,3723,2547,1305,38,0 to 119,55,12375,9866,174,22111,304,0,1829,16562,190,6459,189,9020,13370,1,24,22087,8821,112,80,7,4728,4130,75,8933,89,339,1391,1376,1242,1338,1199,939,652,450,5,0 to 104,45,4956,677,993,2307,1224,4816,2893,736,20,727,16,3,311,9020,4176,4769,8933,87,0,94090,218,103396,94308,9020,311,3846,3741,{63CF7F11-0E2E-4C45-8079-812F07405F88},51,1308,1359,0.0375275938189846,45,2.5144239533088304,0.13745510082611065
58,58,14,027,DESOTO,Desoto,FL,3985,107,287,450,597,606,649,635,369,200,81,4,0 to 102,43,1669,2210,106,3972,13,0,266,2302,48,1623,34,1626,2351,1,7,3964,1490,133,3,0,671,947,5,1623,44,134,237,308,299,244,194,100,49,17,0,0 to 97,37,995,174,127,327,745,501,377,248,1,127,1,1,28,1626,948,673,1623,3,0,9968,10,11610,9978,1626,28,1785,1651,{0D73423D-03C5-4BA5-9BFD-C106F87EB222},6,50,56,0.107142857142857,37,1.6241290510468296,0.15072312416893652
