OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2654,83,237,418,361,358,373,339,228,164,93,0,0 to 118,41,1456,1175,23,2649,5,0,267,1070,2,1677,36,1613,1036,1,4,2644,1384,224,2,3,855,734,19,1608,35,122,254,256,231,232,201,124,99,59,0,0 to 106,40,1268,97,56,187,130,1271,207,128,0,80,0,0,44,1613,737,857,1608,5,0,6773,0,8403,6773,1613,44,1547,1530,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,0,17,17,0,40
2,2,54,107,PUTNAM,Putnam,FL,10745,373,1088,1448,1438,1366,1455,1535,1114,642,277,9,0 to 118,42,6071,4632,42,10713,32,0,1875,3893,133,7806,92,6534,4167,0,44,10669,4106,2404,16,8,3536,2951,23,6510,168,596,968,904,888,887,917,680,369,155,2,0 to 100,42,4347,1431,545,187,904,5308,298,805,3,575,3,1,148,6534,2965,3546,6510,24,0,27012,0,33558,27012,6534,148,3205,3150,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,4,64,68,0.0588235294117647,42
3,3,62,123,TAYLOR,Taylor,FL,4405,151,423,533,720,704,628,584,403,189,64,6,0 to 118,40,1992,2398,15,4396,9,0,162,2012,3,2904,52,2737,1660,0,8,4388,2464,268,5,0,1095,1634,3,2732,37,124,324,505,534,440,377,236,119,40,1,0 to 98,41,1682,810,120,120,150,2380,202,194,0,99,0,0,47,2737,1636,1098,2732,5,0,8394,0,11158,8394,2737,47,2661,2567,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,2,12,14,0.142857142857143,41
4,4,46,091,OKALOOSA,Okaloosa,FL,33800,930,4086,4934,5231,4944,4110,4320,2645,1588,940,72,0 to 119,38,18345,15211,244,33449,350,1,1959,11378,137,15364,1070,20609,13080,1,110,33342,18966,1414,213,16,10788,9446,146,20380,300,1321,3082,3808,3296,2755,2932,1711,909,461,34,0 to 103,40,14459,1940,2127,1854,1784,16076,2520,1106,14,723,17,5,363,20609,9567,10893,20379,229,1,71763,0,92447,71763,20609,363,29583,29170,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,12,218,230,0.0521739130434783,40
5,5,7,013,CALHOUN,Calhoun,FL,2897,93,379,408,335,391,362,353,292,188,94,2,0 to 99,41,1514,1360,23,2894,3,0,194,594,4,1405,46,1695,1195,0,7,2887,1461,231,3,0,828,854,10,1692,33,117,219,233,239,233,227,194,125,74,1,0 to 99,45,1160,187,216,129,38,1426,228,133,2,57,2,0,44,1695,856,829,1692,3,0,6191,0,7897,6191,1695,44,2301,2244,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,3,3,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,228546,5485,16206,30563,34938,31831,33014,31716,22040,13820,7253,1680,0 to 119,43,121078,105974,1494,225209,3335,2,34251,113531,465,113235,3793,145485,82185,133,743,224341,140566,2283,2605,31,74013,67686,1150,142849,2780,9380,22765,26501,22493,21988,19038,10552,6151,3754,83,0 to 107,39,73224,20494,25183,23948,37584,74142,31123,9469,171,6872,127,54,2797,145485,69012,75249,142847,2636,2,736387,0,882671,736387,145485,2797,62359,62101,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,153,3099,3252,0.0470479704797048,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,44127,1468,3657,5945,6152,6004,6273,6114,4553,2663,1254,44,0 to 119,42,24428,19457,242,43795,332,0,5259,14969,188,26097,932,26605,17009,6,507,43284,26185,224,194,2,14428,11894,87,26409,491,1551,3730,4334,4085,4061,3701,2578,1417,649,8,0 to 104,42,13395,5425,3451,4138,6061,15136,5212,2639,26,1852,16,2,638,26605,11992,14526,26409,196,0,117946,0,144630,117946,26605,638,28301,28285,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,28,595,623,0.0449438202247191,43
8,8,51,101,PASCO,Pasco,FL,64449,1524,5955,9052,8432,9078,9653,8573,6611,3982,1536,53,0 to 119,42,35155,29106,188,64027,422,0,3472,30227,223,32482,1693,41688,22245,5,511,63512,39712,1625,345,5,22099,19124,114,41337,708,2799,6110,6138,6280,6497,5529,4098,2539,972,17,0 to 105,42,30507,2486,4865,3479,8026,27674,5637,3885,72,2746,52,9,765,41687,19273,22279,41337,350,0,201612,0,243423,201612,41687,765,28975,28439,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,48,678,726,0.0661157024793388,44
9,9,20,039,GADSDEN,Gadsden,FL,9066,320,841,1123,1332,1455,1434,1247,819,339,152,4,0 to 119,41,5214,3825,27,9035,30,1,1214,3762,46,4932,109,5692,3362,1,11,9024,5238,437,14,3,2980,2673,22,5675,163,482,777,850,965,944,790,437,203,79,2,0 to 98,40,1631,2818,955,271,923,4321,431,749,1,422,0,0,98,5692,2677,2993,5674,17,1,22850,0,28584,22850,5692,98,3205,3011,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,0,16,16,0,41
10,10,37,073,LEON,Leon,FL,48928,1802,3084,14545,7719,6026,5426,5001,3246,1362,648,69,0 to 119,31,26645,22024,259,47799,1128,1,7900,21571,201,24988,908,32102,16759,9,58,47734,30874,303,905,20,17210,13797,170,31177,838,1839,11581,5333,3888,3267,2782,1503,707,348,16,0 to 106,27,14918,9955,3693,2611,2948,23940,4289,1617,52,702,39,32,320,32102,14200,17723,31176,925,1,153580,0,185841,153580,32102,320,14703,14304,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,10,205,215,0.0465116279069767,28
