OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2441,75,214,376,323,339,342,307,215,158,92,0,0 to 118,41,1343,1087,11,2437,4,0,215,1066,2,1500,33,1453,982,1,5,2431,1245,204,2,2,764,678,7,1449,31,112,226,224,214,210,172,113,93,58,0,0 to 106,40,1131,85,54,179,122,1129,198,118,0,66,0,0,37,1453,680,766,1449,4,0,6348,0,7819,6348,1453,37,1410,1393,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,18,21,0.142857142857143,40
2,2,54,107,PUTNAM,Putnam,FL,9987,329,963,1359,1340,1275,1360,1447,1047,602,256,9,0 to 118,42,5656,4293,38,9960,27,0,1723,3725,133,7081,90,5936,4009,0,42,9918,3562,2355,12,7,3212,2688,17,5917,147,523,888,819,808,802,837,629,342,139,2,0 to 100,42,3948,1329,475,165,786,4862,269,713,2,516,2,1,133,5936,2699,3220,5917,19,0,25326,0,31274,25326,5936,133,2937,2883,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,2,132,134,0.0149253731343284,42
3,3,62,123,TAYLOR,Taylor,FL,4298,145,402,514,708,688,616,574,398,184,63,6,0 to 118,40,1930,2353,15,4288,10,0,144,2002,3,2818,47,2678,1612,0,8,4280,2408,264,6,0,1058,1611,3,2672,34,118,318,498,520,432,369,233,116,39,1,0 to 98,41,1628,803,119,122,148,2322,202,187,0,93,0,0,42,2678,1613,1062,2672,6,0,7940,0,10645,7940,2678,42,2562,2468,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,0,23,23,0,41
4,4,46,091,OKALOOSA,Okaloosa,FL,31720,752,3643,4607,4857,4669,3929,4145,2560,1554,933,71,0 to 119,38,17273,14227,220,31396,323,1,1856,10986,137,14368,982,19452,12154,2,112,31285,17841,1408,187,16,10184,8927,138,19249,237,1236,2889,3535,3112,2623,2800,1649,884,455,32,0 to 103,40,11816,1608,2278,3547,1587,13465,4197,1028,14,678,16,4,341,19452,9034,10278,19248,203,1,64175,0,83706,64175,19452,341,27930,27517,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,27,363,390,0.0692307692307692,40
5,5,7,013,CALHOUN,Calhoun,FL,2800,82,358,382,322,379,357,348,292,185,93,2,0 to 99,41,1456,1323,21,2797,3,0,185,589,4,1357,46,1642,1152,0,6,2791,1421,218,3,0,798,834,7,1639,27,112,205,222,230,231,222,194,124,74,1,0 to 99,46,1117,182,211,129,39,1371,229,128,2,57,2,0,42,1642,836,799,1639,3,0,5956,0,7609,5956,1642,42,2251,2194,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,1,24,25,0.04,45
6,6,50,099,PALM BEACH,Palm Beach,FL,204778,4604,13115,26445,30796,28207,29683,29056,20928,13297,7033,1614,0 to 119,44,108837,95008,933,201927,2849,2,29469,107670,465,95980,3281,125866,78094,134,684,201118,122240,1473,2132,21,64232,58836,645,123713,2268,7550,19479,22651,19298,19042,16639,9602,5718,3557,62,0 to 107,40,62205,17652,21407,22449,32638,62860,28215,8588,141,6191,99,46,2546,125866,59946,65226,123711,2153,2,658165,0,784800,658165,125866,2546,53380,53121,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,366,5111,5477,0.0668249041446047,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,38849,1112,2880,5051,5382,5272,5630,5561,4262,2485,1178,36,0 to 119,44,21610,17006,233,38553,296,0,4617,14661,188,21637,834,23127,15277,7,438,38110,22760,205,160,2,12548,10333,84,22965,415,1270,3167,3703,3522,3534,3276,2354,1287,595,4,0 to 104,43,11447,4713,2974,3831,5231,12968,4766,2086,22,1552,14,1,556,23127,10412,12631,22965,162,0,102782,0,125987,102782,23127,556,23628,23612,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,62,582,644,0.0962732919254658,43
8,8,51,101,PASCO,Pasco,FL,55572,1213,4680,7591,7210,7659,8338,7596,6099,3720,1434,32,0 to 119,44,30400,25027,145,55193,379,0,3456,26887,223,26754,1446,34722,20420,3,427,54763,32989,1422,304,5,18379,15950,82,34411,548,2143,4975,5058,5089,5390,4662,3665,2305,877,8,0 to 105,43,25103,2012,3965,3331,6691,22755,4965,3175,53,2273,41,7,672,34720,16074,18542,34411,309,0,178841,0,213666,178841,34720,672,25808,25270,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,91,1078,1169,0.0778443113772455,44
9,9,20,039,GADSDEN,Gadsden,FL,8777,294,781,1077,1283,1422,1394,1223,810,338,152,3,0 to 119,41,5058,3696,23,8747,29,1,1162,3747,46,4657,99,5505,3258,1,13,8734,5067,422,13,3,2886,2585,18,5489,148,457,746,811,935,922,772,429,205,79,1,0 to 99,41,1571,2711,923,284,896,4161,432,729,1,418,0,0,90,5505,2589,2898,5488,16,1,21730,0,27278,21730,5505,90,2966,2773,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,3,67,70,0.0428571428571429,41
10,10,37,073,LEON,Leon,FL,45928,1500,2682,13492,7285,5736,5171,4857,3181,1334,642,48,0 to 119,31,25020,20700,208,44860,1067,1,7241,21108,201,22677,825,29778,16096,7,47,44808,28628,285,848,17,15961,12821,131,28913,676,1628,10676,4950,3657,3062,2652,1445,681,341,10,0 to 106,28,13814,8978,3440,2681,2709,21861,4343,1447,48,626,36,30,294,29778,13191,16445,28912,865,1,146017,0,175968,146017,29778,294,13341,12940,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,26,1076,1102,0.0235934664246824,28
11,11,33,065,JEFFERSON,Jefferson,FL,2448,99,235,251,292,315,339,423,292,159,41,2,0 to 101,46,1200,1244,4,2424,24,0,92,1072,41,1654,42,1410,1033,2,3,2420,1212,176,18,4,623,763,2,1388,26,93,141,199,184,225,267,157,91,27,0,0 to 99,47,672,601,83,32,51,1257,80,121,3,70,0,0,24,1410,775,632,1388,22,0,5677,0,7106,5677,1410,24,1305,1268,1581350101.5302,228391.565390175,862c7bab-c64b-458c-a6fa-56543968d206,0,19,19,0,47
12,12,40,079,MADISON,Madison,FL,3842,200,560,539,454,461,511,445,375,200,88,9,0 to 101,38,2173,1655,14,3799,43,0,224,1284,53,2807,128,2026,1800,0,16,3783,1433,567,24,2,1135,860,5,2000,68,169,276,283,259,330,269,208,105,58,1,0 to 101,43,852,986,92,70,101,1711,188,276,3,88,2,2,43,2026,868,1149,2000,26,0,7277,0,9313,7277,2026,43,3008,2912,1853116752.08771,219176.19751538,89851e42-542b-499a-ac7e-d8f5369f3d0b,2,17,19,0.105263157894737,43
13,13,39,077,LIBERTY,Liberty,FL,3357,73,238,390,775,684,527,406,167,71,17,9,0 to 105,37,834,2512,11,3356,1,0,104,1931,1,749,14,1049,2305,0,3,3353,886,162,1,0,412,628,8,1048,24,78,170,170,161,171,159,66,42,8,0,0 to 89,39,778,173,53,44,41,852,155,57,0,22,0,0,15,1049,628,413,1048,1,0,4055,0,5105,4055,1049,15,1372,1348,2183538740.41838,308797.501184753,59b90335-ef4e-4e77-88c2-fc6bcc9d4032,0,13,13,0,39
14,14,24,047,HAMILTON,Hamilton,FL,3524,111,267,377,710,613,529,414,296,138,63,6,0 to 118,39,1224,2277,23,3501,23,0,96,2027,9,1761,48,1575,1947,0,2,3500,1236,320,10,9,667,879,10,1556,58,140,205,258,237,238,209,136,69,23,2,0 to 93,41,762,646,92,56,160,1211,185,201,2,77,0,0,23,1575,889,676,1556,19,0,6339,0,7919,6339,1575,23,1093,1091,1344926537.82205,232510.619937192,d384b6bb-17b0-4808-9d73-78cb54c43aab,2,7,9,0.222222222222222,41
15,15,3,005,BAY,Bay,FL,23538,307,1329,3135,3661,3623,3724,3689,2342,1181,486,61,0 to 119,44,12371,10907,260,22781,757,0,2388,10660,28,14797,494,19173,4290,2,73,22710,18116,332,715,10,9646,8585,217,18448,195,930,2711,3178,3051,3041,2948,1849,926,339,5,0 to 101,43,11698,1686,1861,3203,1180,13553,3715,1369,54,780,27,17,361,19173,8968,9978,18448,725,0,65961,0,85203,65961,19173,361,4785,4777,1930770661.49939,558412.990825665,a66f3b06-8ee0-4dec-843e-f41d712aad2f,4,134,138,0.0289855072463768,43
16,16,12,023,COLUMBIA,Columbia,FL,11771,326,857,1476,1635,1745,1669,1777,1294,663,317,12,0 to 119,43,5737,5969,65,11721,50,0,1339,3649,63,7442,102,7736,4023,1,11,11709,7081,618,33,4,3428,4243,28,7699,136,401,1000,1226,1250,1222,1130,789,419,159,4,0 to 102,43,5016,1908,339,436,426,6579,694,339,2,448,4,0,160,7736,4266,3442,7699,37,0,23356,0,31150,23356,7736,160,4701,4700,2068684690.43686,276060.430857214,6958d394-62b5-4f73-a62a-0fa2389d4fb3,3,68,71,0.0422535211267606,43
