OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2554,80,224,400,347,348,355,323,222,162,93,0,0 to 118,41,1406,1135,13,2549,5,0,234,1079,2,1593,35,1542,1006,1,5,2543,1322,215,2,3,818,710,9,1537,34,117,244,245,222,220,186,118,97,59,0,0 to 106,40,1203,94,56,184,127,1207,203,127,0,76,0,0,40,1542,713,820,1537,5,0,6534,0,8093,6534,1542,40,1470,1453,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,74,77,0.038961038961039,40
2,2,54,107,PUTNAM,Putnam,FL,10315,343,999,1396,1378,1311,1409,1494,1081,627,268,9,0 to 118,42,5840,4437,38,10286,29,0,1804,3816,133,7361,91,6161,4112,0,42,10244,3776,2364,13,8,3326,2796,18,6140,154,543,919,846,838,837,873,651,353,145,2,0 to 100,42,4107,1364,498,171,826,5037,277,753,2,542,2,1,136,6161,2808,3335,6140,21,0,26227,0,32399,26227,6161,136,3037,2983,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,11,224,235,0.0468085106382979,42
3,3,62,123,TAYLOR,Taylor,FL,4340,147,412,518,708,695,623,576,403,188,64,6,0 to 118,40,1955,2370,15,4331,9,0,155,2008,3,2853,49,2703,1629,0,8,4323,2430,268,5,0,1074,1621,3,2698,35,123,318,499,526,435,371,236,119,40,1,0 to 98,41,1651,806,120,121,150,2345,203,190,0,97,0,0,45,2703,1623,1077,2698,5,0,8207,0,10937,8207,2703,45,2576,2482,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,3,23,26,0.115384615384615,41
4,4,46,091,OKALOOSA,Okaloosa,FL,32692,842,3858,4760,5026,4782,4013,4236,2595,1573,937,70,0 to 119,38,17782,14686,224,32360,331,1,1897,11176,137,14846,1027,19999,12580,2,111,32250,18378,1410,195,16,10479,9175,134,19788,278,1275,2978,3655,3195,2685,2869,1675,898,459,32,0 to 103,40,13771,1839,2094,2084,1724,15259,2805,1063,14,701,17,5,357,19999,9288,10575,19787,211,1,68028,0,88104,68028,19999,357,28748,28335,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,38,435,473,0.080338266384778,40
5,5,7,013,CALHOUN,Calhoun,FL,2840,90,373,389,329,380,357,349,292,186,93,2,0 to 99,41,1484,1336,20,2837,3,0,189,590,4,1380,46,1665,1168,0,7,2830,1439,223,3,0,814,841,7,1662,31,116,211,229,231,231,223,194,124,74,1,0 to 99,45,1138,184,212,128,38,1398,226,131,2,57,2,0,43,1665,843,815,1662,3,0,6073,0,7749,6073,1665,43,2272,2215,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,0,21,21,0,45
6,6,50,099,PALM BEACH,Palm Beach,FL,217869,5070,14682,28859,33062,30124,31568,30624,21541,13565,7148,1626,0 to 119,43,115605,101104,1160,214695,3172,2,32178,110896,465,105341,3619,136675,80332,133,729,213841,132603,1604,2447,21,69594,63756,857,134207,2539,8469,21422,24742,20980,20706,18045,10115,5938,3657,62,0 to 107,40,68375,18993,23477,23362,35233,68968,30006,9024,158,6550,117,52,2701,136675,65021,70740,134205,2468,2,700048,0,837519,700048,136675,2701,58238,57980,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,463,6035,6498,0.0712526931363496,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,41402,1254,3206,5491,5765,5590,5966,5852,4442,2582,1215,39,0 to 119,43,22983,18221,198,41084,318,0,4973,14762,188,23833,889,24840,16072,7,483,40596,24451,208,180,2,13481,11127,51,24659,451,1389,3447,4025,3765,3799,3497,2487,1356,619,6,0 to 104,43,12449,5052,3208,3950,5670,14065,4924,2395,23,1730,14,2,606,24841,11218,13572,24659,182,0,109136,0,134056,109136,24841,606,25897,25881,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,109,733,842,0.129453681710214,43
8,8,51,101,PASCO,Pasco,FL,59944,1333,5228,8329,7837,8310,8984,8164,6377,3861,1486,35,0 to 119,43,32753,27055,136,59539,405,0,3467,28642,223,29489,1594,38200,21278,4,462,59074,36360,1506,328,5,20221,17572,73,37866,611,2415,5538,5616,5639,5945,5180,3888,2432,926,9,0 to 105,43,27879,2257,4385,3345,7298,25271,5297,3472,65,2491,47,8,713,38199,17711,20393,37866,333,0,190248,0,228558,190248,38199,713,27334,26798,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,220,1635,1855,0.118598382749326,44
9,9,20,039,GADSDEN,Gadsden,FL,8882,302,806,1084,1303,1442,1405,1235,813,338,151,3,0 to 119,41,5110,3748,24,8851,30,1,1172,3771,46,4753,104,5573,3296,1,12,8839,5127,429,14,3,2915,2622,19,5556,155,471,747,825,952,929,782,430,203,78,1,0 to 98,41,1599,2739,938,280,914,4213,429,734,1,417,0,0,92,5573,2626,2928,5555,17,1,22344,0,27960,22344,5573,92,3056,2862,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,8,116,124,0.0645161290322581,41
10,10,37,073,LEON,Leon,FL,47174,1598,2816,13973,7452,5871,5286,4926,3210,1350,643,49,0 to 119,31,25684,21269,221,46067,1106,1,7500,21353,201,23644,867,30761,16354,8,51,46010,29568,290,885,18,16469,13248,141,29858,732,1706,11076,5094,3765,3151,2718,1468,698,343,10,0 to 106,27,14418,9251,3551,2638,2855,22707,4296,1527,50,668,37,32,307,30761,13639,16971,29857,903,1,150021,0,180946,150021,30761,307,13826,13425,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,79,1405,1484,0.0532345013477089,28
