OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge,SHAPE_Length,SHAPE_Area
1,1,21,041,GILCHRIST,Gilchrist,FL,1771,49,121,272,244,238,243,229,165,124,86,0,0 to 118,43,947,816,8,1771,0,0,120,846,2,981,26,888,879,1,3,1767,783,105,0,0,434,450,4,888,18,54,148,147,124,120,106,64,56,51,0,0 to 106,40,684,71,40,93,93,686,109,98,0,53,0,0,20,888,450,434,888,0,0,5299,0,6198,5299,888,20,1067,1050,{CB6285A2-DA2E-4583-AAD5-1221776836AE},12,116,128,0.09375,40,1.4292666722912122,0.0858306455074465
2,2,54,107,PUTNAM,Putnam,FL,7285,227,698,983,989,913,999,1056,756,443,213,8,0 to 118,43,4192,3045,48,7269,16,0,1163,3242,133,4048,76,3386,3868,0,31,7238,1885,1493,4,4,1812,1550,16,3378,87,339,553,470,464,457,444,331,168,71,2,0 to 100,40,2149,840,302,87,563,2700,115,470,2,320,2,1,62,3386,1555,1815,3378,8,0,20631,8,24037,20639,3386,62,2064,2001,{CE511C5D-2638-44A3-B2F8-B13847543637},68,574,642,0.105919003115265,40,2.246427873742215,0.19954202112213038
3,3,62,123,TAYLOR,Taylor,FL,3121,70,208,351,565,541,465,434,293,142,47,5,0 to 118,41,1309,1792,20,3111,10,0,90,1682,3,1788,33,1797,1317,0,7,3104,1676,117,4,0,572,1218,3,1793,11,57,194,381,385,306,237,133,70,22,1,0 to 95,41,1014,610,82,87,134,1525,134,165,0,77,0,0,24,1797,1219,575,1793,4,0,6556,6,8384,6562,1797,24,1900,1803,{541BD5A3-4453-499A-9896-F0EDC5353D0B},24,55,79,0.30379746835443,41,2.5842937862081867,0.25118054425022496
4,4,46,091,OKALOOSA,Okaloosa,FL,20739,461,1869,2935,3202,2985,2613,2804,1813,1205,800,52,0 to 119,40,11570,9033,136,20493,245,1,1162,8900,137,7699,535,11146,9490,1,102,20392,10195,833,106,12,5891,5064,73,11028,138,607,1724,2054,1705,1497,1612,955,533,309,12,0 to 103,40,5762,852,1748,2666,951,7444,2633,687,8,465,10,1,198,11146,5128,5945,11027,118,1,48896,126,60241,49022,11146,198,17205,16782,{EB5D2450-A892-40FD-9BA4-9821A7438525},122,740,862,0.1415313225058,40,3.2142959002474103,0.2230733675938685
5,5,7,013,CALHOUN,Calhoun,FL,1915,44,176,230,244,279,251,248,217,154,72,0,0 to 99,44,980,920,15,1913,2,0,96,560,4,873,19,1051,860,0,4,1909,938,111,2,0,493,555,1,1049,14,52,111,162,150,143,139,128,98,54,0,0 to 99,48,678,118,154,99,31,845,173,90,1,47,1,0,26,1051,556,494,1049,2,0,5007,0,6068,5007,1051,26,1557,1497,{3B55AA95-5170-4CAF-82A3-E99AD7459349},30,105,135,0.222222222222222,47,1.881030493274878,0.13964927894629456
6,6,50,099,PALM BEACH,Palm Beach,FL,144617,2736,6409,17566,21193,19595,20963,21437,16513,10799,5795,1611,0 to 119,47,77354,66696,567,142862,1753,2,16907,91985,465,54624,1894,74789,69207,146,475,142250,72859,945,972,13,38038,35463,303,73804,1194,3516,12261,13671,11613,11307,9663,5618,3511,2379,56,0 to 106,40,34131,10426,12419,16828,19634,35305,18865,6625,89,4737,60,28,1804,74789,35967,38481,73802,985,2,481528,757,557746,482285,74789,1804,30594,30332,{CC4A8DA3-38F1-429A-A0CB-00FFDAA43DA7},763,9784,10547,0.0723428463070067,40,4.371977007213128,0.5176263954580347
7,7,56,111,ST. LUCIE,St. Lucie,FL,25595,663,1419,2926,3540,3498,3869,3836,3038,1781,995,30,0 to 119,47,14466,10961,168,25409,186,0,2745,12191,188,11334,549,12475,12718,4,398,25008,12247,176,50,2,6818,5601,4,12423,237,583,1644,2034,1939,1978,1754,1256,653,395,2,0 to 104,43,5865,2605,1649,2304,2846,6764,2813,1216,8,945,7,1,380,12475,5629,6842,12423,52,0,77606,133,90272,77739,12475,380,13568,13553,{399B37A3-AA4A-40D4-AA83-5A2BA14BD0C4},156,1275,1431,0.109014675052411,43,2.4043656096016006,0.13681239009025967
8,8,51,101,PASCO,Pasco,FL,36500,751,2610,4840,4684,4966,5565,5236,4256,2552,1015,25,0 to 119,45,19988,16300,212,36252,248,0,2818,19186,223,16000,835,18734,17460,4,302,35946,17901,655,175,2,9690,8739,127,18556,277,964,2800,2799,2763,2958,2523,1962,1205,474,8,0 to 105,44,13212,1131,2374,1839,3780,12320,2456,1907,18,1412,12,3,334,18733,8819,9780,18556,177,0,129135,73,148023,129208,18733,334,19480,18936,{83116673-3FAD-423E-B67E-DFE7515F5E81},344,2789,3133,0.109798914778168,43,2.211523841717279,0.18173091103067956
9,9,20,039,GADSDEN,Gadsden,FL,6572,192,462,775,1031,1128,1079,911,626,250,115,3,0 to 119,42,3801,2758,13,6546,25,1,753,3284,46,2779,71,3577,2987,1,7,6539,3413,152,11,1,1800,1758,7,3565,94,247,487,581,666,619,469,251,120,42,1,0 to 98,40,1068,1575,655,267,674,2488,403,502,1,275,0,0,58,3577,1760,1810,3564,12,1,17591,16,21235,17607,3577,58,2070,1875,{77657EA6-12D6-4645-9915-E7357C9F40D6},22,241,263,0.0836501901140684,40,2.0333919169340233,0.1286336058610035
10,10,37,073,LEON,Leon,FL,31942,742,1331,9753,4946,3936,3646,3561,2464,1006,512,45,0 to 119,32,17297,14527,118,31225,716,1,4046,18033,201,12373,478,17365,14534,6,37,31184,16717,139,499,10,9276,7541,39,16856,289,687,7362,2760,1963,1593,1397,755,350,200,9,0 to 106,25,7159,5010,2130,2557,1564,11198,4094,902,33,362,20,18,168,17365,7752,9563,16855,509,1,114422,214,132187,114636,17365,168,8827,8422,{FF3D6D6C-1645-4C7E-BC93-049A674C4499},157,2457,2614,0.0600612088752869,25,2.4286163266357628,0.1707040441862682
11,11,33,065,JEFFERSON,Jefferson,FL,1647,48,108,158,205,219,251,289,220,111,37,1,0 to 101,48,787,857,3,1627,20,0,59,917,41,914,32,864,779,2,2,1624,720,127,14,3,341,505,1,847,12,40,84,138,114,156,158,91,48,23,0,0 to 99,47,362,411,52,22,39,751,57,76,2,44,0,0,14,864,514,349,847,17,0,4362,1,5243,4363,864,14,757,719,{862C7BAB-C64B-458C-A6FA-56543968D206},9,81,90,0.1,48,2.2049309352502724,0.14849665622997743
12,12,40,079,MADISON,Madison,FL,2836,136,320,361,340,363,400,359,307,161,81,8,0 to 101,41,1634,1197,5,2800,36,0,163,1172,53,1825,102,1448,1385,1,2,2797,961,469,16,2,814,615,1,1430,51,112,184,196,198,241,197,145,73,51,0,0 to 101,44,535,776,71,48,73,1221,136,210,1,71,2,2,30,1448,620,827,1430,18,0,6004,18,7481,6022,1448,30,2085,1988,{89851E42-542B-499A-AC7E-D8F5369F3D0B},20,142,162,0.123456790123457,44,2.169691637311982,0.1740263300452793
