OBJECTID,OBJECTID_12_13,DEPCODE,COUNTY,COUNTYNAME,County_1,State,PUIsTotal,Age_0_4,Age_5_14,Age_15_24,Age_25_34,Age_35_44,Age_45_54,Age_55_64,Age_65_74,Age_75_84,Age_85plus,Age_Unkn,PUIAgeRange,PUIAgeMedian,PUIFemale,PUIMale,PUISexUnkn,PUIFLRes,PUINotFLRes,PUIFLResOut,PUIContNo,PUIContUnkn,PUIAgeAvrg,PUITravelNo,PUITravelYes,TPositive,TNegative,TInconc,TPending,T_Total_Res,T_LabPrivate_Res,T_LabDOH_Res,T_LabPrivate_NonRes,T_LabDOH_NonRes,C_Female,C_Male,C_SexUnkn,C_AllResTypes,C_Age_0_4,C_Age_5_14,C_Age_15_24,C_Age_25_34,C_Age_35_44,C_Age_45_54,C_Age_55_64,C_Age_65_74,C_Age_75_84,C_Age_85plus,C_Age_Unkn,C_AgeRange,C_AgeMedian,C_RaceWhite,C_RaceBlack,C_RaceOther,C_RaceUnknown,C_HispanicYES,C_HispanicNO,C_HispanicUnk,C_EDYes_Res,C_EDYes_NonRes,C_HospYes_Res,C_HospYes_NonRes,C_NonResDeaths,C_FLResDeaths,CasesAll,C_Men,C_Women,C_FLRes,C_NotFLRes,C_FLResOut,T_NegRes,T_NegNotFLRes,T_total,T_negative,T_positive,Deaths,EverMon,MonNow,Shape__Area,Shape__Length,GlobalID,NewPos,NewNeg,NewTested,NewPercPos,MedianAge
1,1,21,041,GILCHRIST,Gilchrist,FL,2568,81,228,400,348,350,358,323,224,163,93,0,0 to 118,41,1411,1142,15,2563,5,0,240,1071,2,1611,35,1554,1008,1,5,2557,1332,217,2,3,825,713,11,1549,34,119,246,246,224,222,186,120,98,59,0,0 to 106,40,1212,94,56,187,128,1216,205,127,0,77,0,0,41,1554,716,827,1549,5,0,6568,0,8139,6568,1554,41,1483,1466,920490830.042053,148547.348006441,cb6285a2-da2e-4583-aad5-1221776836ae,3,56,59,0.0508474576271186,40
2,2,54,107,PUTNAM,Putnam,FL,10366,346,1015,1402,1381,1319,1414,1492,1087,630,271,9,0 to 118,42,5861,4466,39,10337,29,0,1812,3819,133,7419,91,6214,4110,0,42,10295,3813,2380,13,8,3350,2824,19,6193,156,552,929,851,845,842,873,657,358,149,2,0 to 100,42,4143,1371,507,172,840,5073,280,762,2,546,2,1,137,6214,2836,3359,6193,21,0,26250,0,32475,26250,6214,137,3057,3003,2142439482.67719,232574.925675008,ce511c5d-2638-44a3-b2f8-b13847543637,22,142,164,0.134146341463415,42
3,3,62,123,TAYLOR,Taylor,FL,4348,147,415,520,709,695,622,579,403,188,64,6,0 to 118,40,1961,2372,15,4339,9,0,155,2006,3,2863,49,2706,1634,0,8,4331,2433,268,5,0,1077,1621,3,2701,35,123,319,500,526,435,372,236,119,40,1,0 to 98,41,1653,807,120,121,150,2347,204,190,0,97,0,0,45,2706,1623,1080,2701,5,0,8222,0,10955,8222,2706,45,2581,2487,2685252568.13834,267348.178950349,541bd5a3-4453-499a-9896-f0edc5353d0b,3,30,33,0.0909090909090909,41
4,4,46,091,OKALOOSA,Okaloosa,FL,32832,858,3891,4780,5050,4801,4026,4243,2604,1574,936,69,0 to 119,38,17842,14756,234,32491,340,1,1906,11199,137,14908,1033,20069,12651,1,111,32382,18438,1411,204,16,10503,9205,141,19849,281,1282,2988,3674,3207,2693,2873,1683,899,458,31,0 to 103,40,13813,1845,2096,2095,1726,15306,2817,1065,14,705,17,5,357,20069,9320,10606,19848,220,1,68389,0,88534,68389,20069,357,28867,28454,2369222670.29688,330553.160278386,eb5d2450-a892-40fd-9ba4-9821a7438525,27,474,501,0.0538922155688623,40
5,5,7,013,CALHOUN,Calhoun,FL,2845,90,374,391,330,380,357,350,292,186,93,2,0 to 99,41,1487,1338,20,2842,3,0,190,591,4,1382,46,1668,1170,0,7,2835,1442,223,3,0,816,842,7,1665,31,117,211,230,231,231,224,194,124,74,1,0 to 99,45,1141,184,213,127,38,1400,227,131,2,57,2,0,43,1668,844,817,1665,3,0,6083,0,7762,6083,1668,43,2275,2218,1487626835.10838,192207.890331272,3b55aa95-5170-4caf-82a3-e99ad7459349,3,31,34,0.0882352941176471,45
6,6,50,099,PALM BEACH,Palm Beach,FL,218920,5109,14814,29018,33251,30309,31715,30724,21591,13585,7155,1649,0 to 119,43,116132,101519,1269,215738,3180,2,32343,111233,465,106081,3641,137552,80502,133,733,214880,133461,1612,2458,21,70017,64103,953,135073,2565,8563,21559,24923,21136,20833,18138,10149,5952,3663,71,0 to 107,40,68860,19116,23610,23487,35426,69443,30204,9070,159,6574,118,52,2708,137552,65374,71168,135071,2479,2,703108,0,841456,703108,137552,2708,58616,58358,5710098601.29486,464192.459734082,cc4a8da3-38f1-429a-a0cb-00ffdaa43da7,415,6912,7327,0.0566398253036714,40
7,7,56,111,ST. LUCIE,St. Lucie,FL,41613,1269,3239,5531,5799,5614,5985,5877,4452,2589,1219,39,0 to 119,43,23091,18320,202,41295,318,0,4994,14778,188,23997,890,24992,16137,8,476,40813,24602,209,180,2,13562,11193,56,24811,460,1409,3470,4055,3786,3815,3516,2493,1361,622,6,0 to 104,43,12522,5083,3229,3977,5713,14140,4958,2406,23,1734,14,2,609,24993,11284,13653,24811,182,0,109691,0,134763,109691,24993,609,26121,26105,1499679486.67142,252832.323289834,399b37a3-aa4a-40d4-aa83-5a2ba14bd0c4,82,1120,1202,0.0682196339434276,43
8,8,51,101,PASCO,Pasco,FL,60367,1353,5294,8396,7894,8376,9055,8199,6401,3872,1490,37,0 to 119,43,32965,27243,159,59959,408,0,3467,28796,223,29763,1604,38523,21374,5,465,59490,36662,1524,331,5,20385,17705,96,38186,623,2446,5588,5662,5697,6009,5205,3910,2443,929,10,0 to 105,43,28119,2270,4429,3368,7350,25499,5337,3499,68,2505,48,8,716,38522,17846,20557,38186,336,0,191082,0,229718,191082,38522,716,27506,26970,1975344274.45807,225211.500752162,83116673-3fad-423e-b67e-dfe7515f5e81,134,1729,1863,0.0719269994632313,44
9,9,20,039,GADSDEN,Gadsden,FL,8893,305,808,1086,1306,1442,1406,1235,813,338,151,3,0 to 119,41,5116,3753,24,8862,30,1,1173,3770,46,4770,104,5582,3298,1,12,8850,5135,430,14,3,2920,2626,19,5565,157,472,750,827,953,929,782,430,203,78,1,0 to 98,41,1601,2745,939,280,915,4220,430,735,1,417,0,0,92,5582,2630,2933,5564,17,1,22399,0,28024,22399,5582,92,3062,2868,1367889846.39806,205127.330650714,77657ea6-12d6-4645-9915-e7357c9f40d6,7,97,104,0.0673076923076923,41
10,10,37,073,LEON,Leon,FL,47273,1614,2823,13992,7468,5890,5291,4933,3216,1352,643,51,0 to 119,31,25738,21309,226,46164,1108,1,7534,21336,201,23754,871,30829,16387,8,49,46109,29633,290,888,18,16499,13279,145,29923,739,1709,11091,5106,3778,3155,2723,1474,699,343,12,0 to 106,27,14454,9269,3562,2638,2861,22769,4293,1534,51,676,38,32,308,30829,13671,17003,29922,906,1,150376,0,181369,150376,30829,308,13878,13477,1817477697.41779,246081.909627491,ff3d6d6c-1645-4c7e-bc93-049a674c4499,34,1136,1170,0.0290598290598291,28
